Unnamed: 0,ts_code,trade_date,pe,pe_ttm,pb,total_mv
0,002024.SZ,20210305,6.9615,,0.8648,6852189.1861
1,002024.SZ,20210304,6.9521,,0.8636,6842879.1464
2,002024.SZ,20210303,7.1507,,0.8883,7038389.9792
3,002024.SZ,20210302,7.3966,,0.9189,7280451.0102
4,002024.SZ,20210301,7.2831,,0.9048,7168730.5344
5,002024.SZ,20210224,6.621,,0.7538,6517027.7585
6,002024.SZ,20210223,6.6399,,0.756,6535647.8378
7,002024.SZ,20210222,6.8102,,0.7754,6703228.5516
8,002024.SZ,20210219,6.8291,,0.7775,6721848.6309
9,002024.SZ,20210218,6.517,,0.742,6414617.3223
10,002024.SZ,20210210,6.3562,,0.7237,6256346.6482
11,002024.SZ,20210209,6.3845,,0.7269,6284276.7671
12,002024.SZ,20210208,6.1954,,0.7054,6098075.974
13,002024.SZ,20210205,6.3183,,0.7194,6219106.4895
14,002024.SZ,20210204,6.3278,,0.7204,6228416.5292
15,002024.SZ,20210203,6.4318,,0.7323,6330826.9654
16,002024.SZ,20210202,6.6115,,0.7527,6507717.7188
17,002024.SZ,20210201,6.2521,,0.7118,6153936.212
18,002024.SZ,20210129,6.2521,,0.7118,6153936.212
19,002024.SZ,20210128,6.5548,,0.7463,6451857.4809
20,002024.SZ,20210127,6.6967,,0.7624,6591508.0757
21,002024.SZ,20210126,6.6967,,0.7624,6591508.0757
22,002024.SZ,20210125,6.6778,,0.7603,6572887.9964
23,002024.SZ,20210122,6.9426,,0.7904,6833569.1068
24,002024.SZ,20210121,7.0466,,0.8023,6935979.543
25,002024.SZ,20210120,7.0466,,0.8023,6935979.543
26,002024.SZ,20210119,7.1601,,0.8152,7047700.0188
27,002024.SZ,20210118,7.0466,,0.8023,6935979.543
28,002024.SZ,20210115,7.1034,,0.8087,6991839.7809
29,002024.SZ,20210114,7.0939,,0.8077,6982529.7413
30,002024.SZ,20210113,7.0939,,0.8077,6982529.7413
31,002024.SZ,20210112,7.0372,,0.8012,6926669.5033
32,002024.SZ,20210111,7.0561,,0.8034,6945289.5826
33,002024.SZ,20210108,7.198,,0.8195,7084940.1775
34,002024.SZ,20210107,7.0277,,0.8001,6917359.4637
35,002024.SZ,20210106,7.1696,,0.8163,7057010.0585
36,002024.SZ,20210105,7.1696,,0.8163,7057010.0585
37,002024.SZ,20210104,7.2358,,0.8238,7122180.3361
38,002024.SZ,20201231,7.2926,,0.8303,7178040.574
39,002024.SZ,20201230,7.198,,0.8195,7084940.1775
40,002024.SZ,20201229,7.1791,,0.8174,7066320.0981
41,002024.SZ,20201228,7.0845,,0.8066,6973219.7016
42,002024.SZ,20201225,7.1318,,0.812,7019769.8999
43,002024.SZ,20201224,7.0466,,0.8023,6935979.543
44,002024.SZ,20201223,7.3399,,0.8357,7224590.7723
45,002024.SZ,20201222,7.3777,,0.84,7261830.9309
46,002024.SZ,20201221,7.4723,,0.8507,7354931.3275
47,002024.SZ,20201218,7.4534,,0.8486,7336311.2481
48,002024.SZ,20201217,7.5196,,0.8561,7401481.5257
49,002024.SZ,20201216,7.6047,,0.8658,7485271.8826
50,002024.SZ,20201215,7.6993,,0.8766,7578372.2792
51,002024.SZ,20201214,7.7844,,0.8863,7662162.6361
52,002024.SZ,20201211,7.756,,0.8831,7634232.5171
53,002024.SZ,20201210,8.21,,0.9347,8081114.4205
54,002024.SZ,20201209,8.1817,,0.9315,8053184.3016
55,002024.SZ,20201208,8.5222,,0.9703,8388345.7292
56,002024.SZ,20201207,8.5127,,0.9692,8379035.6895
57,002024.SZ,20201204,8.56,,0.9746,8425585.8878
58,002024.SZ,20201203,8.5979,,0.9789,8462826.0464
59,002024.SZ,20201202,8.5884,,0.9778,8453516.0067
60,002024.SZ,20201201,8.683,,0.9886,8546616.4033
61,002024.SZ,20201130,8.6546,,0.9854,8518686.2843
62,002024.SZ,20201127,8.4843,,0.966,8351105.5705
63,002024.SZ,20201126,8.4749,,0.9649,8341795.5309
64,002024.SZ,20201125,8.5127,,0.9692,8379035.6895
65,002024.SZ,20201124,8.6546,,0.9854,8518686.2843
66,002024.SZ,20201123,8.5789,,0.9767,8444205.9671
67,002024.SZ,20201120,8.5789,,0.9767,8444205.9671
68,002024.SZ,20201119,8.5506,,0.9735,8416275.8481
69,002024.SZ,20201118,8.5695,,0.9757,8434895.9274
70,002024.SZ,20201117,8.6168,,0.981,8481446.1257
71,002024.SZ,20201116,8.7492,,0.9961,8611786.6809
72,002024.SZ,20201113,8.7208,,0.9929,8583856.5619
73,002024.SZ,20201112,8.7303,,0.994,8593166.6016
74,002024.SZ,20201111,8.8438,,1.0069,8704887.0774
75,002024.SZ,20201110,9.014,,1.0263,8872467.7912
76,002024.SZ,20201109,9.2883,,1.0575,9142458.9412
77,002024.SZ,20201106,9.1937,,1.0467,9049358.5447
78,002024.SZ,20201105,9.3545,,1.065,9207629.2188
79,002024.SZ,20201104,9.241,,1.0521,9095908.7429
80,002024.SZ,20201103,9.364,,1.0661,9216939.2585
81,002024.SZ,20201102,9.241,,1.0521,9095908.7429
82,002024.SZ,20201030,9.1654,11.9697,1.0363,9021428.4257
83,002024.SZ,20201029,9.1559,11.9573,1.0353,9012118.386
84,002024.SZ,20201028,9.0897,11.8709,1.0278,8946948.1085
85,002024.SZ,20201027,8.91,11.6362,1.0075,8770057.355
86,002024.SZ,20201026,8.9857,11.735,1.016,8844537.6723
87,002024.SZ,20201023,8.9951,11.7473,1.0171,8853847.7119
