Unnamed: 0,ts_code,trade_date,pe,pe_ttm,pb,total_mv
0,600004.SH,20210305,31.6711,248.181,1.6479,3166669.0627
1,600004.SH,20210304,31.5764,247.439,1.643,3157202.1895
2,600004.SH,20210303,32.2155,252.4472,1.6762,3221103.5832
3,600004.SH,20210302,31.5764,247.439,1.643,3157202.1895
4,600004.SH,20210301,31.9315,250.2213,1.6614,3192702.9638
5,600004.SH,20210226,31.1977,244.4713,1.6233,3119334.697
6,600004.SH,20210225,32.3102,253.1891,1.6811,3230570.4563
7,600004.SH,20210224,31.8841,249.8504,1.659,3187969.5272
8,600004.SH,20210223,31.7894,249.1084,1.6541,3178502.6541
9,600004.SH,20210222,31.9551,250.4068,1.6627,3195069.6821
10,600004.SH,20210219,32.0735,251.3343,1.6688,3206903.2735
11,600004.SH,20210218,30.7716,241.1325,1.6011,3076733.7679
12,600004.SH,20210210,28.9963,227.221,1.5087,2899229.8967
13,600004.SH,20210209,28.949,226.85,1.5063,2894496.4601
14,600004.SH,20210208,28.2862,221.6564,1.4718,2828228.3482
15,600004.SH,20210205,28.4046,222.5838,1.4779,2840061.9396
16,600004.SH,20210204,28.3099,221.8419,1.473,2830595.0665
17,600004.SH,20210203,27.7655,217.5757,1.4447,2776160.546
18,600004.SH,20210202,26.937,211.0837,1.4016,2693325.4061
19,600004.SH,20210201,29.5881,231.8582,1.5395,2958397.8538
20,600004.SH,20210129,32.6416,255.7859,1.6984,3263704.5123
21,600004.SH,20210128,31.5291,247.0681,1.6405,3152468.753
22,600004.SH,20210127,32.3575,253.5601,1.6836,3235303.8929
23,600004.SH,20210126,31.6474,247.9955,1.6467,3164302.3444
24,600004.SH,20210125,31.1977,244.4713,1.6233,3119334.697
25,600004.SH,20210122,31.5054,246.8826,1.6393,3150102.0347
26,600004.SH,20210121,31.387,245.9551,1.6331,3138268.4433
27,600004.SH,20210120,30.9136,242.2454,1.6085,3090934.0776
28,600004.SH,20210119,31.1267,243.9148,1.6196,3112234.5421
29,600004.SH,20210118,30.5112,239.0921,1.5875,3050699.8668
30,600004.SH,20210115,30.8663,241.8744,1.606,3086200.641
31,600004.SH,20210114,30.961,242.6164,1.6109,3095667.5142
32,600004.SH,20210113,32.1208,251.7052,1.6713,3211636.71
33,600004.SH,20210112,30.9373,242.4309,1.6097,3093300.7959
34,600004.SH,20210111,30.4876,238.9067,1.5863,3048333.1485
35,600004.SH,20210108,31.1977,244.4713,1.6233,3119334.697
36,600004.SH,20210107,30.3692,237.9792,1.5802,3036499.5571
37,600004.SH,20210106,32.0498,251.1488,1.6676,3204536.5552
38,600004.SH,20210105,32.6889,256.1569,1.7009,3268437.9488
39,600004.SH,20210104,33.2333,260.4231,1.7292,3322872.4693
40,600004.SH,20201231,33.4464,262.0925,1.7403,3344172.9339
