,trade_date,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_mv
133,2020-08-13,102.322,95.0586,3.8748,4.3729,4.3536,0.2898,0.2939,11024237.805
134,2020-08-12,99.2941,92.2457,3.7601,4.2435,4.2248,0.2986,0.3028,10698010.3598
135,2020-08-11,106.6654,99.0938,4.0393,4.5585,4.5384,0.278,0.2819,11492205.4506
136,2020-08-10,104.6607,97.2314,3.9633,4.4728,4.4531,0.2833,0.2873,11276220.3834
137,2020-08-07,106.9369,99.346,4.0495,4.5701,4.55,0.2773,0.2812,11521453.4285
138,2020-08-06,97.2059,90.3057,3.681,4.1542,4.1359,0.305,0.3093,10473025.9148
139,2020-08-05,88.853,82.5458,3.3647,3.7973,3.7805,0.3337,0.3384,9573088.1348
140,2020-08-04,82.672,76.8035,3.1307,3.5331,3.5175,0.3587,0.3637,8907134.1776
141,2020-08-03,84.6975,78.6853,3.2074,3.6197,3.6037,0.3501,0.355,9125369.0892
142,2020-07-31,76.992,71.5268,2.9156,3.2904,3.2759,0.3851,0.3906,8295176.4872
143,2020-07-30,77.9317,72.3998,2.9512,3.3305,3.3158,0.3805,0.3859,8396419.4874
144,2020-07-29,79.4352,73.7965,3.0081,3.3948,3.3798,0.3733,0.3785,8558408.2878
145,2020-07-28,78.3911,72.8265,2.9686,3.3502,3.3354,0.3783,0.3836,8445916.0653
146,2020-07-27,73.7345,68.5004,2.7922,3.1511,3.1373,0.4022,0.4078,7944200.753
147,2020-07-24,71.4374,66.3664,2.7052,3.053,3.0395,0.4151,0.4209,7696717.8635
148,2020-07-23,71.8551,66.7544,2.721,3.0708,3.0573,0.4127,0.4185,7741714.7525
149,2020-07-22,67.5325,62.7387,2.5574,2.8861,2.8734,0.4391,0.4453,7275996.9513
150,2020-07-21,66.6554,61.9239,2.5241,2.8486,2.8361,0.4449,0.4511,7181503.4844
151,2020-07-20,70.7692,65.7456,2.6799,3.0244,3.0111,0.419,0.4249,7624722.8411
152,2020-07-17,64.3375,59.7705,2.4364,2.7496,2.7374,0.4609,0.4674,6931770.7505
153,2020-07-16,62.2702,57.85,2.3581,2.6612,2.6495,0.4762,0.4829,6709036.1499
154,2020-07-15,65.0475,60.4301,2.4632,2.7799,2.7676,0.4559,0.4623,7008265.4618
155,2020-07-14,68.0754,63.2431,2.5489,2.9093,2.8965,0.4356,,7334492.907
156,2020-07-13,67.8666,63.0491,2.5411,2.9004,2.8876,0.4369,,7311994.4625
157,2020-07-10,67.2401,62.4671,2.5176,2.8736,2.8609,0.441,,7244499.129
158,2020-07-09,68.7436,63.8639,2.5739,2.9379,2.9249,0.4313,,7406487.9294
159,2020-07-08,62.4999,58.0634,2.3401,2.671,2.6592,0.4744,,6733784.4389
160,2020-07-07,56.82,52.7866,2.1275,2.4283,2.4176,0.5219,,6121826.7485
161,2020-07-06,54.69,50.8079,2.0477,2.3373,2.327,0.5422,,5892342.6146
162,2020-07-03,50.9522,47.3353,1.9078,2.1775,2.1679,0.582,,5489620.458
163,2020-07-02,50.5345,46.9473,1.8921,2.1597,2.1501,0.5868,,5444623.569
164,2020-07-01,49.8872,46.3459,1.8679,2.132,2.1226,0.5944,,5374878.3911
165,2020-06-30,49.031,45.5505,1.8358,2.0954,2.0862,0.6048,,5282634.7686
166,2020-06-29,49.1981,45.7057,1.8421,2.1026,2.0933,0.6027,,5300633.5242
167,2020-06-24,48.7595,45.2983,1.8257,2.0838,2.0746,0.6081,,5253386.7908
168,2020-06-23,49.386,45.8803,1.8491,2.1106,2.1013,0.6004,,5320882.1243
169,2020-06-22,49.031,45.5505,1.8358,2.0954,2.0862,0.6048,,5282634.7686
170,2020-06-19,48.2375,44.8134,1.8061,2.0615,2.0524,0.6147,,5197140.6795
171,2020-06-18,47.966,44.5612,1.7959,2.0499,2.0409,0.6182,,5167892.7017
172,2020-06-17,48.864,45.3953,1.8296,2.0883,2.0791,0.6068,,5264636.013
173,2020-06-16,48.0704,44.6582,1.7999,2.0544,2.0453,0.6169,,5179141.9239
174,2020-06-15,47.4022,44.0374,1.7748,2.0258,2.0169,0.6256,,5107146.9015
175,2020-06-12,48.6551,45.2013,1.8218,2.0793,2.0702,0.6094,,5242137.5685
176,2020-06-11,48.6134,45.1625,1.8202,2.0776,2.0684,0.61,,5237637.8796
177,2020-06-10,48.8431,45.3759,1.8288,2.0874,2.0782,0.6071,,5262386.1686
178,2020-06-09,48.9057,45.4341,1.8311,2.0901,2.0808,0.6063,,5269135.7019
179,2020-06-08,49.1772,45.6863,1.8413,2.1017,2.0924,0.603,,5298383.6798
180,2020-06-05,49.4069,45.8997,1.8499,2.1115,2.1022,0.6002,,5323131.9687
181,2020-06-04,50.3466,46.7727,1.8851,2.1516,2.1421,0.589,,5424374.969
182,2020-06-03,50.3883,46.8115,1.8866,2.1534,2.1439,0.5885,,5428874.6579
183,2020-06-02,50.973,47.3547,1.9085,2.1784,2.1688,0.5817,,5491870.3025
184,2020-06-01,50.973,47.3547,1.9085,2.1784,2.1688,0.5817,,5491870.3025
185,2020-05-29,50.2213,46.6563,1.8804,2.1463,2.1368,0.5904,0.5904,5410875.9023
186,2020-05-28,50.2213,46.6563,1.8804,2.1463,2.1368,0.5904,0.5904,5410875.9023
187,2020-05-27,50.096,46.5399,1.8757,2.1409,2.1315,0.5919,0.5919,5397376.8356
188,2020-05-26,51.3698,47.7233,1.9234,2.1954,2.1857,0.5772,0.5772,5534617.347
189,2020-05-25,51.3071,47.6651,1.921,2.1927,2.183,0.5779,0.5779,5527867.8137
190,2020-05-22,50.5763,46.9861,1.8937,2.1615,2.1519,0.5863,0.5863,5449123.2579
191,2020-05-21,51.5995,47.9367,1.932,2.2052,2.1955,0.5747,0.5747,5559365.636
192,2020-05-20,52.3095,48.5963,1.9586,2.2355,2.2257,0.5669,0.5669,5635860.3473
193,2020-05-19,53.6668,49.8573,2.0094,2.2935,2.2834,0.5525,0.5525,5782100.2365
194,2020-05-18,53.4789,49.6827,2.0024,2.2855,2.2754,0.5545,0.5545,5761851.6365
195,2020-05-15,51.328,47.6845,1.9218,2.1936,2.1839,0.5777,0.5777,5530117.6581
196,2020-05-14,50.7642,47.1607,1.9007,2.1695,2.1599,0.5841,0.5841,5469371.858
197,2020-05-13,51.161,47.5293,1.9156,2.1864,2.1768,0.5796,0.5796,5512118.9025
198,2020-05-12,51.0774,47.4517,1.9124,2.1829,2.1732,0.5805,0.5805,5503119.5247
199,2020-05-08,51.9336,48.2471,1.9445,2.2195,2.2097,0.571,0.571,5595363.1472
200,2020-05-07,52.1215,48.4217,1.9515,2.2275,2.2177,0.5689,0.5689,5615611.7472
201,2020-05-06,52.4139,48.6933,1.9625,2.24,2.2301,0.5657,0.5657,5647109.5695
202,2020-04-30,51.683,48.0143,1.9351,2.2087,2.199,0.5737,0.5737,5568365.0138
203,2020-04-29,50.7433,47.1413,1.8999,2.1686,2.159,0.5844,0.5844,5467122.0135
204,2020-04-28,48.9684,45.4923,1.8335,2.0927,2.0835,0.6055,0.6055,5275885.2353
205,2020-04-27,48.4254,48.4254,1.8185,2.0695,2.0695,0.6123,0.6123,5217389.2796
206,2020-04-24,49.386,49.386,1.8546,2.1106,2.1106,0.6004,0.6004,5320882.1243
207,2020-04-23,50.0333,50.0333,1.8789,2.1382,2.1382,0.5927,0.5927,5390627.3022
208,2020-04-22,49.8872,49.8872,1.8734,2.132,2.132,0.5944,0.5944,5374878.3911
209,2020-04-21,50.1169,50.1169,1.8821,2.1418,2.1418,0.5917,0.5917,5399626.68
210,2020-04-20,49.2398,49.2398,1.8491,2.1043,2.1043,0.6022,0.6022,5305133.2131
211,2020-04-17,48.1728,61.9968,1.802,2.2185,2.3245,0.6234,0.6234,5125145.6571
212,2020-04-16,48.6168,62.5683,1.8187,2.2389,2.346,0.6177,0.6177,5172392.3906
213,2020-04-15,47.8767,61.6158,1.791,2.2048,2.3103,0.6272,0.6272,5093647.8348
214,2020-04-14,48.0882,61.8879,1.7989,2.2146,2.3205,0.6245,0.6245,5116146.2793
215,2020-04-13,47.1366,60.6632,1.7633,2.1708,2.2745,0.6371,0.6371,5014903.2791
216,2020-04-10,47.9613,61.7246,1.7941,2.2087,2.3143,0.6261,0.6261,5102647.2126
217,2020-04-09,49.1667,63.2759,1.8392,2.2643,2.3725,0.6108,0.6108,5230888.3463
218,2020-04-08,49.3147,63.4664,1.8448,2.2711,2.3797,0.6089,0.6089,5246637.2574
219,2020-04-07,47.0308,60.5271,1.7593,2.1659,2.2694,0.6385,0.6385,5003654.0568
220,2020-04-03,45.91,59.0847,1.7174,2.1143,2.2154,0.6541,0.6541,4884412.301
221,2020-04-02,45.5082,58.5676,1.7024,2.0958,2.196,0.6599,0.6599,4841665.2564
222,2020-04-01,44.1548,56.8258,1.6517,2.0334,2.1307,0.6801,0.6801,4697675.2116
223,2020-03-31,44.8315,57.6967,1.6771,2.0646,2.1633,0.6698,0.6698,4769670.234
224,2020-03-30,45.466,58.5132,1.7008,2.0938,2.1939,0.6605,0.6605,4837165.5675
225,2020-03-27,47.052,60.5544,1.7601,2.1669,2.2705,0.6382,0.6382,5005903.9013
226,2020-03-26,47.1366,60.6632,1.7633,2.1708,2.2745,0.6371,0.6371,5014903.2791
227,2020-03-25,48.2151,62.0512,1.8036,2.2204,2.3266,0.6228,0.6228,5129645.346
228,2020-03-24,47.5172,61.1531,1.7775,2.1883,2.2929,0.632,0.632,5055400.4792
229,2020-03-23,46.8828,60.3366,1.7538,2.1591,2.2623,0.6405,0.6405,4987905.1457
230,2020-03-20,49.1667,63.2759,1.8392,2.2643,2.3725,0.6108,0.6108,5230888.3463
231,2020-03-19,48.2785,62.1329,1.806,2.2234,2.3297,0.622,0.622,5136394.8794
232,2020-03-18,48.8495,62.8677,1.8274,2.2496,2.3572,0.6147,0.6147,5197140.6795
233,2020-03-17,50.3509,64.8,1.8835,2.3188,2.4297,0.5964,0.5964,5356879.6355
234,2020-03-16,50.7527,65.3171,1.8986,2.3373,2.449,0.5917,0.5917,5399626.68
235,2020-03-13,52.4444,67.4943,1.9618,2.4152,2.5307,0.5726,0.5726,5579614.236
236,2020-03-12,51.1545,65.8342,1.9136,2.3558,2.4684,0.587,0.587,5442373.7246
237,2020-03-11,51.8735,66.7595,1.9405,2.3889,2.5031,0.5789,0.5789,5518868.4359
238,2020-03-10,51.3448,66.0791,1.9207,2.3646,2.4776,0.5848,0.5848,5462622.3246
239,2020-03-09,49.5896,63.8202,1.855,2.2837,2.3929,0.6055,0.6055,5275885.2353
240,2020-03-06,52.4444,67.4943,1.9618,2.4152,2.5307,0.5726,0.5726,5579614.236
241,2020-03-05,53.1211,68.3652,1.9871,2.4464,2.5633,0.5653,0.5653,5651609.2584
242,2020-03-04,53.0577,68.2835,1.9848,2.4434,2.5603,0.566,0.566,5644859.7251
243,2020-03-03,51.9581,66.8683,1.9436,2.3928,2.5072,0.5779,0.5779,5527867.8137
244,2020-03-02,50.372,64.8272,1.8843,2.3198,2.4307,0.5961,0.5961,5359129.4799
245,2020-02-28,48.8495,62.8677,1.8274,2.2496,2.3572,0.6147,0.6147,5197140.6795
246,2020-02-27,51.8523,66.7323,1.9397,2.3879,2.5021,0.5791,0.5791,5516618.5914
247,2020-02-26,50.2663,64.6911,1.8804,2.3149,2.4256,0.5974,0.5974,5347880.2577
248,2020-02-25,51.7889,66.6506,1.9373,2.385,2.499,0.5798,0.5798,5509869.0581
249,2020-02-24,53.7979,69.2361,2.0125,2.4775,2.596,0.5582,0.5582,5723604.2808
250,2020-02-21,55.3627,71.25,2.071,2.5496,2.6715,0.5424,0.5424,5890092.7701
251,2020-02-20,53.0154,68.2291,1.9832,2.4415,2.5582,0.5664,0.5664,5640360.0362
252,2020-02-19,55.4473,71.3589,2.0742,2.5535,2.6756,0.5416,0.5416,5899092.1479
253,2020-02-18,51.6197,66.4329,1.931,2.3772,2.4909,0.5817,0.5817,5491870.3025
254,2020-02-17,46.9251,60.3911,1.7554,2.161,2.2643,0.6399,0.6399,4992404.8346
255,2020-02-14,42.6534,54.8935,1.5956,1.9643,2.0582,0.704,0.704,4537936.2557
256,2020-02-13,42.4208,54.5942,1.5869,1.9536,2.047,0.7079,0.7079,4513187.9667
257,2020-02-12,43.4781,55.9549,1.6264,2.0023,2.098,0.6907,0.6907,4625680.1892
258,2020-02-11,43.1398,55.5195,1.6138,1.9867,2.0817,0.6961,0.6961,4589682.678
259,2020-02-10,43.3301,55.7644,1.6209,1.9955,2.0909,0.693,0.693,4609931.2781
260,2020-02-07,43.9857,56.6081,1.6454,2.0257,2.1225,0.6827,0.6827,4679676.456
261,2020-02-06,42.6746,54.9208,1.5964,1.9653,2.0592,0.7037,0.7037,4540186.1001
262,2020-02-05,42.1882,54.2948,1.5782,1.9429,2.0358,0.7118,0.7118,4488439.6778
263,2020-02-04,41.6595,53.6144,1.5584,1.9185,2.0103,0.7208,0.7208,4432193.5665
264,2020-02-03,41.0885,52.8796,1.537,1.8922,1.9827,0.7308,0.7308,4371447.7664
265,2020-01-23,45.6563,58.7581,1.7079,2.1026,2.2031,0.6577,0.6577,4857414.1676
266,2020-01-22,46.333,59.629,1.7332,2.1338,2.2358,0.6481,0.6481,4929409.19
267,2020-01-21,46.6925,60.0917,1.7467,2.1503,2.2531,0.6431,0.6431,4967656.5456
268,2020-01-20,47.052,60.5544,1.7601,2.1669,2.2705,0.6382,0.6382,5005903.9013
269,2020-01-17,47.0308,60.5271,1.7593,2.1659,2.2694,0.6385,0.6385,5003654.0568
270,2020-01-16,47.0943,60.6088,1.7617,2.1688,2.2725,0.6376,0.6376,5010403.5902
271,2020-01-15,46.9885,60.4727,1.7577,2.1639,2.2674,0.6391,0.6391,4999154.3679
272,2020-01-14,47.6652,61.3436,1.7831,2.1951,2.3001,0.63,0.63,5071149.3903
273,2020-01-13,47.7498,61.4525,1.7862,2.199,2.3041,0.6289,0.6289,5080148.7681
274,2020-01-10,48.1093,61.9151,1.7997,2.2156,2.3215,0.6242,0.6242,5118396.1238
275,2020-01-09,48.7226,62.7044,1.8226,2.2438,2.3511,0.6163,0.6163,5183641.6128
276,2020-01-08,49.0821,63.167,1.8361,2.2604,2.3684,0.6118,0.6118,5221888.9685
277,2020-01-07,48.638,62.5955,1.8194,2.2399,2.347,0.6174,0.6174,5174642.235
278,2020-01-06,47.1577,60.6904,1.7641,2.1717,2.2756,0.6368,0.6368,5017153.1235
