,ts_code,trade_date,net_mf_vol,net_mf_amount
0,601138.SH,20210219,-17828,-2465.92
1,601138.SH,20210218,-55627,-7761.99
2,601138.SH,20210210,72034,10045.83
3,601138.SH,20210209,31430,4264.33
4,601138.SH,20210208,-17073,-2248.97
5,601138.SH,20210205,-97406,-12951.99
6,601138.SH,20210204,-10240,-1322.8
7,601138.SH,20210203,-121138,-16244.99
8,601138.SH,20210202,-67169,-9238.34
9,601138.SH,20210201,-100212,-13914.98
10,601138.SH,20210129,-9790,-1303.25
11,601138.SH,20210128,-75256,-10787.79
12,601138.SH,20210127,-14077,-2028.83
13,601138.SH,20210126,-69293,-10248.7
14,601138.SH,20210125,70990,10708.81
15,601138.SH,20210122,-116628,-16991.34
16,601138.SH,20210121,-35100,-5293.16
17,601138.SH,20210120,-70877,-10683.29
18,601138.SH,20210119,-209407,-32129.47
19,601138.SH,20210118,90761,14484.03
20,601138.SH,20210115,12216,2419.54
21,601138.SH,20210114,294037,47593.33
22,601138.SH,20210113,228933,34539.14
23,601138.SH,20210112,106022,15370.84
24,601138.SH,20210111,27267,4012.96
25,601138.SH,20210108,117327,16759.44
26,601138.SH,20210107,-52233,-7120.61
27,601138.SH,20210106,4545,676.13
28,601138.SH,20210105,-9252,-1179.09
29,601138.SH,20210104,-20473,-2729.11
30,601138.SH,20201231,-9090,-1226.81
31,601138.SH,20201230,27919,3809.32
32,601138.SH,20201229,41306,5585.21
33,601138.SH,20201228,-41693,-5525.38
34,601138.SH,20201225,8189,1101.35
35,601138.SH,20201224,-43359,-5821.17
36,601138.SH,20201223,5814,819.35
37,601138.SH,20201222,-74663,-10010.54
38,601138.SH,20201221,-6153,-825.31
39,601138.SH,20201218,-13682,-1855.35
40,601138.SH,20201217,-13672,-1819.26
41,601138.SH,20201216,-12442,-1678.52
42,601138.SH,20201215,-5990,-781.63
43,601138.SH,20201214,-45334,-6065.22
44,601138.SH,20201211,-36109,-4818.45
45,601138.SH,20201210,-120621,-16311.45
46,601138.SH,20201209,-52657,-7342.67
47,601138.SH,20201208,81557,11492.1
48,601138.SH,20201207,-32836,-4487.15
49,601138.SH,20201204,-25796,-3560.5
50,601138.SH,20201203,-52502,-7271.56
51,601138.SH,20201202,-9189,-1271.54
52,601138.SH,20201201,62541,8794.68
53,601138.SH,20201130,6730,983.16
54,601138.SH,20201127,-39340,-5374.71
55,601138.SH,20201126,-20654,-2890.58
56,601138.SH,20201125,-38151,-5365.74
57,601138.SH,20201124,4455,645.28
58,601138.SH,20201123,-54072,-7641.64
59,601138.SH,20201120,-25362,-3597.64
60,601138.SH,20201119,-1739,-229.42
61,601138.SH,20201118,26418,3802.22
62,601138.SH,20201117,-43654,-6109.5
63,601138.SH,20201116,-31236,-4441.74
64,601138.SH,20201113,-30065,-4243.65
65,601138.SH,20201112,7585,1130.28
66,601138.SH,20201111,-120460,-17550.94
67,601138.SH,20201110,229935,34413.76
68,601138.SH,20201109,34662,5043.14
69,601138.SH,20201106,112387,15743.89
70,601138.SH,20201105,20162,2804.45
71,601138.SH,20201104,22465,3049.03
72,601138.SH,20201103,32258,4327.79
73,601138.SH,20201102,-50033,-6567.15
74,601138.SH,20201030,-49126,-6767.75
75,601138.SH,20201029,-5570,-721.28
76,601138.SH,20201028,22948,3216.6
77,601138.SH,20201027,29402,4074.46
78,601138.SH,20201026,5388,742.32
79,601138.SH,20201023,2592,365.61
80,601138.SH,20201022,22652,3092.61
81,601138.SH,20201021,-31107,-4251.58
82,601138.SH,20201020,-15680,-2134.09
83,601138.SH,20201019,-10167,-1391.93
84,601138.SH,20201016,-2932,-395.43
85,601138.SH,20201015,5084,711.51
86,601138.SH,20201014,-51849,-7088.58
87,601138.SH,20201013,-45252,-6271.01
88,601138.SH,20201012,13937,1962.23
89,601138.SH,20201009,3388,485.62
90,601138.SH,20200930,-10544,-1409.43
91,601138.SH,20200929,36686,4990.77
92,601138.SH,20200928,9824,1315.79
93,601138.SH,20200925,-46591,-6129.12
94,601138.SH,20200924,-101311,-13499.48
95,601138.SH,20200923,-55919,-7538.79
96,601138.SH,20200922,-31003,-4202.95
97,601138.SH,20200921,-27532,-3785.47
98,601138.SH,20200918,9549,1360.31
99,601138.SH,20200917,-30134,-4050.0
100,601138.SH,20200916,-72386,-9825.05
101,601138.SH,20200915,-80700,-11035.56
102,601138.SH,20200914,7363,1055.1
103,601138.SH,20200911,-43297,-5803.38
104,601138.SH,20200910,-96067,-13222.59
105,601138.SH,20200909,-73563,-10259.43
106,601138.SH,20200908,50053,7093.14
107,601138.SH,20200907,-123657,-17311.89
108,601138.SH,20200904,-132911,-18747.59
109,601138.SH,20200903,-59148,-8603.0
110,601138.SH,20200902,-26969,-3949.74
111,601138.SH,20200901,-25315,-3670.59
112,601138.SH,20200831,-16054,-2307.71
113,601138.SH,20200828,-7702,-1011.79
114,601138.SH,20200827,-22925,-3319.98
115,601138.SH,20200826,-145417,-21458.27
116,601138.SH,20200825,14944,2322.71
117,601138.SH,20200824,7983,1221.51
118,601138.SH,20200821,-43071,-6345.71
119,601138.SH,20200820,-27533,-4074.81
120,601138.SH,20200819,-96151,-14328.59
121,601138.SH,20200818,-110139,-16716.46
122,601138.SH,20200817,10416,1620.85
123,601138.SH,20200814,-115270,-17196.01
124,601138.SH,20200813,-21114,-3053.58
125,601138.SH,20200812,220651,32731.05
126,601138.SH,20200811,-88915,-12678.08
127,601138.SH,20200810,3924,603.15
128,601138.SH,20200807,-47195,-6724.64
129,601138.SH,20200806,-103170,-14840.64
130,601138.SH,20200805,-58227,-8495.47
131,601138.SH,20200804,-90287,-13243.91
132,601138.SH,20200803,24714,3714.74
133,601138.SH,20200731,25871,3878.38
134,601138.SH,20200730,-82134,-11801.91
135,601138.SH,20200729,31277,4547.21
136,601138.SH,20200728,-24078,-3378.89
137,601138.SH,20200727,-80481,-11255.96
138,601138.SH,20200724,-144978,-20927.32
139,601138.SH,20200723,-98465,-14620.83
140,601138.SH,20200722,-36331,-5547.56
141,601138.SH,20200721,22937,3548.38
142,601138.SH,20200720,30064,4630.72
143,601138.SH,20200717,-105648,-15580.07
144,601138.SH,20200716,-176391,-27546.58
145,601138.SH,20200715,-126772,-20709.35
146,601138.SH,20200714,-17498,-2730.78
147,601138.SH,20200713,92916,15238.74
148,601138.SH,20200710,-270210,-43883.14
149,601138.SH,20200709,3745,737.7
150,601138.SH,20200708,-59796,-9643.72
151,601138.SH,20200707,-114489,-18795.26
152,601138.SH,20200706,121265,20151.73
153,601138.SH,20200703,89674,14540.53
154,601138.SH,20200702,-82846,-12444.27
155,601138.SH,20200701,-45501,-6728.93
156,601138.SH,20200630,-37667,-5570.35
157,601138.SH,20200629,-85565,-12853.2
158,601138.SH,20200624,563892,85458.66
159,601138.SH,20200623,-125843,-17811.07
160,601138.SH,20200622,-17010,-2390.4
161,601138.SH,20200619,-62223,-8886.02
162,601138.SH,20200618,40388,5852.15
163,601138.SH,20200617,23685,3468.12
164,601138.SH,20200616,12642,1801.63
165,601138.SH,20200615,-59310,-8151.29
166,601138.SH,20200612,9256,1295.32
167,601138.SH,20200611,-118816,-16776.58
168,601138.SH,20200610,-148161,-21187.7
169,601138.SH,20200609,114414,16620.14
170,601138.SH,20200608,2570,427.75
171,601138.SH,20200605,-58149,-8168.02
172,601138.SH,20200604,-18712,-2607.06
173,601138.SH,20200603,24868,3614.14
174,601138.SH,20200602,40572,5731.07
175,601138.SH,20200601,53909,7426.07
176,601138.SH,20200529,-23273,-3064.74
177,601138.SH,20200528,-4881,-645.47
178,601138.SH,20200527,-12648,-1685.39
179,601138.SH,20200526,17756,2407.87
180,601138.SH,20200525,-12061,-1569.95
181,601138.SH,20200522,-66829,-8910.87
182,601138.SH,20200521,-68036,-9333.56
183,601138.SH,20200520,-27137,-3723.33
184,601138.SH,20200519,22218,3060.8
185,601138.SH,20200518,-33085,-4423.03
186,601138.SH,20200515,-11837,-1599.56
187,601138.SH,20200514,-277334,-38407.34
188,601138.SH,20200513,-38087,-5357.64
189,601138.SH,20200512,-86882,-12326.76
190,601138.SH,20200511,-63654,-9134.54
191,601138.SH,20200508,-7002,-963.14
192,601138.SH,20200507,-167364,-24260.37
193,601138.SH,20200506,-53822,-7735.63
194,601138.SH,20200430,93515,13717.77
195,601138.SH,20200429,19910,2856.79
196,601138.SH,20200428,70809,10126.29
197,601138.SH,20200427,-24301,-3353.0
198,601138.SH,20200424,-14995,-2066.02
199,601138.SH,20200423,-71257,-9961.37
200,601138.SH,20200422,-84145,-11744.22
201,601138.SH,20200421,-81247,-11462.89
202,601138.SH,20200420,168240,24117.81
203,601138.SH,20200417,-41684,-5801.78
204,601138.SH,20200416,55790,7863.81
205,601138.SH,20200415,13865,1957.01
206,601138.SH,20200414,105412,14337.74
207,601138.SH,20200413,-111613,-14710.84
208,601138.SH,20200410,-69429,-9498.0
209,601138.SH,20200409,-122367,-17155.78
210,601138.SH,20200408,-62477,-8747.51
211,601138.SH,20200407,-46503,-6519.34
212,601138.SH,20200403,-31369,-4251.52
213,601138.SH,20200402,134654,18529.6
214,601138.SH,20200401,57069,7758.37
215,601138.SH,20200331,55808,7411.44
216,601138.SH,20200330,27637,3555.23
217,601138.SH,20200327,-121816,-16094.86
218,601138.SH,20200326,-62371,-8261.09
219,601138.SH,20200325,7786,1145.88
220,601138.SH,20200324,-2056,29.66
221,601138.SH,20200323,-133909,-17043.51
222,601138.SH,20200320,-59369,-7994.38
223,601138.SH,20200319,-33165,-4336.61
224,601138.SH,20200318,-58993,-8159.6
225,601138.SH,20200317,38741,5388.73
226,601138.SH,20200316,-306630,-45703.11
227,601138.SH,20200313,-12460,-1725.49
228,601138.SH,20200312,-148180,-23649.36
229,601138.SH,20200311,-19811,-3200.91
230,601138.SH,20200310,35921,6022.07
231,601138.SH,20200309,-164522,-26949.42
232,601138.SH,20200306,-24411,-4052.64
233,601138.SH,20200305,81739,14093.78
234,601138.SH,20200304,-288805,-48672.95
235,601138.SH,20200303,-71032,-12479.81
236,601138.SH,20200302,-10047,-1593.21
237,601138.SH,20200228,-328564,-57420.0
238,601138.SH,20200227,-3931,-594.08
239,601138.SH,20200226,-154285,-29209.89
240,601138.SH,20200225,-46821,-8879.45
241,601138.SH,20200224,52066,10848.41
242,601138.SH,20200221,222662,43147.34
243,601138.SH,20200220,2885,889.44
244,601138.SH,20200219,-103773,-19239.04
245,601138.SH,20200218,-198479,-37347.88
246,601138.SH,20200217,216752,41022.84
247,601138.SH,20200214,-36755,-6657.34
248,601138.SH,20200213,-212810,-39607.34
249,601138.SH,20200212,-58971,-11142.03
250,601138.SH,20200211,71680,13881.49
251,601138.SH,20200210,-9422,-1620.67
252,601138.SH,20200207,-75304,-14409.66
253,601138.SH,20200206,-7830,-1403.69
254,601138.SH,20200205,5057,1108.77
255,601138.SH,20200204,-66741,-11832.43
256,601138.SH,20200203,111520,20073.54
257,601138.SH,20200123,-82658,-16491.68
258,601138.SH,20200122,185115,37486.61
259,601138.SH,20200121,-80151,-15243.71
260,601138.SH,20200120,49352,9506.18
261,601138.SH,20200117,157127,29732.5
262,601138.SH,20200116,-18800,-3431.25
263,601138.SH,20200115,58093,10843.14
264,601138.SH,20200114,-651,-8.29
265,601138.SH,20200113,117174,21712.46
266,601138.SH,20200110,-61077,-11041.17
267,601138.SH,20200109,216415,39276.65
268,601138.SH,20200108,-69614,-12136.6
269,601138.SH,20200107,-70510,-12463.77
270,601138.SH,20200106,-78812,-14024.41
271,601138.SH,20200103,-58482,-10578.79
272,601138.SH,20200102,31974,5914.59
273,601138.SH,20191231,135745,24694.15
274,601138.SH,20191230,31782,5619.13
275,601138.SH,20191227,-97286,-17143.15
276,601138.SH,20191226,-29603,-5280.47
277,601138.SH,20191225,47778,8670.13
278,601138.SH,20191224,3607,736.74
279,601138.SH,20191223,10662,1994.53
280,601138.SH,20191220,53547,9785.65
281,601138.SH,20191219,-209208,-38047.05
282,601138.SH,20191218,-18660,-3448.07
283,601138.SH,20191217,-68195,-12923.72
284,601138.SH,20191216,51289,9826.86
285,601138.SH,20191213,267831,49864.12
286,601138.SH,20191212,-15211,-2614.59
287,601138.SH,20191211,-31476,-5364.61
288,601138.SH,20191210,67753,12015.35
289,601138.SH,20191209,197373,34295.54
