,ts_code,trade_date,net_mf_vol,net_mf_amount
0,002594.SZ,20210219,-37139,-92346.61
1,002594.SZ,20210218,-36269,-93515.69
2,002594.SZ,20210210,53081,142297.38
3,002594.SZ,20210209,24884,63778.95
4,002594.SZ,20210208,-7227,-17549.4
5,002594.SZ,20210205,-71284,-180245.49
6,002594.SZ,20210204,-1459,-3290.98
7,002594.SZ,20210203,-26710,-70659.31
8,002594.SZ,20210202,108291,282191.54
9,002594.SZ,20210201,16214,40563.68
10,002594.SZ,20210129,-8250,-19571.34
11,002594.SZ,20210128,-18967,-46536.64
12,002594.SZ,20210127,-31927,-77656.89
13,002594.SZ,20210126,-22086,-55965.28
14,002594.SZ,20210125,42590,109994.93
15,002594.SZ,20210122,27846,68032.03
16,002594.SZ,20210121,54602,125973.26
17,002594.SZ,20210120,29364,65746.42
18,002594.SZ,20210119,-41183,-89657.28
19,002594.SZ,20210118,3741,8640.08
20,002594.SZ,20210115,33321,75409.57
21,002594.SZ,20210114,-30464,-69286.42
22,002594.SZ,20210113,-13805,-31048.44
23,002594.SZ,20210112,22181,52626.56
24,002594.SZ,20210111,28774,69840.6
25,002594.SZ,20210108,-5586,-11975.21
26,002594.SZ,20210107,55211,123717.86
27,002594.SZ,20210106,-42943,-92056.03
28,002594.SZ,20210105,34033,75698.03
29,002594.SZ,20210104,31697,64402.93
30,002594.SZ,20201231,82830,159372.49
31,002594.SZ,20201230,131275,246903.1
32,002594.SZ,20201229,-61954,-112136.99
33,002594.SZ,20201228,41431,78132.67
34,002594.SZ,20201225,23996,44407.05
35,002594.SZ,20201224,-35016,-63418.36
36,002594.SZ,20201223,-10644,-19086.37
37,002594.SZ,20201222,-82087,-153607.12
38,002594.SZ,20201221,161370,300342.21
39,002594.SZ,20201218,110588,195373.32
40,002594.SZ,20201217,124,370.82
41,002594.SZ,20201216,-36827,-63242.21
42,002594.SZ,20201215,62776,109176.75
43,002594.SZ,20201214,38879,66213.45
44,002594.SZ,20201211,-50256,-82892.94
45,002594.SZ,20201210,-57006,-95296.09
46,002594.SZ,20201209,-42040,-73473.7
47,002594.SZ,20201208,20082,36894.49
48,002594.SZ,20201207,52806,92551.28
49,002594.SZ,20201204,-4311,-6177.56
50,002594.SZ,20201203,20312,35622.2
51,002594.SZ,20201202,-114842,-194681.62
52,002594.SZ,20201201,36927,65066.14
53,002594.SZ,20201130,11497,20388.18
54,002594.SZ,20201127,-18550,-31172.45
55,002594.SZ,20201126,-57522,-101385.35
56,002594.SZ,20201125,8200,16256.21
57,002594.SZ,20201124,-7892,-13541.25
58,002594.SZ,20201123,57834,105432.95
59,002594.SZ,20201120,150319,257232.76
60,002594.SZ,20201119,-47291,-77373.4
61,002594.SZ,20201118,21830,36795.97
62,002594.SZ,20201117,-34326,-57676.66
63,002594.SZ,20201116,-23699,-39206.68
64,002594.SZ,20201113,38248,68708.33
65,002594.SZ,20201112,38483,65916.08
66,002594.SZ,20201111,-98871,-169817.21
67,002594.SZ,20201110,-60380,-108961.62
68,002594.SZ,20201109,-20613,-38218.52
69,002594.SZ,20201106,-63921,-120168.24
70,002594.SZ,20201105,93146,168950.76
71,002594.SZ,20201104,29189,49450.5
72,002594.SZ,20201103,-73864,-120739.45
73,002594.SZ,20201102,42038,70399.55
74,002594.SZ,20201030,-3543,-4364.26
75,002594.SZ,20201029,36996,59343.22
76,002594.SZ,20201028,75056,111108.59
77,002594.SZ,20201027,9136,13479.89
78,002594.SZ,20201026,19354,27174.12
79,002594.SZ,20201023,-33991,-47591.28
80,002594.SZ,20201022,37681,54400.13
81,002594.SZ,20201021,-11052,-14566.23
82,002594.SZ,20201020,78064,103987.71
83,002594.SZ,20201019,-14304,-18093.22
84,002594.SZ,20201016,-20564,-26167.41
85,002594.SZ,20201015,-19818,-26154.13
86,002594.SZ,20201014,12775,16921.29
87,002594.SZ,20201013,46300,60990.91
88,002594.SZ,20201012,5538,7053.58
89,002594.SZ,20201009,-9385,-10974.77
90,002594.SZ,20200930,71412,81368.61
91,002594.SZ,20200929,-10008,-10430.34
92,002594.SZ,20200928,6755,7463.93
93,002594.SZ,20200925,-2641,-2584.35
94,002594.SZ,20200924,-17131,-18235.5
95,002594.SZ,20200923,8182,9463.15
96,002594.SZ,20200922,9764,11014.2
97,002594.SZ,20200921,-62357,-69300.28
98,002594.SZ,20200918,-21467,-23695.56
99,002594.SZ,20200917,5313,4375.12
100,002594.SZ,20200916,26520,28015.44
101,002594.SZ,20200915,114296,113203.38
102,002594.SZ,20200914,-4678,-4199.74
103,002594.SZ,20200911,37793,34009.13
104,002594.SZ,20200910,5073,4695.73
105,002594.SZ,20200909,-10483,-8860.19
106,002594.SZ,20200908,-39970,-36872.83
107,002594.SZ,20200907,52803,50153.81
108,002594.SZ,20200904,-9476,-8367.31
109,002594.SZ,20200903,-13683,-12709.13
110,002594.SZ,20200902,6085,5919.74
111,002594.SZ,20200901,71012,63082.11
112,002594.SZ,20200831,4905,4429.28
113,002594.SZ,20200828,-8296,-6698.26
114,002594.SZ,20200827,5582,5168.58
115,002594.SZ,20200826,30248,25606.05
116,002594.SZ,20200825,-15865,-12822.05
117,002594.SZ,20200824,12144,9890.14
118,002594.SZ,20200821,-1736,-1347.1
119,002594.SZ,20200820,-3909,-3065.47
120,002594.SZ,20200819,-50260,-40291.01
121,002594.SZ,20200818,-22218,-18282.3
122,002594.SZ,20200817,-189,-152.35
123,002594.SZ,20200814,-6052,-4835.55
124,002594.SZ,20200813,-17765,-14597.48
125,002594.SZ,20200812,6952,5743.25
126,002594.SZ,20200811,8719,7398.65
127,002594.SZ,20200810,-52690,-42979.32
128,002594.SZ,20200807,-35177,-30205.59
129,002594.SZ,20200806,93,253.78
