,ts_code,trade_date,net_mf_vol,net_mf_amount
0,601633.SH,20210219,-45264,-17990.59
1,601633.SH,20210218,-46924,-19669.83
2,601633.SH,20210210,34215,14754.42
3,601633.SH,20210209,41075,16855.34
4,601633.SH,20210208,63949,25770.27
5,601633.SH,20210205,-55794,-21602.06
6,601633.SH,20210204,-43652,-17395.44
7,601633.SH,20210203,-85897,-35757.77
8,601633.SH,20210202,123914,53047.36
9,601633.SH,20210201,-45460,-18215.33
10,601633.SH,20210129,19838,8364.01
11,601633.SH,20210128,45100,19080.27
12,601633.SH,20210127,-28699,-12010.04
13,601633.SH,20210126,-13383,-5778.59
14,601633.SH,20210125,174554,73384.73
15,601633.SH,20210122,-97855,-38210.34
16,601633.SH,20210121,6571,3049.24
17,601633.SH,20210120,-10163,-4026.81
18,601633.SH,20210119,-38639,-15525.44
19,601633.SH,20210118,-60008,-24794.82
20,601633.SH,20210115,71024,29349.33
21,601633.SH,20210114,-50302,-23966.0
22,601633.SH,20210113,-10470,-4873.86
23,601633.SH,20210112,-3382,-1227.72
24,601633.SH,20210111,42293,19549.96
25,601633.SH,20210108,-21423,-8667.6
26,601633.SH,20210107,127834,50796.74
27,601633.SH,20210106,-21915,-7983.52
28,601633.SH,20210105,-27252,-10150.37
29,601633.SH,20210104,-12490,-4362.06
30,601633.SH,20201231,-53841,-19939.54
31,601633.SH,20201230,103977,38331.45
32,601633.SH,20201229,-29258,-9791.01
33,601633.SH,20201228,21294,7662.68
34,601633.SH,20201225,30433,9958.56
35,601633.SH,20201224,-60728,-19380.19
36,601633.SH,20201223,76347,24741.93
37,601633.SH,20201222,-11962,-3788.89
38,601633.SH,20201221,24618,7962.56
39,601633.SH,20201218,128072,35336.38
40,601633.SH,20201217,-75055,-19878.05
41,601633.SH,20201216,9244,2505.22
42,601633.SH,20201215,71342,19601.01
43,601633.SH,20201214,88247,23155.38
44,601633.SH,20201211,39229,9717.4
45,601633.SH,20201210,-13068,-3182.45
46,601633.SH,20201209,-29795,-7550.03
47,601633.SH,20201208,40593,10599.85
48,601633.SH,20201207,-13823,-3428.23
49,601633.SH,20201204,17753,4527.78
50,601633.SH,20201203,-30869,-7721.02
51,601633.SH,20201202,-100290,-26679.61
52,601633.SH,20201201,29774,8376.58
53,601633.SH,20201130,45723,12836.9
54,601633.SH,20201127,53914,14796.7
55,601633.SH,20201126,-28522,-7465.36
56,601633.SH,20201125,86358,23945.17
57,601633.SH,20201124,-10586,-2722.08
58,601633.SH,20201123,37932,10404.56
59,601633.SH,20201120,145629,37993.08
60,601633.SH,20201119,-30021,-7464.99
61,601633.SH,20201118,28637,7373.09
62,601633.SH,20201117,-4110,-890.29
63,601633.SH,20201116,-32835,-8044.95
64,601633.SH,20201113,2446,746.43
65,601633.SH,20201112,41109,10508.97
66,601633.SH,20201111,-82657,-20765.63
67,601633.SH,20201110,-58710,-15077.36
68,601633.SH,20201109,-21497,-5800.71
69,601633.SH,20201106,-55440,-15494.23
70,601633.SH,20201105,-13533,-3576.3
71,601633.SH,20201104,70034,18946.97
72,601633.SH,20201103,18806,5351.44
73,601633.SH,20201102,55132,13629.22
74,601633.SH,20201030,3983,1285.65
75,601633.SH,20201029,-22568,-5315.9
76,601633.SH,20201028,84072,20566.7
77,601633.SH,20201027,-17603,-4000.7
78,601633.SH,20201026,-23878,-5618.07
79,601633.SH,20201023,2940,803.36
80,601633.SH,20201022,27980,7129.32
81,601633.SH,20201021,-35372,-8707.91
82,601633.SH,20201020,64539,16283.41
83,601633.SH,20201019,-7777,-1665.22
84,601633.SH,20201016,14410,3316.88
85,601633.SH,20201015,-23571,-5387.55
86,601633.SH,20201014,-63123,-14632.28
87,601633.SH,20201013,-46073,-10894.76
88,601633.SH,20201012,54609,11734.95
89,601633.SH,20201009,26123,5456.23
90,601633.SH,20200930,86030,16327.94
91,601633.SH,20200929,-24333,-4239.63
92,601633.SH,20200928,53151,9626.86
93,601633.SH,20200925,8040,1462.84
94,601633.SH,20200924,-26314,-4482.26
95,601633.SH,20200923,21712,3933.69
96,601633.SH,20200922,-20195,-3558.11
97,601633.SH,20200921,-48794,-8974.58
98,601633.SH,20200918,-47174,-8583.25
99,601633.SH,20200917,33529,6424.33
100,601633.SH,20200916,37929,6824.92
101,601633.SH,20200915,6934,1239.23
102,601633.SH,20200914,-20029,-3395.11
103,601633.SH,20200911,17042,2965.33
104,601633.SH,20200910,-11331,-1863.57
105,601633.SH,20200909,-7711,-1052.64
106,601633.SH,20200908,4202,848.51
107,601633.SH,20200907,-143,56.03
108,601633.SH,20200904,34139,5505.97
109,601633.SH,20200903,-14081,-2151.21
110,601633.SH,20200902,-3482,-512.34
111,601633.SH,20200901,23997,3338.49
112,601633.SH,20200831,-27675,-3796.03
113,601633.SH,20200828,10892,1496.34
114,601633.SH,20200827,6387,867.2
115,601633.SH,20200826,-1787,-236.95
116,601633.SH,20200825,-6772,-923.79
117,601633.SH,20200824,347,56.8
118,601633.SH,20200821,6128,867.99
119,601633.SH,20200820,-28333,-3857.52
120,601633.SH,20200819,-11014,-1564.2
121,601633.SH,20200818,-11657,-1683.35
122,601633.SH,20200817,33521,4875.63
123,601633.SH,20200814,7133,1032.27
124,601633.SH,20200813,31556,4554.38
125,601633.SH,20200812,-17470,-2427.61
126,601633.SH,20200811,-34022,-5068.3
127,601633.SH,20200810,37279,5696.04
128,601633.SH,20200807,22897,3328.77
129,601633.SH,20200806,-7423,-1019.42
130,601633.SH,20200805,18767,2678.42
131,601633.SH,20200804,-14700,-2017.88
132,601633.SH,20200803,83111,11548.48
133,601633.SH,20200731,17962,2476.55
134,601633.SH,20200730,-49650,-6563.12
135,601633.SH,20200729,84542,11420.64
136,601633.SH,20200728,-17029,-2051.81
137,601633.SH,20200727,41007,5708.87
138,601633.SH,20200724,36578,4900.09
139,601633.SH,20200723,43810,5342.91
140,601633.SH,20200722,8898,1250.41
141,601633.SH,20200721,100813,11924.91
142,601633.SH,20200720,235,41.95
143,601633.SH,20200717,46990,4934.9
144,601633.SH,20200716,6611,771.26
145,601633.SH,20200715,31673,3474.63
146,601633.SH,20200714,-4064,-367.03
147,601633.SH,20200713,94992,9712.86
148,601633.SH,20200710,104049,10283.08
149,601633.SH,20200709,68618,6573.19
150,601633.SH,20200708,45490,4149.26
151,601633.SH,20200707,11288,1049.37
152,601633.SH,20200706,85787,7646.86
153,601633.SH,20200703,159402,13265.75
154,601633.SH,20200702,1914,188.19
155,601633.SH,20200701,45329,3572.08
156,601633.SH,20200630,-16551,-1273.5
157,601633.SH,20200629,-138426,-10984.26
158,601633.SH,20200624,-14319,-1132.56
159,601633.SH,20200623,-50012,-4033.61
160,601633.SH,20200622,-55407,-4544.24
161,601633.SH,20200619,2199,191.2
162,601633.SH,20200618,-12144,-981.16
163,601633.SH,20200617,-53348,-4333.24
164,601633.SH,20200616,-30993,-2537.99
165,601633.SH,20200615,-33222,-2724.44
166,601633.SH,20200612,-15825,-1303.09
167,601633.SH,20200611,-5823,-467.37
168,601633.SH,20200610,9496,822.44
169,601633.SH,20200609,-17610,-1484.2
170,601633.SH,20200608,39611,3389.57
171,601633.SH,20200605,-20880,-1701.93
172,601633.SH,20200604,-28958,-2402.8
173,601633.SH,20200603,59162,4953.04
174,601633.SH,20200602,-26138,-2117.78
175,601633.SH,20200601,21111,1727.78
176,601633.SH,20200529,-19639,-1565.63
177,601633.SH,20200528,-25770,-2062.38
178,601633.SH,20200527,-13260,-1046.51
179,601633.SH,20200526,-14113,-1116.0
180,601633.SH,20200525,-45609,-3598.19
181,601633.SH,20200522,-519,-28.16
182,601633.SH,20200521,-17770,-1442.85
183,601633.SH,20200520,-21162,-1725.87
184,601633.SH,20200519,-10490,-863.53
185,601633.SH,20200518,-561,-42.41
186,601633.SH,20200515,-7375,-604.06
187,601633.SH,20200514,-6690,-559.91
188,601633.SH,20200513,22196,1920.78
189,601633.SH,20200512,22472,1938.39
190,601633.SH,20200511,77054,6732.83
191,601633.SH,20200508,55128,4618.75
192,601633.SH,20200507,-21031,-1712.33
193,601633.SH,20200506,36765,3038.54
194,601633.SH,20200430,45072,3638.94
195,601633.SH,20200429,5991,470.46
196,601633.SH,20200428,-34592,-2679.8
197,601633.SH,20200427,-5299,-400.07
198,601633.SH,20200424,-15844,-1238.24
199,601633.SH,20200423,-2847,-222.04
200,601633.SH,20200422,11547,930.79
201,601633.SH,20200421,-38143,-3046.76
202,601633.SH,20200420,-15172,-1223.83
203,601633.SH,20200417,20402,1660.3
204,601633.SH,20200416,-55675,-4458.88
205,601633.SH,20200415,-3906,-311.73
206,601633.SH,20200414,-20106,-1619.09
207,601633.SH,20200413,-872,-55.56
208,601633.SH,20200410,-57766,-4678.4
209,601633.SH,20200409,-16493,-1350.37
210,601633.SH,20200408,-61351,-5020.36
211,601633.SH,20200407,-16578,-1352.88
212,601633.SH,20200403,-34852,-2848.85
213,601633.SH,20200402,-11006,-881.61
214,601633.SH,20200401,-49071,-4186.31
215,601633.SH,20200331,-29545,-2630.33
216,601633.SH,20200330,13552,1247.03
217,601633.SH,20200327,-7637,-670.63
218,601633.SH,20200326,-18250,-1593.53
219,601633.SH,20200325,14715,1391.25
220,601633.SH,20200324,65977,5541.13
221,601633.SH,20200323,-58572,-4646.86
222,601633.SH,20200320,21922,1854.91
223,601633.SH,20200319,-11913,-918.13
224,601633.SH,20200318,-47482,-3908.61
225,601633.SH,20200317,-39307,-3241.55
226,601633.SH,20200316,-147785,-13048.74
227,601633.SH,20200313,30014,2802.64
228,601633.SH,20200312,-13857,-1201.49
229,601633.SH,20200311,73403,6780.56
230,601633.SH,20200310,42125,3780.05
231,601633.SH,20200309,-47683,-4194.94
232,601633.SH,20200306,-7118,-639.56
233,601633.SH,20200305,29668,2738.11
234,601633.SH,20200304,-459,-20.53
235,601633.SH,20200303,-77784,-7091.37
236,601633.SH,20200302,32973,3086.82
237,601633.SH,20200228,-5911,-392.59
238,601633.SH,20200227,-20460,-1847.84
239,601633.SH,20200226,12520,1201.22
240,601633.SH,20200225,42350,4122.16
241,601633.SH,20200224,65013,5955.46
242,601633.SH,20200221,1785,208.35
243,601633.SH,20200220,-3527,-291.08
244,601633.SH,20200219,-36970,-3185.69
245,601633.SH,20200218,-14098,-1182.28
246,601633.SH,20200217,152891,12954.82
247,601633.SH,20200214,-27673,-2192.59
248,601633.SH,20200213,67042,5352.3
249,601633.SH,20200212,3000,241.12
250,601633.SH,20200211,-15862,-1232.94
251,601633.SH,20200210,-20738,-1600.19
252,601633.SH,20200207,-26972,-2040.17
253,601633.SH,20200206,-1193,-82.98
254,601633.SH,20200205,-7409,-547.65
