,ts_code,trade_date,net_mf_vol,net_mf_amount
0,002236.SZ,20210219,39548,9389.63
1,002236.SZ,20210218,-99803,-23106.34
2,002236.SZ,20210210,-44782,-10281.17
3,002236.SZ,20210209,20706,4664.67
4,002236.SZ,20210208,-87135,-19248.81
5,002236.SZ,20210205,-75308,-17134.78
6,002236.SZ,20210204,56918,13596.34
7,002236.SZ,20210203,-77561,-18393.58
8,002236.SZ,20210202,-45298,-11141.61
9,002236.SZ,20210201,-12895,-3150.47
10,002236.SZ,20210129,45076,11083.2
11,002236.SZ,20210128,-101032,-24968.12
12,002236.SZ,20210127,-96020,-24432.23
13,002236.SZ,20210126,-140417,-36779.71
14,002236.SZ,20210125,47115,12252.95
15,002236.SZ,20210122,208,317.84
16,002236.SZ,20210121,-63468,-15203.06
17,002236.SZ,20210120,105246,25196.73
18,002236.SZ,20210119,-115301,-27125.77
19,002236.SZ,20210118,16578,4115.22
20,002236.SZ,20210115,-103,77.57
21,002236.SZ,20210114,19599,4829.24
22,002236.SZ,20210113,7002,1863.6
23,002236.SZ,20210112,60630,14300.16
24,002236.SZ,20210111,-20701,-4778.8
25,002236.SZ,20210108,76664,17933.74
26,002236.SZ,20210107,137089,31577.16
27,002236.SZ,20210106,35989,8456.4
28,002236.SZ,20210105,445307,98292.51
29,002236.SZ,20210104,13088,2679.85
30,002236.SZ,20201231,49727,9905.42
31,002236.SZ,20201230,-4872,-924.28
32,002236.SZ,20201229,80224,15417.52
33,002236.SZ,20201228,-34403,-6397.61
34,002236.SZ,20201225,48936,9109.94
35,002236.SZ,20201224,-135414,-25230.04
36,002236.SZ,20201223,-52411,-10070.92
37,002236.SZ,20201222,-101153,-20455.33
38,002236.SZ,20201221,17963,3690.06
39,002236.SZ,20201218,-24397,-4933.12
40,002236.SZ,20201217,-19941,-3978.75
41,002236.SZ,20201216,-76064,-15540.45
42,002236.SZ,20201215,-16791,-3442.95
43,002236.SZ,20201214,-11108,-2270.87
44,002236.SZ,20201211,-99891,-20603.74
45,002236.SZ,20201210,88672,18610.58
46,002236.SZ,20201209,-79740,-16381.27
47,002236.SZ,20201208,-79893,-16610.03
48,002236.SZ,20201207,-136233,-28621.09
49,002236.SZ,20201204,49546,10608.43
50,002236.SZ,20201203,-39919,-8470.98
51,002236.SZ,20201202,-13588,-2871.26
52,002236.SZ,20201201,28280,6075.66
53,002236.SZ,20201130,-32550,-6789.29
54,002236.SZ,20201127,-16459,-3434.41
55,002236.SZ,20201126,-56358,-11816.07
56,002236.SZ,20201125,-43465,-9199.8
57,002236.SZ,20201124,-51048,-10872.19
58,002236.SZ,20201123,-80286,-17207.88
59,002236.SZ,20201120,-15166,-3246.04
60,002236.SZ,20201119,3746,857.75
61,002236.SZ,20201118,-22995,-4738.89
62,002236.SZ,20201117,-220140,-47869.77
63,002236.SZ,20201116,-32840,-7483.71
