,ts_code,trade_date,net_mf_vol,net_mf_amount
0,600999.SH,20210219,-71071,-16183.32
1,600999.SH,20210218,-113234,-26370.55
2,600999.SH,20210210,-70039,-16297.29
3,600999.SH,20210209,-15590,-3198.77
4,600999.SH,20210208,-65500,-14805.25
5,600999.SH,20210205,7754,1863.3
6,600999.SH,20210204,-14488,-3353.59
7,600999.SH,20210203,16181,4084.28
8,600999.SH,20210202,1394,477.42
9,600999.SH,20210201,-91393,-22832.64
10,600999.SH,20210129,2280,667.64
11,600999.SH,20210128,35516,9056.25
12,600999.SH,20210127,-17291,-4366.12
13,600999.SH,20210126,-99069,-25585.77
14,600999.SH,20210125,46388,12717.77
15,600999.SH,20210122,-58071,-15151.68
16,600999.SH,20210121,-73134,-19260.97
17,600999.SH,20210120,61565,16045.98
18,600999.SH,20210119,-38776,-9652.6
19,600999.SH,20210118,-27179,-6707.8
20,600999.SH,20210115,-56321,-13805.02
21,600999.SH,20210114,-188200,-47770.48
22,600999.SH,20210113,2162,1214.15
23,600999.SH,20210112,112218,27299.61
24,600999.SH,20210111,-52666,-12654.16
25,600999.SH,20210108,-8587,-1691.71
26,600999.SH,20210107,-24945,-5908.79
27,600999.SH,20210106,-10440,-2158.97
28,600999.SH,20210105,-53972,-12512.51
29,600999.SH,20210104,67788,16114.96
30,600999.SH,20201231,241726,54855.02
31,600999.SH,20201230,39717,8325.01
32,600999.SH,20201229,-4811,-918.91
33,600999.SH,20201228,-84501,-17906.99
34,600999.SH,20201225,11204,2477.29
35,600999.SH,20201224,-1052,-197.07
36,600999.SH,20201223,-13343,-2855.3
37,600999.SH,20201222,-64395,-14161.18
38,600999.SH,20201221,10398,2376.61
39,600999.SH,20201218,-49603,-11088.78
40,600999.SH,20201217,17500,3964.27
41,600999.SH,20201216,-12657,-2750.61
42,600999.SH,20201215,3373,740.25
43,600999.SH,20201214,-35380,-7658.4
44,600999.SH,20201211,-57660,-12645.08
45,600999.SH,20201210,12782,2946.48
46,600999.SH,20201209,-1891,-389.56
47,600999.SH,20201208,-1101,-223.92
48,600999.SH,20201207,-61425,-14178.22
49,600999.SH,20201204,12323,3072.46
50,600999.SH,20201203,-50532,-11907.67
51,600999.SH,20201202,71670,17846.5
52,600999.SH,20201201,151132,33696.55
53,600999.SH,20201130,178519,39871.48
54,600999.SH,20201127,29064,6207.91
55,600999.SH,20201126,-6004,-1252.11
56,600999.SH,20201125,-97172,-20673.46
57,600999.SH,20201124,-24366,-5278.04
58,600999.SH,20201123,-59899,-12725.56
59,600999.SH,20201120,-22356,-4927.82
60,600999.SH,20201119,100206,22302.13
61,600999.SH,20201118,12884,2863.28
62,600999.SH,20201117,22961,4927.05
63,600999.SH,20201116,-11022,-2324.38
64,600999.SH,20201113,20406,4360.06
65,600999.SH,20201112,-14711,-3111.4
66,600999.SH,20201111,-36476,-7869.79
67,600999.SH,20201110,-1074,-178.69
68,600999.SH,20201109,58742,12795.37
69,600999.SH,20201106,3144,765.74
70,600999.SH,20201105,-15999,-3376.08
71,600999.SH,20201104,10351,2219.53
72,600999.SH,20201103,56018,11918.34
73,600999.SH,20201102,10656,2235.55
74,600999.SH,20201030,-17803,-3660.94
75,600999.SH,20201029,-11293,-2330.26
76,600999.SH,20201028,11721,2483.8
77,600999.SH,20201027,-22346,-4624.99
78,600999.SH,20201026,-62091,-13034.4
79,600999.SH,20201023,74959,17025.85
80,600999.SH,20201022,5606,1277.06
81,600999.SH,20201021,-7024,-1535.84
82,600999.SH,20201020,-1568,-328.35
83,600999.SH,20201019,6984,1670.48
84,600999.SH,20201016,30738,6891.52
85,600999.SH,20201015,17877,3989.65
86,600999.SH,20201014,-33551,-7408.24
87,600999.SH,20201013,-40136,-8879.82
88,600999.SH,20201012,37908,8637.72
89,600999.SH,20201009,11819,2623.11
90,600999.SH,20200930,-21810,-4719.18
91,600999.SH,20200929,2186,503.84
92,600999.SH,20200928,58714,12745.68
93,600999.SH,20200925,35145,7493.11
94,600999.SH,20200924,-27407,-5764.97
95,600999.SH,20200923,-32166,-6877.24
96,600999.SH,20200922,-10519,-2191.43
97,600999.SH,20200921,-63155,-13797.59
98,600999.SH,20200918,154336,32937.55
99,600999.SH,20200917,-33029,-6704.61
100,600999.SH,20200916,-9904,-1987.89
101,600999.SH,20200915,1381,303.68
102,600999.SH,20200914,-49367,-10131.93
103,600999.SH,20200911,6917,1437.64
104,600999.SH,20200910,2317,519.67
105,600999.SH,20200909,-56633,-11769.42
106,600999.SH,20200908,6350,1375.25
107,600999.SH,20200907,-56981,-12337.1
