,ts_code,trade_date,net_mf_vol,net_mf_amount
0,600498.SH,20210219,6239,1222.27
1,600498.SH,20210218,7999,1539.63
2,600498.SH,20210210,-2858,-526.29
3,600498.SH,20210209,5875,1085.79
4,600498.SH,20210208,-4161,-754.05
5,600498.SH,20210205,-16917,-3095.94
6,600498.SH,20210204,-9399,-1709.48
7,600498.SH,20210203,-18756,-3553.29
8,600498.SH,20210202,-6521,-1260.25
9,600498.SH,20210201,-21161,-4129.07
10,600498.SH,20210129,-23307,-4707.32
11,600498.SH,20210128,-14856,-3115.79
12,600498.SH,20210127,-7361,-1552.21
13,600498.SH,20210126,-25594,-5447.5
14,600498.SH,20210125,-2763,-587.13
15,600498.SH,20210122,-61378,-14135.42
16,600498.SH,20210121,-29043,-6928.77
17,600498.SH,20210120,-12664,-3029.2
18,600498.SH,20210119,-46388,-11246.16
19,600498.SH,20210118,8832,2203.93
20,600498.SH,20210115,-42612,-10509.86
21,600498.SH,20210114,-9655,-2356.81
22,600498.SH,20210113,48977,12379.68
23,600498.SH,20210112,-7618,-1821.57
24,600498.SH,20210111,-6433,-1540.98
25,600498.SH,20210108,25860,6392.52
26,600498.SH,20210107,-21668,-5110.73
27,600498.SH,20210106,-31077,-7514.98
28,600498.SH,20210105,-11953,-2907.06
29,600498.SH,20210104,22936,5657.3
30,600498.SH,20201231,1153,308.02
31,600498.SH,20201230,8074,1949.84
32,600498.SH,20201229,30173,7052.89
33,600498.SH,20201228,-18628,-4066.54
34,600498.SH,20201225,-155,-26.97
35,600498.SH,20201224,-21385,-4770.23
36,600498.SH,20201223,-14621,-3308.67
37,600498.SH,20201222,-37523,-8640.13
38,600498.SH,20201221,-4062,-943.84
39,600498.SH,20201218,-8659,-2020.57
40,600498.SH,20201217,-1726,-385.86
41,600498.SH,20201216,-16590,-3875.84
42,600498.SH,20201215,1789,428.64
43,600498.SH,20201214,-6596,-1537.29
44,600498.SH,20201211,-20319,-4733.19
45,600498.SH,20201210,-15663,-3707.85
46,600498.SH,20201209,-29391,-7048.38
47,600498.SH,20201208,-2504,-608.27
48,600498.SH,20201207,-33566,-8295.14
49,600498.SH,20201204,-16829,-4208.93
50,600498.SH,20201203,-13252,-3340.84
51,600498.SH,20201202,10567,2704.56
52,600498.SH,20201201,-3034,-754.35
53,600498.SH,20201130,1643,432.12
54,600498.SH,20201127,-20532,-5140.48
55,600498.SH,20201126,-10449,-2628.46
56,600498.SH,20201125,-13241,-3323.9
57,600498.SH,20201124,5184,1326.38
58,600498.SH,20201123,-22492,-5710.98
59,600498.SH,20201120,-4596,-1141.85
60,600498.SH,20201119,22506,5763.89
61,600498.SH,20201118,-3416,-849.57
62,600498.SH,20201117,-6048,-1493.72
63,600498.SH,20201116,7212,1829.36
64,600498.SH,20201113,-11395,-2807.56
65,600498.SH,20201112,-8548,-2138.44
66,600498.SH,20201111,-11200,-2828.89
67,600498.SH,20201110,-29597,-7641.33
68,600498.SH,20201109,-1483,-311.67
69,600498.SH,20201106,-12012,-3063.52
70,600498.SH,20201105,116165,29495.6
71,600498.SH,20201104,763,181.01
72,600498.SH,20201103,18376,4308.77
73,600498.SH,20201102,-19451,-4495.74
74,600498.SH,20201030,-16764,-3976.7
75,600498.SH,20201029,-4827,-1150.09
76,600498.SH,20201028,-4019,-945.99
77,600498.SH,20201027,-6976,-1672.93
78,600498.SH,20201026,-12764,-3090.51
79,600498.SH,20201023,-2036,-500.87
80,600498.SH,20201022,-552,-132.07
81,600498.SH,20201021,-9742,-2401.22
82,600498.SH,20201020,-2317,-554.26
83,600498.SH,20201019,922,253.22
84,600498.SH,20201016,-9442,-2295.26
85,600498.SH,20201015,-5196,-1270.57
86,600498.SH,20201014,-14283,-3529.28
87,600498.SH,20201013,-2899,-709.37
88,600498.SH,20201012,7060,1751.03
89,600498.SH,20201009,7950,1933.13
90,600498.SH,20200930,-13908,-3305.77
91,600498.SH,20200929,1192,290.03
92,600498.SH,20200928,-4699,-1106.32
93,600498.SH,20200925,-9934,-2360.61
94,600498.SH,20200924,-14545,-3496.89
95,600498.SH,20200923,-8947,-2190.59
96,600498.SH,20200922,-24268,-5997.16
97,600498.SH,20200921,-3523,-888.58
98,600498.SH,20200918,20822,5126.12
99,600498.SH,20200917,-3236,-757.33
