,ts_code,trade_date,net_mf_vol,net_mf_amount
0,002410.SZ,20210219,-2750,-2200.0
1,002410.SZ,20210218,-23248,-19720.89
2,002410.SZ,20210210,13737,12067.78
3,002410.SZ,20210209,15013,12345.17
4,002410.SZ,20210208,13958,10939.79
5,002410.SZ,20210205,2362,1915.61
6,002410.SZ,20210204,-825,-623.51
7,002410.SZ,20210203,-6884,-5564.85
8,002410.SZ,20210202,6148,5147.64
9,002410.SZ,20210201,4691,3943.05
10,002410.SZ,20210129,6864,5821.56
11,002410.SZ,20210128,1994,1669.26
12,002410.SZ,20210127,7976,6707.01
13,002410.SZ,20210126,13189,11434.59
14,002410.SZ,20210125,4209,3811.52
15,002410.SZ,20210122,-2955,-2646.85
16,002410.SZ,20210121,-1522,-1338.79
17,002410.SZ,20210120,11871,10689.87
18,002410.SZ,20210119,-6598,-5688.76
19,002410.SZ,20210118,34325,29352.55
20,002410.SZ,20210115,16457,13219.15
21,002410.SZ,20210114,12081,9528.72
22,002410.SZ,20210113,6332,5273.83
23,002410.SZ,20210112,10059,8190.36
24,002410.SZ,20210111,3533,2808.68
25,002410.SZ,20210108,1480,1199.07
26,002410.SZ,20210107,4472,3558.14
27,002410.SZ,20210106,7259,5700.74
28,002410.SZ,20210105,859,689.22
29,002410.SZ,20210104,2506,2012.69
30,002410.SZ,20201231,15367,12103.61
31,002410.SZ,20201230,24759,18771.42
32,002410.SZ,20201229,32579,23728.76
33,002410.SZ,20201228,-5769,-4087.82
34,002410.SZ,20201225,523,404.07
35,002410.SZ,20201224,2705,2035.14
36,002410.SZ,20201223,-4733,-3429.58
37,002410.SZ,20201222,-16384,-11906.59
38,002410.SZ,20201221,10124,7350.37
39,002410.SZ,20201218,10600,7594.29
40,002410.SZ,20201217,13872,9817.89
41,002410.SZ,20201216,5692,3961.24
42,002410.SZ,20201215,16347,11507.44
43,002410.SZ,20201214,17616,12230.06
44,002410.SZ,20201211,-8953,-5968.49
45,002410.SZ,20201210,159,122.6
46,002410.SZ,20201209,2368,1705.36
47,002410.SZ,20201208,17289,12284.8
48,002410.SZ,20201207,39648,27363.44
49,002410.SZ,20201204,-16799,-11161.98
50,002410.SZ,20201203,5708,3839.84
51,002410.SZ,20201202,-14674,-9681.65
52,002410.SZ,20201201,-5528,-3679.38
53,002410.SZ,20201130,-12677,-8418.34
54,002410.SZ,20201127,4963,3190.89
55,002410.SZ,20201126,20555,13500.41
56,002410.SZ,20201125,-21900,-14201.65
57,002410.SZ,20201124,-2672,-1791.83
58,002410.SZ,20201123,-3804,-2527.69
59,002410.SZ,20201120,2943,2019.7
60,002410.SZ,20201119,3857,2710.97
61,002410.SZ,20201118,-15727,-10705.61
62,002410.SZ,20201117,-3070,-2095.75
63,002410.SZ,20201116,-7663,-5285.66
64,002410.SZ,20201113,-10235,-7073.99
65,002410.SZ,20201112,-827,-535.99
66,002410.SZ,20201111,-12531,-8778.91
67,002410.SZ,20201110,8487,6229.06
68,002410.SZ,20201109,21058,15618.95
69,002410.SZ,20201106,-19516,-14084.01
70,002410.SZ,20201105,-4745,-3542.17
71,002410.SZ,20201104,-9508,-6870.77
72,002410.SZ,20201103,-2176,-1570.12
73,002410.SZ,20201102,5464,3876.08
74,002410.SZ,20201030,984,711.93
75,002410.SZ,20201029,9808,7076.6
76,002410.SZ,20201028,-2777,-2013.48
77,002410.SZ,20201027,-1358,-948.74
78,002410.SZ,20201026,-3943,-2886.32
79,002410.SZ,20201023,-5197,-4003.09
80,002410.SZ,20201022,2533,2044.72
81,002410.SZ,20201021,1448,1165.13
82,002410.SZ,20201020,6054,4917.2
83,002410.SZ,20201019,7859,6298.24
84,002410.SZ,20201016,4683,3817.74
85,002410.SZ,20201015,5490,4545.05
86,002410.SZ,20201014,8848,7342.56
87,002410.SZ,20201013,22754,18392.06
88,002410.SZ,20201012,15361,12243.07
89,002410.SZ,20201009,12127,9213.15
90,002410.SZ,20200930,8632,6300.47
91,002410.SZ,20200929,13166,9341.55
92,002410.SZ,20200928,2812,1938.59
93,002410.SZ,20200925,9163,6306.82
94,002410.SZ,20200924,48,36.59
95,002410.SZ,20200923,1533,1082.82
96,002410.SZ,20200922,2880,2001.53
97,002410.SZ,20200921,3476,2412.43
98,002410.SZ,20200918,-544,-373.85
99,002410.SZ,20200917,-10400,-7234.26
100,002410.SZ,20200916,3120,2219.71
101,002410.SZ,20200915,12207,8783.97
102,002410.SZ,20200914,-6897,-4865.01
103,002410.SZ,20200911,5900,4227.42
104,002410.SZ,20200910,7819,5469.05
105,002410.SZ,20200909,8106,5581.38
106,002410.SZ,20200908,11118,7850.66
107,002410.SZ,20200907,9962,7127.21
108,002410.SZ,20200904,17246,12220.62
109,002410.SZ,20200903,1465,1075.9
110,002410.SZ,20200902,23279,16996.11
111,002410.SZ,20200901,5229,3686.43
112,002410.SZ,20200831,-8158,-5640.56
113,002410.SZ,20200828,4283,3171.5
114,002410.SZ,20200827,29918,21318.05
115,002410.SZ,20200826,2774,1980.56
116,002410.SZ,20200825,10186,7091.74
117,002410.SZ,20200824,16356,11178.04
118,002410.SZ,20200821,3290,2222.09
119,002410.SZ,20200820,-1807,-1163.33
120,002410.SZ,20200819,-16474,-10840.89
121,002410.SZ,20200818,-10907,-7330.56
122,002410.SZ,20200817,9133,6147.1
123,002410.SZ,20200814,15707,10402.58
124,002410.SZ,20200813,-18535,-12176.41
125,002410.SZ,20200812,-6625,-4334.21
126,002410.SZ,20200811,-10844,-7369.77
127,002410.SZ,20200810,12924,8948.84
128,002410.SZ,20200807,-3317,-2404.04
129,002410.SZ,20200806,-10032,-7405.8
130,002410.SZ,20200805,10604,8298.8
131,002410.SZ,20200804,637,518.11
132,002410.SZ,20200803,646,513.51
133,002410.SZ,20200731,16626,12835.62
134,002410.SZ,20200730,9194,7045.03
135,002410.SZ,20200729,14171,10249.35
136,002410.SZ,20200728,3033,2165.39
137,002410.SZ,20200727,473,366.14
138,002410.SZ,20200724,-1392,-1000.63
139,002410.SZ,20200723,6547,4853.57
140,002410.SZ,20200722,28426,21147.17
141,002410.SZ,20200721,8682,6187.66
142,002410.SZ,20200720,-2021,-1447.26
143,002410.SZ,20200717,16898,12096.09
144,002410.SZ,20200716,-7594,-5419.16
145,002410.SZ,20200715,-431,-319.37
146,002410.SZ,20200714,8371,6333.18
147,002410.SZ,20200713,-1958,-1459.25
148,002410.SZ,20200710,21935,16470.71
149,002410.SZ,20200709,40898,29799.06
150,002410.SZ,20200708,470,354.92
151,002410.SZ,20200707,16482,11458.13
152,002410.SZ,20200706,4302,2966.71
153,002410.SZ,20200703,-891,-484.65
154,002410.SZ,20200702,-28711,-19890.41
155,002410.SZ,20200701,12335,8848.03
156,002410.SZ,20200630,-14578,-10106.7
157,002410.SZ,20200629,7550,5094.34
158,002410.SZ,20200624,-12440,-8643.21
159,002410.SZ,20200623,37046,25469.32
160,002410.SZ,20200622,-3058,-1972.0
161,002410.SZ,20200619,6242,4082.47
162,002410.SZ,20200618,6515,4186.63
163,002410.SZ,20200617,2404,1856.79
164,002410.SZ,20200616,13336,7980.1
165,002410.SZ,20200615,-5538,-3250.99
166,002410.SZ,20200612,22566,13445.3
167,002410.SZ,20200611,10590,6378.05
168,002410.SZ,20200610,5328,3155.68
