,ts_code,trade_date,net_mf_vol,net_mf_amount
0,601933.SH,20210219,126687,9713.0
1,601933.SH,20210218,217861,16353.16
2,601933.SH,20210210,82414,5999.13
3,601933.SH,20210209,-1905,-91.93
4,601933.SH,20210208,-152346,-10802.74
5,601933.SH,20210205,-84616,-6039.9
6,601933.SH,20210204,-109954,-7864.32
7,601933.SH,20210203,-42703,-3033.0
8,601933.SH,20210202,369491,27014.69
9,601933.SH,20210201,-1708,-100.59
10,601933.SH,20210129,-269303,-18453.55
11,601933.SH,20210128,-96183,-6687.06
12,601933.SH,20210127,-80982,-5649.91
13,601933.SH,20210126,-2032,-102.25
14,601933.SH,20210125,-155219,-10864.23
15,601933.SH,20210122,-289462,-20600.2
16,601933.SH,20210121,-133640,-9638.04
17,601933.SH,20210120,-156873,-11301.81
18,601933.SH,20210119,7328,615.99
19,601933.SH,20210118,-190944,-13788.04
20,601933.SH,20210115,-183710,-13479.53
21,601933.SH,20210114,-76537,-5653.52
22,601933.SH,20210113,220793,16361.22
23,601933.SH,20210112,80435,5847.25
24,601933.SH,20210111,-131779,-9356.36
25,601933.SH,20210108,201261,14492.76
26,601933.SH,20210107,-168612,-11862.23
27,601933.SH,20210106,-170500,-12086.51
28,601933.SH,20210105,-135984,-9545.59
29,601933.SH,20210104,-262418,-18579.97
30,601933.SH,20201231,118578,8464.69
31,601933.SH,20201230,-113008,-7928.83
32,601933.SH,20201229,20137,1443.11
33,601933.SH,20201228,-81930,-5731.58
34,601933.SH,20201225,-58776,-4130.21
35,601933.SH,20201224,-91192,-6362.03
36,601933.SH,20201223,-155866,-11002.22
37,601933.SH,20201222,-264176,-18825.76
38,601933.SH,20201221,-106381,-7647.97
39,601933.SH,20201218,-86568,-6286.07
40,601933.SH,20201217,22233,1682.85
41,601933.SH,20201216,-17178,-1203.3
42,601933.SH,20201215,-106945,-7768.31
43,601933.SH,20201214,-82329,-5980.77
44,601933.SH,20201211,-325811,-23204.04
45,601933.SH,20201210,-304505,-22224.35
46,601933.SH,20201209,-355680,-27085.33
47,601933.SH,20201208,-169891,-13189.49
48,601933.SH,20201207,-65458,-5101.39
49,601933.SH,20201204,-81341,-6361.3
50,601933.SH,20201203,14711,1182.44
51,601933.SH,20201202,64266,5115.52
52,601933.SH,20201201,48548,3840.52
53,601933.SH,20201130,3096,341.0
54,601933.SH,20201127,-76284,-5835.57
55,601933.SH,20201126,-173575,-13374.16
56,601933.SH,20201125,-79318,-6162.82
57,601933.SH,20201124,-190926,-14896.68
58,601933.SH,20201123,-103196,-8060.59
59,601933.SH,20201120,-78798,-6153.67
60,601933.SH,20201119,-331332,-26057.85
61,601933.SH,20201118,-145793,-11604.54
62,601933.SH,20201117,-28862,-2258.37
63,601933.SH,20201116,44977,3612.49
64,601933.SH,20201113,-181606,-14413.04
65,601933.SH,20201112,-17312,-1371.18
66,601933.SH,20201111,-80555,-6444.78
67,601933.SH,20201110,9032,767.19
68,601933.SH,20201109,-118782,-9558.9
69,601933.SH,20201106,-124145,-9940.49
70,601933.SH,20201105,361773,28947.99
71,601933.SH,20201104,-44437,-3426.01
72,601933.SH,20201103,-198178,-15344.67
73,601933.SH,20201102,-44455,-3399.59
74,601933.SH,20201030,41858,3322.0
75,601933.SH,20201029,-56597,-4347.43
76,601933.SH,20201028,-99916,-7787.7
77,601933.SH,20201027,-58389,-4589.55
78,601933.SH,20201026,-25062,-1962.8
79,601933.SH,20201023,-40674,-3225.92
80,601933.SH,20201022,-39782,-3159.65
81,601933.SH,20201021,-100631,-8118.73
82,601933.SH,20201020,-99925,-8084.1
83,601933.SH,20201019,31121,2579.91
84,601933.SH,20201016,-18358,-1463.74
85,601933.SH,20201015,-74889,-6058.73
86,601933.SH,20201014,25867,2190.6
87,601933.SH,20201013,-16363,-1312.79
88,601933.SH,20201012,184339,14859.33
89,601933.SH,20201009,-130529,-10237.06
90,601933.SH,20200930,-78204,-6094.74
91,601933.SH,20200929,-10550,-802.85
92,601933.SH,20200928,-223889,-17762.78
93,601933.SH,20200925,55330,4457.92
94,601933.SH,20200924,-298740,-23998.6
95,601933.SH,20200923,-91481,-7479.18
96,601933.SH,20200922,-8568,-673.28
97,601933.SH,20200921,-103111,-8471.96
98,601933.SH,20200918,63315,5231.35
99,601933.SH,20200917,-136383,-11140.95
100,601933.SH,20200916,-103784,-8576.53
101,601933.SH,20200915,-191054,-15866.25
102,601933.SH,20200914,-294439,-24636.86
103,601933.SH,20200911,265,44.17
104,601933.SH,20200910,-197800,-16888.31
105,601933.SH,20200909,-241876,-20842.5
106,601933.SH,20200908,-60171,-5214.23
107,601933.SH,20200907,-381561,-33682.42
108,601933.SH,20200904,-91669,-8125.7
109,601933.SH,20200903,-158064,-14234.44
110,601933.SH,20200902,581553,52714.26
111,601933.SH,20200901,-237002,-20625.6
112,601933.SH,20200831,-167899,-14925.01
113,601933.SH,20200828,280955,25167.37
114,601933.SH,20200827,-99797,-8579.3
115,601933.SH,20200826,-177380,-15513.94
116,601933.SH,20200825,-133528,-11808.51
117,601933.SH,20200824,-27270,-2383.67
118,601933.SH,20200821,-28581,-2513.86
119,601933.SH,20200820,-256217,-22757.94
120,601933.SH,20200819,-184862,-16644.79
121,601933.SH,20200818,-417130,-37830.13
122,601933.SH,20200817,-47599,-4351.12
123,601933.SH,20200814,57552,5258.63
124,601933.SH,20200813,-104776,-9482.55
125,601933.SH,20200812,-96757,-8682.32
126,601933.SH,20200811,-69161,-6252.1
127,601933.SH,20200810,30571,2859.35
128,601933.SH,20200807,-175459,-16015.61
129,601933.SH,20200806,-151833,-14022.02
130,601933.SH,20200805,-151714,-14157.29
131,601933.SH,20200804,323679,30719.57
132,601933.SH,20200803,155389,14259.69
133,601933.SH,20200731,-77887,-6954.52
134,601933.SH,20200730,-103087,-9278.99
135,601933.SH,20200729,-88194,-7954.2
136,601933.SH,20200728,-158593,-14265.84
137,601933.SH,20200727,-111795,-10158.35
138,601933.SH,20200724,-362433,-34313.26
139,601933.SH,20200723,69981,6930.28
140,601933.SH,20200722,-214865,-20841.53
141,601933.SH,20200721,-22320,-2061.54
142,601933.SH,20200720,-115571,-10875.71
143,601933.SH,20200717,-71060,-6642.25
144,601933.SH,20200716,-338189,-33193.02
145,601933.SH,20200715,112521,11608.43
146,601933.SH,20200714,-288754,-28742.47
147,601933.SH,20200713,147586,15143.11
148,601933.SH,20200710,-184398,-17926.16
149,601933.SH,20200709,241074,24017.16
150,601933.SH,20200708,-187936,-17942.58
151,601933.SH,20200707,-255686,-24760.29
152,601933.SH,20200706,81611,7954.9
153,601933.SH,20200703,61620,5931.73
154,601933.SH,20200702,28649,2729.5
155,601933.SH,20200701,-158073,-14612.5
156,601933.SH,20200630,-73474,-6849.38
157,601933.SH,20200629,-43523,-3987.16
158,601933.SH,20200624,-101155,-9581.56
