,ts_code,trade_date,net_mf_vol,net_mf_amount
0,601888.SH,20210219,-7459,-27058.58
1,601888.SH,20210218,-20990,-80976.54
2,601888.SH,20210210,8181,31493.35
3,601888.SH,20210209,1135,4347.6
4,601888.SH,20210208,-4551,-15516.29
5,601888.SH,20210205,-3735,-12695.76
6,601888.SH,20210204,-11352,-37559.08
7,601888.SH,20210203,8019,27191.45
8,601888.SH,20210202,25038,81701.86
9,601888.SH,20210201,2712,8852.11
10,601888.SH,20210129,-11393,-33009.75
11,601888.SH,20210128,-2455,-7045.16
12,601888.SH,20210127,-5137,-14657.52
13,601888.SH,20210126,-8541,-25322.49
14,601888.SH,20210125,9277,28170.54
15,601888.SH,20210122,11085,31376.2
16,601888.SH,20210121,9816,26574.91
17,601888.SH,20210120,4247,11794.8
18,601888.SH,20210119,-17902,-48634.03
19,601888.SH,20210118,10506,28829.65
20,601888.SH,20210115,-8245,-22823.49
21,601888.SH,20210114,-13732,-39042.27
22,601888.SH,20210113,-24764,-74851.15
23,601888.SH,20210112,16543,51468.28
24,601888.SH,20210111,329,1235.32
25,601888.SH,20210108,-18765,-55374.86
26,601888.SH,20210107,9200,27734.49
27,601888.SH,20210106,2428,7094.09
28,601888.SH,20210105,-12826,-37436.03
29,601888.SH,20210104,3134,9454.63
30,601888.SH,20201231,11531,32168.12
31,601888.SH,20201230,-52,-115.1
32,601888.SH,20201229,-521,-1219.05
33,601888.SH,20201228,-370,-1022.0
34,601888.SH,20201225,15525,40259.15
35,601888.SH,20201224,-12259,-31106.52
36,601888.SH,20201223,7284,18133.43
37,601888.SH,20201222,13839,32530.71
38,601888.SH,20201221,19449,43933.12
39,601888.SH,20201218,4259,9444.21
40,601888.SH,20201217,28726,64248.73
41,601888.SH,20201216,4697,10423.04
42,601888.SH,20201215,23821,51905.0
43,601888.SH,20201214,1200,2381.98
44,601888.SH,20201211,929,2150.2
45,601888.SH,20201210,14677,30529.29
46,601888.SH,20201209,-3318,-6675.6
47,601888.SH,20201208,6445,13477.66
48,601888.SH,20201207,48197,99229.46
49,601888.SH,20201204,4503,8878.92
50,601888.SH,20201203,5876,11577.71
51,601888.SH,20201202,3644,7275.03
52,601888.SH,20201201,12287,24242.87
53,601888.SH,20201130,10078,19643.43
54,601888.SH,20201127,4607,8936.0
55,601888.SH,20201126,5937,11428.91
56,601888.SH,20201125,-3442,-6482.38
57,601888.SH,20201124,19306,37505.92
58,601888.SH,20201123,5971,11196.08
59,601888.SH,20201120,4862,9037.71
60,601888.SH,20201119,32377,59254.4
61,601888.SH,20201118,-1481,-2484.56
62,601888.SH,20201117,-22648,-41358.03
63,601888.SH,20201116,-19573,-36255.81
64,601888.SH,20201113,-1319,-2427.63
65,601888.SH,20201112,38738,74885.21
66,601888.SH,20201111,8075,15266.33
67,601888.SH,20201110,-26917,-49718.03
68,601888.SH,20201109,11471,22641.07
69,601888.SH,20201106,9371,18335.73
70,601888.SH,20201105,4853,9910.71
71,601888.SH,20201104,23245,46824.53
72,601888.SH,20201103,15846,31307.03
73,601888.SH,20201102,8817,17516.64
74,601888.SH,20201030,5519,11234.66
75,601888.SH,20201029,20022,40189.0
76,601888.SH,20201028,30062,59010.97
77,601888.SH,20201027,6237,11659.95
78,601888.SH,20201026,-6015,-11121.31
79,601888.SH,20201023,-8981,-17561.22
80,601888.SH,20201022,6746,12942.96
81,601888.SH,20201021,-22202,-43433.45
82,601888.SH,20201020,-5132,-10304.01
83,601888.SH,20201019,-14385,-28805.68
84,601888.SH,20201016,-5130,-10376.78
85,601888.SH,20201015,-17247,-34977.81
86,601888.SH,20201014,-6806,-14217.8
87,601888.SH,20201013,-10626,-22026.25
88,601888.SH,20201012,18772,39504.08
