,ts_code,trade_date,net_mf_vol,net_mf_amount
0,000786.SZ,20210219,2213,1175.95
1,000786.SZ,20210218,4347,2357.28
2,000786.SZ,20210210,-1361,-715.65
3,000786.SZ,20210209,12093,6665.98
4,000786.SZ,20210208,24067,12844.47
5,000786.SZ,20210205,-4929,-2505.83
6,000786.SZ,20210204,13095,6734.03
7,000786.SZ,20210203,-3346,-1753.97
8,000786.SZ,20210202,7980,4297.13
9,000786.SZ,20210201,5194,2698.71
10,000786.SZ,20210129,-3258,-1650.47
11,000786.SZ,20210128,-34218,-17743.96
12,000786.SZ,20210127,-1221,-577.52
13,000786.SZ,20210126,9464,4654.78
14,000786.SZ,20210125,20160,9900.17
15,000786.SZ,20210122,-8439,-4222.26
16,000786.SZ,20210121,7058,3582.6
17,000786.SZ,20210120,30469,15377.08
18,000786.SZ,20210119,8578,4272.15
19,000786.SZ,20210118,11203,5624.7
20,000786.SZ,20210115,7289,3566.91
21,000786.SZ,20210114,15714,7697.43
22,000786.SZ,20210113,-4071,-2039.22
23,000786.SZ,20210112,606,396.89
24,000786.SZ,20210111,3767,1927.99
25,000786.SZ,20210108,-127,-30.6
26,000786.SZ,20210107,15905,7016.69
27,000786.SZ,20210106,8399,3602.08
28,000786.SZ,20210105,-6412,-2586.12
29,000786.SZ,20210104,-4909,-1932.97
30,000786.SZ,20201231,39906,15782.25
31,000786.SZ,20201230,948,423.71
32,000786.SZ,20201229,3594,1408.43
33,000786.SZ,20201228,-28860,-10482.5
34,000786.SZ,20201225,-23879,-8680.57
35,000786.SZ,20201224,-519,-156.2
36,000786.SZ,20201223,-10714,-3710.13
37,000786.SZ,20201222,6243,2276.1
38,000786.SZ,20201221,4649,1738.12
39,000786.SZ,20201218,1410,466.57
40,000786.SZ,20201217,-135,-25.83
41,000786.SZ,20201216,6368,2324.95
42,000786.SZ,20201215,-3879,-1407.84
43,000786.SZ,20201214,-6817,-2511.59
44,000786.SZ,20201211,67,33.58
45,000786.SZ,20201210,8344,3134.12
46,000786.SZ,20201209,-12697,-4761.69
47,000786.SZ,20201208,-1822,-717.77
48,000786.SZ,20201207,4406,1745.62
49,000786.SZ,20201204,2743,1082.63
50,000786.SZ,20201203,2419,959.15
51,000786.SZ,20201202,-9531,-3798.32
52,000786.SZ,20201201,6519,2616.56
53,000786.SZ,20201130,-11360,-4479.09
54,000786.SZ,20201127,-4248,-1674.46
55,000786.SZ,20201126,-18185,-7367.49
56,000786.SZ,20201125,-6699,-2720.1
57,000786.SZ,20201124,-17847,-7304.45
58,000786.SZ,20201123,775,354.76
59,000786.SZ,20201120,14204,5753.33
60,000786.SZ,20201119,-4039,-1619.05
61,000786.SZ,20201118,5979,2386.36
62,000786.SZ,20201117,6774,2805.7
63,000786.SZ,20201116,6080,2460.33
64,000786.SZ,20201113,12234,4953.63
65,000786.SZ,20201112,-9635,-3806.8
66,000786.SZ,20201111,-9331,-3687.97
67,000786.SZ,20201110,10439,4031.61
68,000786.SZ,20201109,-14634,-5378.25
69,000786.SZ,20201106,-11806,-4325.91
70,000786.SZ,20201105,9970,3701.01
71,000786.SZ,20201104,-1095,-324.27
72,000786.SZ,20201103,-33003,-11699.51
73,000786.SZ,20201102,11838,4277.21
74,000786.SZ,20201030,-10490,-3674.05
75,000786.SZ,20201029,4108,1518.53
76,000786.SZ,20201028,-7141,-2539.43
77,000786.SZ,20201027,-2084,-753.47
78,000786.SZ,20201026,3476,1206.22
79,000786.SZ,20201023,-4496,-1630.92
80,000786.SZ,20201022,-7124,-2598.54
81,000786.SZ,20201021,6495,2519.9
82,000786.SZ,20201020,21650,8344.83
83,000786.SZ,20201019,9350,3641.0
84,000786.SZ,20201016,16388,6431.69
85,000786.SZ,20201015,5606,2170.92
86,000786.SZ,20201014,-9029,-3091.48
87,000786.SZ,20201013,-4678,-1597.95
88,000786.SZ,20201012,-1401,-437.55
89,000786.SZ,20201009,-36956,-11396.55
90,000786.SZ,20200930,-12913,-3945.34
91,000786.SZ,20200929,-17524,-5451.64
92,000786.SZ,20200928,-4399,-1328.36
93,000786.SZ,20200925,9349,3129.12
94,000786.SZ,20200924,-9109,-3141.06
95,000786.SZ,20200923,6825,2400.81
96,000786.SZ,20200922,-916,-307.53
97,000786.SZ,20200921,10338,3666.41
98,000786.SZ,20200918,19696,6956.52
99,000786.SZ,20200917,2620,893.97
100,000786.SZ,20200916,44415,15481.1
101,000786.SZ,20200915,46949,15798.27
102,000786.SZ,20200914,3376,1105.56
103,000786.SZ,20200911,2492,809.74
104,000786.SZ,20200910,5575,1828.7
105,000786.SZ,20200909,-58484,-18897.55
106,000786.SZ,20200908,29953,10174.96
107,000786.SZ,20200907,-11936,-3901.7
108,000786.SZ,20200904,-9310,-2966.28
109,000786.SZ,20200903,-184,-38.06
