,ts_code,trade_date,net_mf_vol,net_mf_amount
0,000661.SZ,20210219,-3190,-14541.77
1,000661.SZ,20210218,-8032,-37913.19
2,000661.SZ,20210210,-3284,-16118.86
3,000661.SZ,20210209,2186,11135.61
4,000661.SZ,20210208,3253,16398.0
5,000661.SZ,20210205,9419,46640.79
6,000661.SZ,20210204,-3488,-16516.36
7,000661.SZ,20210203,3288,16293.61
8,000661.SZ,20210202,3287,15625.92
9,000661.SZ,20210201,-95,-377.11
10,000661.SZ,20210129,-1158,-5118.61
11,000661.SZ,20210128,-4923,-22817.63
12,000661.SZ,20210127,3885,18854.68
13,000661.SZ,20210126,-7423,-35545.05
14,000661.SZ,20210125,4290,20972.89
15,000661.SZ,20210122,3412,15964.7
16,000661.SZ,20210121,-4204,-19442.36
17,000661.SZ,20210120,4186,19196.8
18,000661.SZ,20210119,-7606,-34774.28
19,000661.SZ,20210118,364,1725.61
20,000661.SZ,20210115,613,3021.3
21,000661.SZ,20210114,-3329,-15378.87
22,000661.SZ,20210113,-8941,-43775.19
23,000661.SZ,20210112,880,4403.97
24,000661.SZ,20210111,-7452,-37083.5
25,000661.SZ,20210108,5794,29649.46
26,000661.SZ,20210107,-1500,-7384.81
27,000661.SZ,20210106,8520,44033.68
28,000661.SZ,20210105,-6209,-29341.27
29,000661.SZ,20210104,7914,37273.08
30,000661.SZ,20201231,3247,14721.5
31,000661.SZ,20201230,1425,6319.74
32,000661.SZ,20201229,1676,7308.19
33,000661.SZ,20201228,-546,-2211.9
34,000661.SZ,20201225,2758,11850.17
35,000661.SZ,20201224,-10757,-45363.46
36,000661.SZ,20201223,1697,7426.49
37,000661.SZ,20201222,-2256,-10061.88
38,000661.SZ,20201221,-3433,-15227.55
39,000661.SZ,20201218,6205,27636.04
40,000661.SZ,20201217,5120,23263.11
41,000661.SZ,20201216,4986,20350.24
42,000661.SZ,20201215,6642,26264.89
43,000661.SZ,20201214,1758,6659.57
44,000661.SZ,20201211,246,1017.59
45,000661.SZ,20201210,4295,16233.75
46,000661.SZ,20201209,2040,7816.89
47,000661.SZ,20201208,3556,13855.53
48,000661.SZ,20201207,-1136,-4265.86
49,000661.SZ,20201204,4676,18317.31
50,000661.SZ,20201203,8154,31556.23
51,000661.SZ,20201202,2517,9622.88
52,000661.SZ,20201201,7039,26894.17
53,000661.SZ,20201130,14190,51434.5
54,000661.SZ,20201127,6678,23155.63
55,000661.SZ,20201126,-4100,-13859.89
56,000661.SZ,20201125,-7109,-24516.74
57,000661.SZ,20201124,-3139,-11002.5
58,000661.SZ,20201123,-4689,-16526.04
59,000661.SZ,20201120,4354,15631.61
60,000661.SZ,20201119,8571,30229.43
61,000661.SZ,20201118,-2275,-7853.87
62,000661.SZ,20201117,-429,-1557.5
63,000661.SZ,20201116,-303,-944.58
64,000661.SZ,20201113,268,1005.22
65,000661.SZ,20201112,1154,4082.76
66,000661.SZ,20201111,714,2460.4
67,000661.SZ,20201110,-3233,-11274.7
68,000661.SZ,20201109,4245,15096.0
69,000661.SZ,20201106,-24974,-87086.66
70,000661.SZ,20201105,-5674,-20812.29
71,000661.SZ,20201104,2278,8661.53
72,000661.SZ,20201103,10402,38927.8
73,000661.SZ,20201102,4879,17948.06
74,000661.SZ,20201030,-2954,-10895.29
75,000661.SZ,20201029,3599,13748.53
76,000661.SZ,20201028,-1290,-4729.87
77,000661.SZ,20201027,18136,67837.65
78,000661.SZ,20201026,7885,26836.98
79,000661.SZ,20201023,-8974,-30363.37
80,000661.SZ,20201022,-4760,-17351.69
81,000661.SZ,20201021,-3316,-12358.7
82,000661.SZ,20201020,-327,-1208.57
83,000661.SZ,20201019,-6150,-22902.17
84,000661.SZ,20201016,-6569,-24846.77
85,000661.SZ,20201015,-3826,-14678.46
86,000661.SZ,20201014,-12157,-47488.2
87,000661.SZ,20201013,8722,34449.12
88,000661.SZ,20201012,7018,26625.87
89,000661.SZ,20201009,-6034,-22194.96
90,000661.SZ,20200930,-5778,-21278.93
91,000661.SZ,20200929,1674,6259.01
92,000661.SZ,20200928,4763,17332.41
93,000661.SZ,20200925,-1046,-3802.34
94,000661.SZ,20200924,-4575,-16917.62
95,000661.SZ,20200923,6,105.06
96,000661.SZ,20200922,-153,-466.04
97,000661.SZ,20200921,-7224,-26621.96
98,000661.SZ,20200918,-6271,-22382.29
99,000661.SZ,20200917,247,1012.82
100,000661.SZ,20200916,-10132,-37003.84
101,000661.SZ,20200915,10209,39050.94
102,000661.SZ,20200914,-3609,-16205.03
103,000661.SZ,20200911,593,2570.38
104,000661.SZ,20200910,-4674,-19322.24
105,000661.SZ,20200909,-3999,-16462.65
106,000661.SZ,20200908,6970,29092.35
107,000661.SZ,20200907,-386,-1264.02
108,000661.SZ,20200904,-11774,-50985.04
109,000661.SZ,20200903,-9764,-44001.34
110,000661.SZ,20200902,-13548,-62127.55
111,000661.SZ,20200901,-2832,-13099.94
112,000661.SZ,20200831,888,4293.12
113,000661.SZ,20200828,8713,40277.77
114,000661.SZ,20200827,232,1238.21
115,000661.SZ,20200826,-5965,-26700.56
116,000661.SZ,20200825,3553,16028.55
117,000661.SZ,20200824,2430,10755.11
118,000661.SZ,20200821,1712,7726.56
119,000661.SZ,20200820,-742,-3221.49
120,000661.SZ,20200819,-10091,-45894.64
121,000661.SZ,20200818,1836,8480.93
122,000661.SZ,20200817,-363,-1557.82
123,000661.SZ,20200814,-918,-3888.88
124,000661.SZ,20200813,-18172,-83438.85
125,000661.SZ,20200812,-7301,-34490.03
126,000661.SZ,20200811,2901,14452.57
127,000661.SZ,20200810,4922,23884.76
128,000661.SZ,20200807,-1487,-7211.94
129,000661.SZ,20200806,-4243,-20774.36
130,000661.SZ,20200805,4904,24694.6
131,000661.SZ,20200804,3480,18030.01
132,000661.SZ,20200803,-8416,-41374.29
133,000661.SZ,20200731,-4332,-21215.8
134,000661.SZ,20200730,-324,-1160.91
135,000661.SZ,20200729,33977,166857.82
136,000661.SZ,20200728,6885,31603.5
137,000661.SZ,20200727,2534,11632.48
138,000661.SZ,20200724,-12582,-57615.9
139,000661.SZ,20200723,-8579,-41056.65
140,000661.SZ,20200722,5024,24691.21
141,000661.SZ,20200721,1879,9043.7
142,000661.SZ,20200720,-7759,-36785.71
143,000661.SZ,20200717,7875,38067.39
144,000661.SZ,20200716,-10888,-52360.38
145,000661.SZ,20200715,4526,22795.73
146,000661.SZ,20200714,1800,8955.69
147,000661.SZ,20200713,2652,12494.37
148,000661.SZ,20200710,1814,8370.82
149,000661.SZ,20200709,3341,15265.49
150,000661.SZ,20200708,-6461,-28464.19
151,000661.SZ,20200707,-1566,-9255.22
152,000661.SZ,20200706,-9526,-38267.5
153,000661.SZ,20200703,-2711,-10791.13
154,000661.SZ,20200702,-23065,-95191.75
155,000661.SZ,20200701,-8429,-36583.36
156,000661.SZ,20200630,6167,26614.64
157,000661.SZ,20200629,-46,-89.18
158,000661.SZ,20200624,-9485,-39328.38
159,000661.SZ,20200623,5087,21013.15
160,000661.SZ,20200622,-2019,-7915.27
161,000661.SZ,20200619,6866,26552.07
162,000661.SZ,20200618,-3120,-11519.14
163,000661.SZ,20200617,7087,26357.2
164,000661.SZ,20200616,4381,15825.02
165,000661.SZ,20200615,-3966,-13900.71
166,000661.SZ,20200612,-303,-1116.03
167,000661.SZ,20200611,-5901,-20920.41
168,000661.SZ,20200610,8805,30652.79
169,000661.SZ,20200609,-606,-1960.36
170,000661.SZ,20200608,-6416,-42901.88
171,000661.SZ,20200605,3632,24663.48
172,000661.SZ,20200604,1385,9189.44
173,000661.SZ,20200603,-350,-2018.19
174,000661.SZ,20200602,-2670,-17643.27
175,000661.SZ,20200601,-1772,-11744.26
176,000661.SZ,20200529,1700,11248.27
177,000661.SZ,20200528,-2683,-17328.62
178,000661.SZ,20200527,-3270,-21609.51
179,000661.SZ,20200526,1801,12141.14
180,000661.SZ,20200525,699,4572.69
181,000661.SZ,20200522,-2366,-15340.72
182,000661.SZ,20200521,1353,8996.48
183,000661.SZ,20200520,-2323,-15196.57
184,000661.SZ,20200519,-1697,-11213.69
185,000661.SZ,20200518,2129,13905.39
186,000661.SZ,20200515,-604,-3869.49
187,000661.SZ,20200514,-487,-3098.32
188,000661.SZ,20200513,25,165.12
189,000661.SZ,20200512,3368,20958.97
190,000661.SZ,20200511,-4218,-25571.19
191,000661.SZ,20200508,617,3806.06
192,000661.SZ,20200507,-2307,-13990.69
193,000661.SZ,20200506,723,4452.06
194,000661.SZ,20200430,-2325,-13654.95
195,000661.SZ,20200429,-1603,-9499.72
196,000661.SZ,20200428,-1904,-11418.52
197,000661.SZ,20200427,2358,14082.06
198,000661.SZ,20200424,-2374,-13698.82
199,000661.SZ,20200423,716,4259.31
200,000661.SZ,20200422,8486,48831.07
201,000661.SZ,20200421,-1314,-7135.12
202,000661.SZ,20200420,-2050,-11288.99
203,000661.SZ,20200417,-2003,-11120.68
204,000661.SZ,20200416,364,2102.77
205,000661.SZ,20200415,-3355,-18820.49
206,000661.SZ,20200414,-767,-4184.81
207,000661.SZ,20200413,1021,5733.33
208,000661.SZ,20200410,-3431,-19039.34
209,000661.SZ,20200409,2861,16177.78
210,000661.SZ,20200408,-3057,-16734.14
211,000661.SZ,20200407,3037,16823.38
212,000661.SZ,20200403,-514,-2719.85
213,000661.SZ,20200402,311,1698.01
214,000661.SZ,20200401,-5217,-28008.47
215,000661.SZ,20200331,2347,12778.65
216,000661.SZ,20200330,512,2820.5
217,000661.SZ,20200327,3228,17520.13
218,000661.SZ,20200326,1231,6319.49
219,000661.SZ,20200325,2898,14562.84
220,000661.SZ,20200324,3273,15634.87
221,000661.SZ,20200323,3260,15125.46
222,000661.SZ,20200320,5696,26379.76
223,000661.SZ,20200319,1736,8015.68
224,000661.SZ,20200318,355,1913.07
225,000661.SZ,20200317,324,1471.04
226,000661.SZ,20200316,-1244,-5844.56
227,000661.SZ,20200313,1981,9558.76
228,000661.SZ,20200312,-1865,-9205.82
229,000661.SZ,20200311,-1781,-9156.58
230,000661.SZ,20200310,-46,-120.38
231,000661.SZ,20200309,-407,-2075.72
232,000661.SZ,20200306,1027,5521.12
233,000661.SZ,20200305,863,4591.6
234,000661.SZ,20200304,-464,-2349.62
235,000661.SZ,20200303,9168,46392.87
236,000661.SZ,20200302,655,3359.9
237,000661.SZ,20200228,-1741,-8466.48
238,000661.SZ,20200227,4899,23766.07
239,000661.SZ,20200226,-372,-1626.75
240,000661.SZ,20200225,2227,10586.35
241,000661.SZ,20200224,-5758,-27209.81
242,000661.SZ,20200221,896,4433.67
243,000661.SZ,20200220,5695,27655.78
244,000661.SZ,20200219,1104,5354.01
245,000661.SZ,20200218,-1427,-6455.24
246,000661.SZ,20200217,1007,4673.67
247,000661.SZ,20200214,-2683,-12317.62
248,000661.SZ,20200213,-5082,-23888.22
249,000661.SZ,20200212,-1937,-9283.09
250,000661.SZ,20200211,4900,23551.52
251,000661.SZ,20200210,-63,-259.59
252,000661.SZ,20200207,-415,-1922.52
253,000661.SZ,20200206,4527,21779.77
254,000661.SZ,20200205,-5098,-23601.81
255,000661.SZ,20200204,711,3427.1
256,000661.SZ,20200203,-1117,-4873.31
257,000661.SZ,20200123,-1517,-7696.49
258,000661.SZ,20200122,873,4506.39
259,000661.SZ,20200121,1928,9887.75
260,000661.SZ,20200120,3469,17717.89
261,000661.SZ,20200117,1502,7500.14
262,000661.SZ,20200116,2882,14123.78
263,000661.SZ,20200115,4551,21961.75
264,000661.SZ,20200114,-7207,-34184.77
265,000661.SZ,20200113,-2831,-13958.58
266,000661.SZ,20200110,280,1468.61
267,000661.SZ,20200109,112,571.74
268,000661.SZ,20200108,1362,6665.44
269,000661.SZ,20200107,3892,19032.83
270,000661.SZ,20200106,670,3399.39
271,000661.SZ,20200103,7886,37113.73
272,000661.SZ,20200102,-1556,-6904.16
273,000661.SZ,20191231,489,2179.43
274,000661.SZ,20191230,-389,-1606.88
275,000661.SZ,20191227,-664,-2815.01
276,000661.SZ,20191226,-313,-1321.02
277,000661.SZ,20191225,1379,5815.38
278,000661.SZ,20191224,-1584,-6640.99
279,000661.SZ,20191223,425,1845.01
280,000661.SZ,20191220,-2844,-12092.81
281,000661.SZ,20191219,-415,-1747.71
282,000661.SZ,20191218,-4402,-19099.57
283,000661.SZ,20191217,-2014,-8848.3
284,000661.SZ,20191216,-2174,-9881.27
285,000661.SZ,20191213,3375,14870.11
286,000661.SZ,20191212,-1973,-8533.14
287,000661.SZ,20191211,1260,5547.91
288,000661.SZ,20191210,2190,9530.6
289,000661.SZ,20191209,-2081,-8964.85
290,000661.SZ,20191206,-491,-2128.57
291,000661.SZ,20191205,712,3175.21
292,000661.SZ,20191204,-73,-355.68
293,000661.SZ,20191203,-3721,-15470.54
294,000661.SZ,20191202,-1894,-7906.8
295,000661.SZ,20191129,-4777,-21136.48
296,000661.SZ,20191128,1027,4776.9
297,000661.SZ,20191127,-2736,-12518.57
298,000661.SZ,20191126,4273,19831.99
299,000661.SZ,20191125,1651,7308.63
300,000661.SZ,20191122,-3973,-18115.72
301,000661.SZ,20191121,-974,-4636.19
302,000661.SZ,20191120,534,2619.63
303,000661.SZ,20191119,819,3972.31
304,000661.SZ,20191118,-2445,-11540.73
305,000661.SZ,20191115,-2876,-13998.05
306,000661.SZ,20191114,-52,-226.53
307,000661.SZ,20191113,6992,34044.24
308,000661.SZ,20191112,1077,5080.03
309,000661.SZ,20191111,-112,-545.53
310,000661.SZ,20191108,-1299,-6167.62
311,000661.SZ,20191107,-906,-4250.39
312,000661.SZ,20191106,-704,-3334.36
313,000661.SZ,20191105,1063,5108.12
314,000661.SZ,20191104,-1769,-8352.34
315,000661.SZ,20191101,2076,9709.26
316,000661.SZ,20191031,-532,-2400.88
317,000661.SZ,20191030,-305,-1326.18
318,000661.SZ,20191029,734,3268.29
319,000661.SZ,20191028,4548,19645.02
320,000661.SZ,20191025,3320,14014.11
321,000661.SZ,20191024,2276,9686.32
322,000661.SZ,20191023,-1451,-5964.68
323,000661.SZ,20191022,1690,7022.23
324,000661.SZ,20191021,507,2096.84
325,000661.SZ,20191018,-1503,-6258.29
326,000661.SZ,20191017,-1014,-4152.18
327,000661.SZ,20191016,3463,14183.03
