,ts_code,trade_date,net_mf_vol,net_mf_amount
0,601006.SH,20210219,69390,4566.59
1,601006.SH,20210218,-24543,-1587.73
2,601006.SH,20210210,104900,6849.19
3,601006.SH,20210209,6176,408.03
4,601006.SH,20210208,-7036,-442.33
5,601006.SH,20210205,13329,863.61
6,601006.SH,20210204,4523,301.85
7,601006.SH,20210203,-66765,-4247.61
8,601006.SH,20210202,-16389,-1032.49
9,601006.SH,20210201,-89165,-5672.31
10,601006.SH,20210129,-137827,-8810.36
11,601006.SH,20210128,-3347,-201.08
12,601006.SH,20210127,-38396,-2455.05
13,601006.SH,20210126,-8216,-519.01
14,601006.SH,20210125,-77820,-4996.83
15,601006.SH,20210122,-123813,-8035.93
16,601006.SH,20210121,-67359,-4392.95
17,601006.SH,20210120,-89812,-5909.99
18,601006.SH,20210119,-802,-37.19
19,601006.SH,20210118,-57276,-3786.52
20,601006.SH,20210115,10148,705.31
21,601006.SH,20210114,139843,9410.41
22,601006.SH,20210113,110399,7352.77
23,601006.SH,20210112,-35992,-2315.65
24,601006.SH,20210111,-84605,-5481.61
25,601006.SH,20210108,441,41.45
26,601006.SH,20210107,-41937,-2718.72
27,601006.SH,20210106,8406,579.86
28,601006.SH,20210105,-2167,-107.53
29,601006.SH,20210104,-17138,-1083.33
30,601006.SH,20201231,-78089,-4998.85
31,601006.SH,20201230,-38376,-2456.4
32,601006.SH,20201229,-48930,-3144.83
33,601006.SH,20201228,-58576,-3759.35
34,601006.SH,20201225,26196,1694.68
35,601006.SH,20201224,-70948,-4543.72
36,601006.SH,20201223,-62522,-4020.92
37,601006.SH,20201222,-131348,-8515.68
38,601006.SH,20201221,-113867,-7466.47
39,601006.SH,20201218,-37734,-2475.19
40,601006.SH,20201217,19701,1303.35
41,601006.SH,20201216,-95769,-6245.63
42,601006.SH,20201215,-100607,-6584.18
43,601006.SH,20201214,-78457,-5160.43
44,601006.SH,20201211,-28555,-1913.5
45,601006.SH,20201210,53507,3632.72
46,601006.SH,20201209,-490,-19.07
47,601006.SH,20201208,-85261,-5780.13
48,601006.SH,20201207,-102691,-6949.28
49,601006.SH,20201204,-83515,-5703.91
50,601006.SH,20201203,12481,874.95
51,601006.SH,20201202,83750,5792.82
52,601006.SH,20201201,20845,1447.49
53,601006.SH,20201130,-73830,-4962.78
54,601006.SH,20201127,106959,7324.79
55,601006.SH,20201126,126771,8586.68
56,601006.SH,20201125,24753,1772.77
57,601006.SH,20201124,-29663,-1969.72
58,601006.SH,20201123,-53894,-3505.88
59,601006.SH,20201120,22791,1525.29
60,601006.SH,20201119,-22607,-1483.02
61,601006.SH,20201118,61564,4084.13
62,601006.SH,20201117,77544,5118.87
63,601006.SH,20201116,74899,4888.24
64,601006.SH,20201113,-56783,-3659.31
65,601006.SH,20201112,-19339,-1252.8
66,601006.SH,20201111,52313,3425.18
67,601006.SH,20201110,-25029,-1610.68
68,601006.SH,20201109,9231,611.3
69,601006.SH,20201106,44729,2911.92
70,601006.SH,20201105,-6218,-394.36
71,601006.SH,20201104,26887,1733.2
72,601006.SH,20201103,16438,1057.18
73,601006.SH,20201102,-93483,-5926.57
74,601006.SH,20201030,-18331,-1165.87
75,601006.SH,20201029,-275,-3.45
76,601006.SH,20201028,-19364,-1240.43
77,601006.SH,20201027,-24189,-1555.63
78,601006.SH,20201026,-40962,-2647.5
79,601006.SH,20201023,4525,297.47
80,601006.SH,20201022,-15629,-1010.56
81,601006.SH,20201021,8840,585.13
82,601006.SH,20201020,-30567,-1971.84
83,601006.SH,20201019,-1784,-100.67
84,601006.SH,20201016,18153,1187.49
85,601006.SH,20201015,-7244,-464.77
86,601006.SH,20201014,45501,2970.71
87,601006.SH,20201013,-70944,-4598.7
88,601006.SH,20201012,36143,2350.45
89,601006.SH,20201009,55438,3571.6
90,601006.SH,20200930,-39522,-2511.45
91,601006.SH,20200929,-11105,-703.33
92,601006.SH,20200928,910,70.94
93,601006.SH,20200925,-74170,-4700.93
94,601006.SH,20200924,-67964,-4340.51
95,601006.SH,20200923,-41114,-2639.34
96,601006.SH,20200922,-51876,-3335.58
97,601006.SH,20200921,-12749,-813.04
98,601006.SH,20200918,117036,7579.53
99,601006.SH,20200917,-39126,-2512.3
100,601006.SH,20200916,-3501,-219.55
101,601006.SH,20200915,-144165,-9305.89
102,601006.SH,20200914,-49424,-3208.2
103,601006.SH,20200911,-44847,-2919.3
104,601006.SH,20200910,-63889,-4187.18
105,601006.SH,20200909,-8602,-546.64
106,601006.SH,20200908,66361,4362.98
107,601006.SH,20200907,37584,2468.41
108,601006.SH,20200904,-88455,-5746.99
109,601006.SH,20200903,-7164,-463.1
110,601006.SH,20200902,-70095,-4589.66
111,601006.SH,20200901,-70779,-4652.28
112,601006.SH,20200831,-9166,-587.93
113,601006.SH,20200828,51208,3384.13
114,601006.SH,20200827,17064,1135.38
115,601006.SH,20200826,-59621,-3904.16
116,601006.SH,20200825,-1704,-103.86
117,601006.SH,20200824,-48005,-3156.91
118,601006.SH,20200821,-67768,-4453.25
119,601006.SH,20200820,-85232,-5621.63
120,601006.SH,20200819,-50740,-3367.78
121,601006.SH,20200818,-67707,-4509.28
122,601006.SH,20200817,99211,6655.66
123,601006.SH,20200814,14467,972.33
124,601006.SH,20200813,26736,1777.33
125,601006.SH,20200812,272843,17946.15
126,601006.SH,20200811,-9147,-556.25
127,601006.SH,20200810,103115,6726.89
128,601006.SH,20200807,-74678,-4820.33
129,601006.SH,20200806,-90761,-5886.09
130,601006.SH,20200805,-97648,-6368.48
131,601006.SH,20200804,82714,5450.88
132,601006.SH,20200803,-69069,-4483.39
133,601006.SH,20200731,-62428,-4047.88
134,601006.SH,20200730,-20148,-1304.58
135,601006.SH,20200729,40013,2620.43
136,601006.SH,20200728,10962,718.48
137,601006.SH,20200727,-41752,-2679.24
138,601006.SH,20200724,-123110,-7949.28
139,601006.SH,20200723,-242079,-15835.03
140,601006.SH,20200722,-43102,-2842.35
141,601006.SH,20200721,-88660,-5899.58
142,601006.SH,20200720,10864,727.56
143,601006.SH,20200717,-101796,-6694.22
144,601006.SH,20200716,-165459,-10991.77
145,601006.SH,20200715,-86411,-5804.96
146,601006.SH,20200714,-152735,-10426.66
147,601006.SH,20200713,-135541,-9283.54
148,601006.SH,20200710,-119715,-8249.35
149,601006.SH,20200709,-35081,-2417.12
150,601006.SH,20200708,-132067,-9062.31
151,601006.SH,20200707,-46629,-3244.63
152,601006.SH,20200706,229783,15941.66
153,601006.SH,20200703,149367,9985.29
154,601006.SH,20200702,-10898,-648.45
155,601006.SH,20200701,11931,852.55
156,601006.SH,20200630,8258,594.49
157,601006.SH,20200629,-21274,-1481.54
158,601006.SH,20200624,-51257,-3614.26
159,601006.SH,20200623,-53643,-3780.86
160,601006.SH,20200622,-36213,-2562.72
161,601006.SH,20200619,86302,6158.11
162,601006.SH,20200618,29046,2065.74
163,601006.SH,20200617,11324,813.75
164,601006.SH,20200616,49271,3451.26
165,601006.SH,20200615,4438,317.94
166,601006.SH,20200612,-59204,-4106.11
167,601006.SH,20200611,36092,2559.63
168,601006.SH,20200610,-33919,-2380.89
169,601006.SH,20200609,120205,8454.49
170,601006.SH,20200608,6357,451.65
171,601006.SH,20200605,-23117,-1600.16
172,601006.SH,20200604,-35450,-2451.96
173,601006.SH,20200603,-23764,-1641.13
174,601006.SH,20200602,24385,1688.08
175,601006.SH,20200601,1512,108.57
176,601006.SH,20200529,-37298,-2551.39
177,601006.SH,20200528,-2814,-187.11
178,601006.SH,20200527,-17516,-1172.56
179,601006.SH,20200526,-103324,-6971.54
180,601006.SH,20200525,-102124,-6892.23
181,601006.SH,20200522,-97602,-6606.95
182,601006.SH,20200521,-40688,-2777.66
183,601006.SH,20200520,-117647,-8051.64
184,601006.SH,20200519,-149920,-10351.22
185,601006.SH,20200518,-83329,-5749.72
186,601006.SH,20200515,-79910,-5531.67
187,601006.SH,20200514,-5173,-349.33
188,601006.SH,20200513,-10372,-711.44
189,601006.SH,20200512,-40970,-2846.7
190,601006.SH,20200511,-24081,-1642.34
191,601006.SH,20200508,-59564,-4128.15
192,601006.SH,20200507,-103036,-7128.14
193,601006.SH,20200506,-127255,-8944.37
194,601006.SH,20200430,190910,13851.25
195,601006.SH,20200429,173208,12077.82
196,601006.SH,20200428,-53743,-3612.87
197,601006.SH,20200427,-7549,-503.96
198,601006.SH,20200424,-12715,-859.1
199,601006.SH,20200423,33510,2291.75
200,601006.SH,20200422,24183,1643.72
201,601006.SH,20200421,-50284,-3398.47
202,601006.SH,20200420,-4135,-275.65
203,601006.SH,20200417,10136,702.2
204,601006.SH,20200416,-26317,-1783.45
205,601006.SH,20200415,15094,1039.66
206,601006.SH,20200414,6221,433.3
207,601006.SH,20200413,-26702,-1817.24
208,601006.SH,20200410,27653,1908.27
209,601006.SH,20200409,12339,852.86
210,601006.SH,20200408,-10127,-688.76
211,601006.SH,20200407,32037,2214.21
212,601006.SH,20200403,39206,2662.68
213,601006.SH,20200402,5671,403.54
214,601006.SH,20200401,-33961,-2284.24
215,601006.SH,20200331,-18000,-1216.86
216,601006.SH,20200330,-23727,-1605.11
217,601006.SH,20200327,4261,297.45
218,601006.SH,20200326,-52596,-3586.34
219,601006.SH,20200325,-12619,-857.89
220,601006.SH,20200324,16146,1122.78
221,601006.SH,20200323,-23347,-1557.46
222,601006.SH,20200320,25481,1746.35
223,601006.SH,20200319,-95276,-6509.81
