,ts_code,trade_date,net_mf_vol,net_mf_amount
0,600570.SH,20210219,-21044,-20444.64
1,600570.SH,20210218,-19250,-19716.44
2,600570.SH,20210210,1112,1240.13
3,600570.SH,20210209,20207,21282.69
4,600570.SH,20210208,3368,3519.61
5,600570.SH,20210205,1500,1611.34
6,600570.SH,20210204,15773,16292.56
7,600570.SH,20210203,10192,10935.28
8,600570.SH,20210202,28776,30902.61
9,600570.SH,20210201,59154,60453.0
10,600570.SH,20210129,31403,31045.85
11,600570.SH,20210128,6627,6417.75
12,600570.SH,20210127,-892,-563.81
13,600570.SH,20210126,-13208,-12353.56
14,600570.SH,20210125,-16148,-15514.16
15,600570.SH,20210122,-26638,-26774.85
16,600570.SH,20210121,26331,26690.18
17,600570.SH,20210120,-3133,-2830.56
18,600570.SH,20210119,12536,12375.31
19,600570.SH,20210118,5342,5304.1
20,600570.SH,20210115,-14129,-13461.65
21,600570.SH,20210114,8743,8608.36
22,600570.SH,20210113,-44451,-42849.92
23,600570.SH,20210112,15057,15135.21
24,600570.SH,20210111,-17976,-17497.02
25,600570.SH,20210108,20797,20723.36
26,600570.SH,20210107,-43959,-43368.97
27,600570.SH,20210106,-13744,-14062.08
28,600570.SH,20210105,14086,15483.27
29,600570.SH,20210104,24659,26275.8
30,600570.SH,20201231,42976,44880.31
31,600570.SH,20201230,46332,45611.67
32,600570.SH,20201229,11215,10630.91
33,600570.SH,20201228,-7439,-6952.11
34,600570.SH,20201225,6068,5678.42
35,600570.SH,20201224,-30498,-28644.2
36,600570.SH,20201223,12541,12382.83
37,600570.SH,20201222,-14507,-14103.57
38,600570.SH,20201221,3690,3701.88
39,600570.SH,20201218,3612,3672.87
40,600570.SH,20201217,8147,8268.88
41,600570.SH,20201216,2622,2660.29
42,600570.SH,20201215,-55,-14.12
43,600570.SH,20201214,23857,24382.04
44,600570.SH,20201211,13783,13860.99
45,600570.SH,20201210,12451,12800.02
46,600570.SH,20201209,20398,21467.64
47,600570.SH,20201208,17634,17295.71
48,600570.SH,20201207,12772,12367.5
49,600570.SH,20201204,34114,31984.18
50,600570.SH,20201203,24173,22516.56
51,600570.SH,20201202,11019,10001.99
52,600570.SH,20201201,14096,12759.61
53,600570.SH,20201130,22449,19948.49
54,600570.SH,20201127,-9312,-7943.71
55,600570.SH,20201126,-1923,-1631.35
56,600570.SH,20201125,-28280,-24383.64
57,600570.SH,20201124,-34291,-30321.22
58,600570.SH,20201123,-6925,-6206.59
59,600570.SH,20201120,-20814,-18894.06
60,600570.SH,20201119,7106,6607.06
61,600570.SH,20201118,-18118,-16370.87
62,600570.SH,20201117,-9603,-8911.59
63,600570.SH,20201116,16023,14925.27
64,600570.SH,20201113,-1235,-1077.42
65,600570.SH,20201112,-6165,-5460.94
66,600570.SH,20201111,-30282,-27374.11
67,600570.SH,20201110,5134,4938.84
68,600570.SH,20201109,-847,-750.68
69,600570.SH,20201106,-20140,-18666.79
70,600570.SH,20201105,26864,24936.38
71,600570.SH,20201104,-2059,-1806.62
72,600570.SH,20201103,17356,15488.64
73,600570.SH,20201102,-37352,-33050.91
74,600570.SH,20201030,12788,11881.06
75,600570.SH,20201029,-8169,-7457.94
76,600570.SH,20201028,10332,9496.15
77,600570.SH,20201027,-8863,-8002.03
78,600570.SH,20201026,-32328,-29492.24
79,600570.SH,20201023,-11831,-11283.7
80,600570.SH,20201022,13149,12851.57
81,600570.SH,20201021,-11212,-10736.78
82,600570.SH,20201020,8603,8326.98
83,600570.SH,20201019,-9406,-9037.08
84,600570.SH,20201016,13249,12762.95
85,600570.SH,20201015,-38202,-35966.84
86,600570.SH,20201014,-30367,-30977.01
87,600570.SH,20201013,11252,11746.46
88,600570.SH,20201012,28582,29284.8
89,600570.SH,20201009,1895,1971.88
90,600570.SH,20200930,1114,1128.61
91,600570.SH,20200929,3772,3822.06
92,600570.SH,20200928,-2834,-2780.58
93,600570.SH,20200925,6997,6820.92
94,600570.SH,20200924,2589,2473.82
95,600570.SH,20200923,-4631,-4496.62
96,600570.SH,20200922,-1525,-1482.17
97,600570.SH,20200921,-4682,-4623.08
98,600570.SH,20200918,17589,17336.32
99,600570.SH,20200917,1577,1599.59
100,600570.SH,20200916,-44312,-42655.57
101,600570.SH,20200915,-17944,-17980.36
102,600570.SH,20200914,-3024,-3045.7
103,600570.SH,20200911,-5042,-5025.72
104,600570.SH,20200910,-4158,-4187.4
105,600570.SH,20200909,-9199,-9220.72
106,600570.SH,20200908,379,459.8
107,600570.SH,20200907,-17411,-18170.27
108,600570.SH,20200904,-6148,-6460.49
109,600570.SH,20200903,-2076,-2237.69
110,600570.SH,20200902,6963,7723.82
111,600570.SH,20200901,-7058,-7854.09
112,600570.SH,20200831,-27545,-30968.9
113,600570.SH,20200828,41116,46167.79
114,600570.SH,20200827,5050,5612.28
115,600570.SH,20200826,-4036,-4239.59
116,600570.SH,20200825,29754,32014.92
117,600570.SH,20200824,20583,21242.29
118,600570.SH,20200821,-6391,-6337.48
119,600570.SH,20200820,-5012,-5034.98
120,600570.SH,20200819,-26783,-27323.32
121,600570.SH,20200818,1520,1655.79
122,600570.SH,20200817,-8517,-8755.81
123,600570.SH,20200814,29088,29615.83
124,600570.SH,20200813,-1839,-1754.97
125,600570.SH,20200812,-13838,-13726.35
126,600570.SH,20200811,-19747,-20390.55
127,600570.SH,20200810,-5142,-5308.88
128,600570.SH,20200807,-13992,-14903.04
129,600570.SH,20200806,2836,3182.89
