,ts_code,trade_date,net_mf_vol,net_mf_amount
0,600025.SH,20210219,114970,5327.04
1,600025.SH,20210218,-110423,-4997.75
2,600025.SH,20210210,145030,6580.44
3,600025.SH,20210209,-136285,-6019.64
4,600025.SH,20210208,-58755,-2631.5
5,600025.SH,20210205,61513,2806.46
6,600025.SH,20210204,-29556,-1309.93
7,600025.SH,20210203,-33022,-1479.7
8,600025.SH,20210202,-26071,-1153.54
9,600025.SH,20210201,-11841,-503.77
10,600025.SH,20210129,-58333,-2586.33
11,600025.SH,20210128,130530,5878.83
12,600025.SH,20210127,26634,1177.36
13,600025.SH,20210126,16452,720.22
14,600025.SH,20210125,-143866,-6205.95
15,600025.SH,20210122,-39284,-1706.15
16,600025.SH,20210121,56232,2459.08
17,600025.SH,20210120,-54858,-2352.45
18,600025.SH,20210119,-15570,-658.36
19,600025.SH,20210118,-94172,-4046.9
20,600025.SH,20210115,25213,1119.42
21,600025.SH,20210114,4782,211.84
22,600025.SH,20210113,14864,649.33
23,600025.SH,20210112,-232588,-9877.9
24,600025.SH,20210111,-88209,-3813.67
25,600025.SH,20210108,-59393,-2587.63
26,600025.SH,20210107,-66355,-2922.52
27,600025.SH,20210106,37905,1702.59
28,600025.SH,20210105,-202081,-8820.04
29,600025.SH,20210104,-39162,-1733.56
30,600025.SH,20201231,-51474,-2288.88
31,600025.SH,20201230,-57522,-2571.67
32,600025.SH,20201229,-33330,-1495.04
33,600025.SH,20201228,-25446,-1145.24
34,600025.SH,20201225,66036,2993.56
35,600025.SH,20201224,-45165,-2004.29
36,600025.SH,20201223,65526,2920.27
37,600025.SH,20201222,-133321,-5881.81
38,600025.SH,20201221,-61798,-2773.81
39,600025.SH,20201218,-30374,-1352.28
40,600025.SH,20201217,-3639,-157.29
41,600025.SH,20201216,-35253,-1606.17
42,600025.SH,20201215,-23080,-1043.06
43,600025.SH,20201214,59205,2690.56
44,600025.SH,20201211,-7435,-313.34
45,600025.SH,20201210,-106419,-4671.26
46,600025.SH,20201209,-34830,-1531.55
47,600025.SH,20201208,-110969,-4949.38
48,600025.SH,20201207,-25376,-1129.89
49,600025.SH,20201204,-59981,-2703.69
50,600025.SH,20201203,-40888,-1832.76
51,600025.SH,20201202,-186176,-8438.0
52,600025.SH,20201201,-780,-0.52
53,600025.SH,20201130,-13992,-591.06
54,600025.SH,20201127,21424,973.2
55,600025.SH,20201126,129139,5726.29
56,600025.SH,20201125,79344,3490.61
57,600025.SH,20201124,-133614,-5756.64
58,600025.SH,20201123,126251,5508.95
59,600025.SH,20201120,163207,7019.54
60,600025.SH,20201119,-14304,-593.28
61,600025.SH,20201118,31499,1344.14
62,600025.SH,20201117,-4670,-182.73
63,600025.SH,20201116,43475,1834.92
64,600025.SH,20201113,-90235,-3755.35
65,600025.SH,20201112,-56990,-2391.61
