,ts_code,trade_date,net_mf_vol,net_mf_amount
0,000627.SZ,20210219,39790,1566.46
1,000627.SZ,20210218,16249,636.97
2,000627.SZ,20210210,-9234,-338.18
3,000627.SZ,20210209,-3738,-131.77
4,000627.SZ,20210208,-10805,-391.36
5,000627.SZ,20210205,13723,512.26
6,000627.SZ,20210204,1292,44.82
7,000627.SZ,20210203,890,39.33
8,000627.SZ,20210202,-2916,-102.16
9,000627.SZ,20210201,-23969,-905.55
10,000627.SZ,20210129,-10378,-405.59
11,000627.SZ,20210128,29876,1199.55
12,000627.SZ,20210127,-28830,-1143.72
13,000627.SZ,20210126,-38214,-1555.0
14,000627.SZ,20210125,-43684,-1845.13
15,000627.SZ,20210122,-42783,-1838.44
16,000627.SZ,20210121,-10100,-434.2
17,000627.SZ,20210120,-21665,-934.41
18,000627.SZ,20210119,18893,830.77
19,000627.SZ,20210118,-23701,-1025.69
20,000627.SZ,20210115,24022,1063.92
21,000627.SZ,20210114,-15466,-659.12
22,000627.SZ,20210113,-28457,-1236.04
23,000627.SZ,20210112,35945,1601.97
24,000627.SZ,20210111,-31772,-1389.46
25,000627.SZ,20210108,39988,1811.43
26,000627.SZ,20210107,14841,654.88
27,000627.SZ,20210106,-4613,-206.73
28,000627.SZ,20210105,-55884,-2612.47
29,000627.SZ,20210104,-105685,-5017.31
30,000627.SZ,20201231,18202,896.15
31,000627.SZ,20201230,-8912,-419.85
32,000627.SZ,20201229,3609,176.53
33,000627.SZ,20201228,-10715,-503.39
34,000627.SZ,20201225,3362,164.52
35,000627.SZ,20201224,-13291,-628.81
36,000627.SZ,20201223,-9249,-440.88
37,000627.SZ,20201222,-74629,-3632.17
38,000627.SZ,20201221,-17206,-849.52
39,000627.SZ,20201218,-33132,-1642.41
40,000627.SZ,20201217,-11720,-563.74
41,000627.SZ,20201216,-19768,-981.68
42,000627.SZ,20201215,-19683,-983.89
43,000627.SZ,20201214,10784,552.72
44,000627.SZ,20201211,31684,1601.56
45,000627.SZ,20201210,23583,1199.62
46,000627.SZ,20201209,-18770,-936.92
47,000627.SZ,20201208,24774,1295.36
48,000627.SZ,20201207,-8112,-396.34
49,000627.SZ,20201204,-72563,-3825.62
50,000627.SZ,20201203,103772,5615.53
51,000627.SZ,20201202,-35036,-1836.48
52,000627.SZ,20201201,39472,2136.65
53,000627.SZ,20201130,1456,130.76
54,000627.SZ,20201127,37412,1960.16
55,000627.SZ,20201126,-7177,-354.62
