date,open,high,low,close,volume,outstanding_share,turnover
2000-10-12,0.35,0.36,0.33,0.33,23522900.0,50000000.0,0.470458
2000-10-13,0.33,0.33,0.32,0.32,5330300.0,50000000.0,0.106606
2000-10-16,0.32,0.32,0.31,0.31,3057500.0,50000000.0,0.06115
2000-10-17,0.31,0.32,0.31,0.31,1526600.0,50000000.0,0.030532
2000-10-18,0.31,0.32,0.31,0.31,1412400.0,50000000.0,0.028248
2000-10-19,0.31,0.31,0.3,0.3,1881100.0,50000000.0,0.037622
2000-10-20,0.3,0.32,0.3,0.32,2563800.0,50000000.0,0.051276
2000-10-23,0.32,0.32,0.31,0.32,2063900.0,50000000.0,0.041278
2000-10-24,0.32,0.33,0.31,0.33,1824700.0,50000000.0,0.036494
2000-10-25,0.33,0.34,0.32,0.33,3598500.0,50000000.0,0.07197
2000-10-26,0.32,0.33,0.32,0.33,1187600.0,50000000.0,0.023752
2000-10-27,0.33,0.33,0.33,0.33,1090800.0,50000000.0,0.021816
2000-10-30,0.33,0.33,0.32,0.32,807000.0,50000000.0,0.01614
2000-10-31,0.32,0.32,0.31,0.32,850200.0,50000000.0,0.017004
2000-11-01,0.32,0.33,0.32,0.32,514800.0,50000000.0,0.010296
2000-11-02,0.32,0.32,0.32,0.32,571800.0,50000000.0,0.011436
2000-11-03,0.32,0.32,0.32,0.32,643900.0,50000000.0,0.012878
2000-11-06,0.32,0.33,0.32,0.33,1608600.0,50000000.0,0.032172
2000-11-07,0.33,0.33,0.33,0.33,1185000.0,50000000.0,0.0237
2000-11-08,0.33,0.34,0.33,0.33,1371700.0,50000000.0,0.027434
2000-11-09,0.33,0.34,0.33,0.33,1075200.0,50000000.0,0.021504
2000-11-10,0.33,0.34,0.33,0.33,1320100.0,50000000.0,0.026402
2000-11-13,0.33,0.33,0.33,0.33,1056600.0,50000000.0,0.021132
2000-11-14,0.33,0.34,0.33,0.34,1782200.0,50000000.0,0.035644
2000-11-15,0.34,0.34,0.34,0.34,1662100.0,50000000.0,0.033242
2000-11-16,0.34,0.34,0.34,0.34,919400.0,50000000.0,0.018388
2000-11-17,0.34,0.34,0.33,0.33,778100.0,50000000.0,0.015562
2000-11-20,0.33,0.34,0.33,0.34,907611.0,50000000.0,0.01815222
2000-11-21,0.34,0.34,0.33,0.34,1099456.0,50000000.0,0.02198912
2000-11-22,0.34,0.34,0.33,0.34,885537.0,50000000.0,0.01771074
2000-11-23,0.34,0.34,0.33,0.34,620202.0,50000000.0,0.01240404
2000-11-24,0.34,0.34,0.32,0.32,1024405.0,50000000.0,0.0204881
2000-11-27,0.32,0.33,0.32,0.33,1301385.0,50000000.0,0.0260277
2000-11-28,0.33,0.33,0.33,0.33,971452.0,50000000.0,0.01942904
2000-11-29,0.33,0.33,0.32,0.32,550143.0,50000000.0,0.01100286
2000-11-30,0.32,0.33,0.32,0.32,559500.0,50000000.0,0.01119
2000-12-01,0.32,0.33,0.32,0.33,296010.0,50000000.0,0.0059202
2000-12-04,0.33,0.33,0.32,0.32,795430.0,50000000.0,0.0159086
2000-12-05,0.32,0.33,0.32,0.33,379004.0,50000000.0,0.00758008
2000-12-06,0.33,0.33,0.33,0.33,1005300.0,50000000.0,0.020106
2000-12-07,0.33,0.33,0.32,0.33,429427.0,50000000.0,0.00858854
2000-12-08,0.32,0.33,0.32,0.32,338357.0,50000000.0,0.00676714
2000-12-11,0.32,0.32,0.32,0.32,769956.0,50000000.0,0.01539912
