,摊薄每股收益(元),加权每股收益(元),每股收益_调整后(元),扣除非经常性损益后的每股收益(元),每股净资产_调整前(元),每股净资产_调整后(元),每股经营性现金流(元),每股资本公积金(元),每股未分配利润(元),调整后的每股净资产(元),总资产利润率(%),主营业务利润率(%),总资产净利润率(%),成本费用利润率(%),营业利润率(%),主营业务成本率(%),销售净利率(%),股本报酬率(%),净资产报酬率(%),资产报酬率(%),销售毛利率(%),三项费用比重,非主营比重,主营利润比重,股息发放率(%),投资收益率(%),主营业务利润(元),净资产收益率(%),加权净资产收益率(%),扣除非经常性损益后的净利润(元),主营业务收入增长率(%),净利润增长率(%),净资产增长率(%),总资产增长率(%),应收账款周转率(次),应收账款周转天数(天),存货周转天数(天),存货周转率(次),固定资产周转率(次),总资产周转率(次),总资产周转天数(天),流动资产周转率(次),流动资产周转天数(天),股东权益周转率(次),流动比率,速动比率,现金比率(%),利息支付倍数,长期债务与营运资金比率(%),股东权益比率(%),长期负债比率(%),股东权益与固定资产比率(%),负债与所有者权益比率(%),长期资产与长期资金比率(%),资本化比率(%),固定资产净值率(%),资本固定化比率(%),产权比率(%),清算价值比率(%),固定资产比重(%),资产负债率(%),总资产(元),经营现金净流量对销售收入比率(%),资产的经营现金流量回报率(%),经营现金净流量与净利润的比率(%),经营现金净流量对负债比率(%),现金流量比率(%),短期股票投资(元),短期债券投资(元),短期其它经营性投资(元),长期股票投资(元),长期债券投资(元),长期其它经营性投资(元),1年以内应收帐款(元),1-2年以内应收帐款(元),2-3年以内应收帐款(元),3年以内应收帐款(元),1年以内预付货款(元),1-2年以内预付货款(元),2-3年以内预付货款(元),3年以内预付货款(元),1年以内其它应收款(元),1-2年以内其它应收款(元),2-3年以内其它应收款(元),3年以内其它应收款(元)
2012-12-31,0.977,0.95,0.95,0.93,5.3451,5.2949,0.3842,1.8953,2.0683,--,8.4619,31.7543,9.3786,23.0434,18.5329,67.703,15.6621,125.4556,23.4712,10.8655,32.297,11.7214,-0.1691,172.3234,0.0027,0.4289,15264644878.61,17.96,19.07,7139793408.29,3.7748,-7.8839,15.5865,24.2976,3.1462,114.4237,118.2888,3.0434,10.9741,0.5988,601.2024,0.8285,434.5202,1.2515,1.928,1.5906,93.1965,2844.1514,0.1199,46.293,4.3491,891.0396,116.0153,48.7031,8.5878,68.3695,53.2786,93.8007,223.2229,5.1954,53.707,88974460000,0.0616,0.0333,0.3932,0.0619,8.5149,--,--,--,330063172.92,--,--,--,838709254.92,270552585.71,178618394.58,--,--,--,--,--,41522799.33,8730192.88,29320557.7
2012-09-30,0.9248,0.9,0.9,--,5.2902,5.25,0.0232,1.8952,2.1047,--,8.199,33.9592,8.9924,27.4963,21.5268,65.5726,18.2226,92.4813,17.4815,8.199,34.4274,11.1654,-1.3264,159.9673,0.0466,0.083,13280937603.03,17.21,17.89,--,17.7714,18.9255,21.617,17.6743,2.4959,108.1774,114.465,2.3588,--,0.4935,547.1125,0.7061,382.3821,1.0238,1.7538,1.4105,76.0457,2286.5447,0.1915,46.9011,5.8483,--,113.2146,54.8837,11.087,--,61.7273,98.8443,209.073,--,53.0989,86919812957.43,0.0046,0.0021,0.0251,0.0039,0.5085,--,--,--,272775612.69,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2012-06-30,0.746,0.7295,0.7295,0.7433,5.1032,5.07,0.076,1.8954,1.931,--,6.5601,33.5357,7.2215,30.4492,23.3634,65.9635,19.7423,100.3029,19.6549,8.82,34.0365,9.0824,-1.449,145.786,0.3386,0.1002,9765421318.21,14.71,14.71,5727537042.78,20.5854,23.6118,22.1043,16.708,1.8887,95.3036,98.7167,1.8234,6.8276,0.3658,492.0722,0.5218,344.9598,0.7769,1.5988,1.3073,74.1036,3205.8182,0.1466,44.8745,3.9234,895.4417,122.844,58.5296,8.0401,68.9204,63.6469,108.3176,199.5412,5.0114,55.1255,87633472554.95,0.0201,0.0067,0.1019,0.0121,1.4959,--,--,--,278516702.8,--,--,--,1013409847.7,296100190.24,228610021.62,--,42518187.71,--,--,--,16213920.86,5094833.08,29888027.46
2012-03-31,0.2755,0.27,0.27,--,4.8944,4.87,-0.1872,1.8967,1.7225,--,2.733,31.5766,2.8444,27.7883,21.8916,67.9057,18.2845,27.5453,5.6279,2.733,32.0943,8.8226,-1.7278,147.105,--,0.0829,3665704081.66,5.57,5.73,--,8.1377,4.4605,21.1198,12.2249,0.8981,100.2116,115.8599,0.7768,--,0.1556,578.4062,0.2255,399.1131,0.3165,1.7644,1.4165,84.5296,3764.8425,0.2535,48.5617,7.6288,--,105.9235,54.3301,13.5767,--,62.8651,96.7878,205.4745,--,51.4383,77666483559.82,-0.1243,-0.0186,-0.6796,-0.0361,-4.717,--,--,--,155995919.06,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2011-12-31,1.0607,1.05,1.05,1.04,4.6243,4.5999,0.2716,1.9043,1.4515,--,11.4182,31.8267,12.1467,26.2318,20.5394,67.6042,17.6444,130.2168,28.1592,14.0182,32.3958,10.8513,1.2912,153.5326,--,0.5241,14742927043.73,22.75,25.16,7987824892.1,43.8917,78.1478,29.7015,13.6304,4.9795,72.2964,105.3772,3.4163,11.8301,0.6884,522.9518,0.9921,362.8666,1.468,1.8391,1.4769,93.1778,8752.4606,0.2664,49.7819,8.3218,861.1003,100.8763,54.2567,14.3223,68.9784,63.3264,91.5068,211.5289,5.7812,50.2181,71581771679.19,0.0452,0.0292,0.2561,0.0582,7.8541,--,--,--,115055154.45,--,--,--,824478441.11,181420701.51,111592313.75,--,32544638.62,--,--,--,18255054.53,8394578.4,29866569.98
2011-09-30,0.7776,0.7755,0.7755,--,4.3499,4.3355,0.1415,1.9042,1.2758,--,8.1128,31.5832,8.7571,27.3372,21.0317,67.8529,18.0457,77.7641,17.8771,8.1128,32.1471,9.5893,1.801,148.1062,0.072,0.4412,10487871345.13,17.84,19.07,--,38.9344,95.4983,119.9172,47.4535,3.5741,75.5435,115.3107,2.3415,--,0.4853,556.3569,0.6762,399.2902,1.0889,1.7276,1.3886,91.4995,9699.7726,0.2756,45.3806,8.4612,--,120.3583,50.3308,15.715,--,59.715,111.6297,190.9756,--,54.6194,73864716903.4,0.0328,0.0148,0.1819,0.027,3.4978,--,--,--,109063688.47,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2011-06-30,0.7846,0.6028,0.6028,0.5945,5.4332,5.4168,0.0788,2.7756,1.4336,--,6.1937,31.87,6.7362,29.3773,22.2523,67.4616,19.259,108.208,19.9161,8.5423,32.5384,8.6172,1.7591,141.3542,0.3468,0.3538,7696120834.88,14.41,14.92,4564043762.95,50.0944,114.9774,121.2329,53.0982,2.5793,69.7864,105.4235,1.7074,6.4659,0.3498,514.5798,0.488,368.8525,0.8093,1.5835,1.2817,87.5598,3760.7843,0.2278,42.8913,6.1035,852.799,133.1477,55.6656,12.4574,68.1685,63.587,121.3133,185.899,5.0295,57.1087,75087819472.11,0.0194,0.0062,0.1005,0.0109,1.3551,--,--,--,103653713.27,--,--,--,717384821.02,145211003.33,121989076.27,--,--,--,--,--,8881504.81,8468594.01,20211040.63
2011-03-31,0.3428,0.3439,0.3439,--,5.2533,5.2411,-0.2189,2.7732,1.2542,--,2.9361,30.8656,3.0741,28.7498,21.5332,68.4799,18.9281,34.2799,6.5254,2.9361,31.5201,7.7453,2.784,139.6464,0.0353,0.0707,3313525534,6.51,6.86,--,81.9954,172.6821,126.2522,60.9426,1.1887,75.713,112.6267,0.7991,--,0.1624,554.1872,0.2239,401.9652,0.3663,1.773,1.4385,97.0051,2722.2896,0.2192,44.9954,7.114,--,122.2449,49.0278,13.6521,--,56.7794,109.1361,196.5314,--,55.0046,69206125143.92,-0.1209,-0.0187,-0.6386,-0.0341,-4.4649,--,--,--,109408868.88,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2010-12-31,0.7914,0.97,0.97,0.96,4.7392,4.729,0.094,2.598,0.9334,--,7.283,29.7941,9.4596,20.4244,16.6928,69.6556,14.2516,106.6751,22.5089,9.8169,30.3444,12.1662,1.0506,177.0924,0.0252,0.2977,9591511511.46,17.02,33.41,4633371902.38,55.0545,89.6773,257.6027,85.2489,5.3562,67.2118,120.004,2.9999,9.3672,0.6638,542.332,0.9929,362.5743,1.8313,1.7077,1.3736,103.6022,1352.61,0.2618,43.6135,7.64,743.9614,129.2868,57.6971,14.9063,69.8211,67.8041,112.0816,196.8586,5.8623,56.3865,62995275498.09,0.0169,0.0087,0.1188,0.0153,2.0984,--,--,--,94487195.88,0,0,--,450569909.11,45063353.12,72376496.55,--,--,--,--,--,11933860.16,9991680.82,19604691.52
2010-09-30,0.622,0.6431,0.6431,--,3.0932,3.0815,-0.555,1.0581,0.832,--,6.119,27.9568,7.2895,18.2276,15.1052,71.4704,12.8245,62.2048,20.1101,6.119,28.5296,11.4548,0.8604,183.6883,0.0393,0.0815,6682037892.36,20.59,23.57,--,61.2903,79.5853,119.9476,71.1743,3.5427,76.2131,106.0071,2.547,15.03,0.5684,475.0176,0.9235,292.366,2.0852,1.2708,0.9807,55.5491,1382.3723,0.6213,30.4275,8.2697,--,228.6498,97.018,21.3702,--,123.3858,188.6992,165.7139,0,69.5725,50093549599.13,-0.1144,-0.0546,-0.8923,-0.0785,-11.1094,--,--,--,76351577.66,0,0,--,--,--,--,--,--,--,--,--,--,--,--
2010-06-30,1.0976,1.1767,1.1767,1.1615,7.3857,7.3321,-0.6553,2.6451,3.2811,--,4.4109,28.4168,5.2097,19.2641,15.7073,71.0902,13.4464,184.0042,24.9137,7.3948,28.9098,10.9693,1.441,178.6884,0.0301,0.1191,4571925930.68,15.24,18.17,2173951534.78,73.6185,96.3048,130.0275,81.2405,2.5307,71.1266,105.8014,1.7013,4.863,0.3874,464.636,0.6132,293.5421,1.4468,1.3732,1.0654,64.6708,1442.1372,0.9655,29.6817,17.1213,423.6305,236.9076,74.2535,36.5815,70.1325,117.0849,217.7634,147.4835,7.0065,70.3183,49045517950.7,-0.0803,-0.0263,-0.5971,-0.0375,-5.5427,--,--,--,77835763.05,0,0,--,345047187.96,101050026.83,115106235.25,--,--,--,--,--,--,--,22783457.23
2010-03-31,0.3781,0.4145,0.4145,0,6.9827,6.7829,0.091,2.6401,2.8498,0,1.733,25.8321,1.9354,18.2922,15.0092,73.6798,12.6331,37.8066,5.4143,1.733,26.3202,10.0413,2.7292,167.7003,0,0.0352,1523753390.1,5.46,7.67,0,67.7173,145.2661,142.1915,74.9279,1.0096,89.1442,140.647,0.6399,3.7093,0.1532,587.4674,0.2352,382.6531,0.5501,1.3488,1.0165,65.266,1298.9492,0.3011,32.0071,5.3741,--,212.4306,82.8956,14.3764,--,96.814,176.6472,167.6247,0,67.9929,43000495838.79,0.0304,0.0042,0.2407,0.0061,0.8153,--,--,--,80909708.66,0,0,--,--,--,--,--,--,--,--,--,--,--,--
2009-12-31,1.4457,1.418,1.418,1.3727,4.592,4.4168,0.7969,0.0319,2.9183,--,7.113,25.1992,8.4681,15.7441,13.1482,74.2806,11.6501,226.4058,49.3039,11.1393,25.7194,11.6951,3.4411,185.0428,0,-0.012,5231890426.08,32.1039,38.12,2296596441.65,53.24,51.7711,43.7805,47.071,4.7378,75.9846,133.5559,2.6955,7.6928,0.7269,495.2538,1.2041,298.9785,3.1877,1.0536,0.7309,39.6755,921.7642,2.2083,22.5931,6.7662,241.5653,342.6131,135.5123,23.0462,69.906,176.0957,282.9037,145.6934,9.3528,77.4069,34005753115.31,0.0642,0.0392,0.5512,0.0507,6.8605,--,--,--,79128019.1,0,0,--,--,17880414.65,70431808.21,--,--,--,--,--,--,--,17552583.61
2009-09-30,1.0202,1.0041,1.0041,--,4.142,3.9637,0.7494,0.0076,2.648,--,5.8324,25.3761,6.5163,15.8633,13.3053,74.1999,11.518,102.0164,24.6299,5.8324,25.9041,11.3773,2.5989,186.0056,0.011,0.1601,3760436023.45,25.33,--,--,49.6531,22.2402,32.9976,68.7169,3.2345,83.475,137.6638,1.9613,13.3662,0.5657,477.2848,0.9219,292.8734,2.4148,1.0491,0.6997,31.9111,728.4106,3.9414,23.6802,11.4416,--,322.2932,108.2562,32.5769,--,160.5624,297.7891,130.4318,0,76.3198,29264648609.32,0.0846,0.0428,0.7345,0.0561,7.252,--,--,--,89096994.38,0,0,--,--,--,--,--,--,--,--,--,--,--,--
2009-06-30,0.7246,0.7132,0.7132,0.7018,4.1608,3.9711,0.4129,0.0086,2.6214,--,4.0724,25.4044,4.3921,16.3583,13.6957,74.2164,11.8924,155.8225,37.4499,8.7582,25.7566,10.9427,2.0952,181.5561,0.138,-0.0283,2354167524.16,17.96,19.372,1067484897.51,49.0754,21.2738,37.4795,97.3834,2.1043,85.5391,138.1215,1.3032,4.1314,0.3693,487.4086,0.6025,298.7552,1.5878,1.06,0.7193,30.7726,717.2692,2.7795,23.3865,9.7394,278.9627,327.5977,115.0068,29.4013,64.1463,162.9021,291.3578,134.2764,8.3834,76.6135,27061019801.13,0.0678,0.0232,0.5698,0.0303,3.9735,--,--,--,87798333.52,0,0,--,699518973.86,81782185.25,58892978.71,--,--,--,--,--,40941915.2,13411960.47,8273690.22
2009-03-31,0.1998,0.1977,0.1977,0,3.7362,3.5562,-0.4228,0.0077,2.2059,--,1.236,24.8407,1.2738,11.8993,10.0772,74.837,8.6388,19.9756,5.3465,1.236,25.163,14.0199,5.0847,234.0875,0,0.0183,873655830.69,5.56,0,0,38.651,-17.3701,38.0817,127.8724,0.8572,104.993,182.5558,0.493,--,0.1475,610.1695,0.2424,371.2871,0.6379,1.0742,0.6801,28.3741,382.67,2.6436,23.1178,11.1464,--,332.5669,113.6363,32.5307,--,168.4267,294.1172,133.6372,--,76.8822,24581834474.02,-0.1828,-0.0262,-2.1163,-0.034,-4.6014,--,--,--,87901821.85,0,0,--,--,--,--,--,--,--,--,--,--,--,--
2008-12-31,1.0478,1.0318,1.0318,0.9691,3.5132,3.3415,0.2055,0.007,2.0082,--,6.8927,27.1231,10.0696,15.1392,12.2491,72.6384,11.7629,181.1484,51.5627,11.9162,27.3616,14.1552,7.6152,205.8529,0,1.8523,3674844082.02,30.88,35.91,1473939553.39,50.9856,19.7314,42.4652,170.9981,5.0456,71.3493,142.7099,2.5226,8.2238,0.8561,420.5116,1.3321,270.25,2.9796,1.0785,0.6804,32.1887,656.9345,3.0051,23.1102,13.2563,240.9859,332.7103,108.3587,36.452,65.6238,170.5148,300.4688,129.6864,9.5898,76.8898,23121994122.85,0.0231,0.0135,0.1962,0.0176,2.4065,--,--,--,86452229.99,0,0,--,408268902.18,70963339.56,55085288.63,--,--,--,--,--,49238032.56,5711096.1,18315539.96
2008-09-30,0.918,0.9153,0.9153,0.8988,3.4258,3.2492,0.023,0.0074,1.9932,--,8.05,28.1496,10.7916,18.4461,15.1705,71.664,14.101,91.8013,26.7974,8.05,28.336,12.036,2.3029,181.9183,--,0.3956,2787400334.91,28.17,0,0,60.3874,54.4096,60.941,130.3947,3.9822,67.8017,125.4589,2.1521,--,0.7653,352.8028,1.156,233.564,2.21,1.3252,0.8389,31.7696,936.4589,1.0589,30.0401,16.1789,--,232.8887,81.6478,35.0049,--,125.6215,210.2615,150.3407,--,69.9599,17345412072.69,0.0035,0.002,0.025,0.0029,0.4285,--,--,--,1857374200.58,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2008-06-30,0.5975,0.5932,0.5932,0.5793,3.0265,2.9263,-0.1681,0.008,1.6711,--,6.6282,29.636,8.1712,21.1682,16.8924,70.187,14.6187,86.8498,28.6964,9.6353,29.813,11.5836,2.8929,170.8443,0.0378,0.8767,1842225989.37,20.27,22.1125,881064850.48,72.4572,76.5831,61.6398,96.0875,2.8855,62.3809,131.3869,1.37,5.6973,0.559,322.0036,0.7353,244.798,1.4882,1.5206,0.9833,39.0513,1256.4186,0.2146,33.5767,5.6674,416.7745,197.826,58.2319,14.4415,72.8198,68.061,167.9766,172.5682,8.0563,66.4233,13709875266.83,-0.0411,-0.0187,-0.2814,-0.0281,-3.6767,--,--,--,76539729.93,0,0,--,252654692.43,69626491.74,58397504.06,--,--,--,--,--,7995916.82,2653017.43,8450859.11
2008-03-31,0.4835,0.4807,0.4807,--,5.4116,5.2489,-0.8941,0.3178,3.4364,--,3.4085,32.1401,3.8065,22.8708,18.5025,67.7024,14.4956,48.3495,8.9344,3.4085,32.2976,12.0762,-0.9337,175.8013,0,0.4879,815268787.79,9.16,--,--,95.5971,75.0314,61.6618,81.8279,1.2483,72.0981,155.5479,0.5786,--,0.2626,342.7266,0.3428,262.5438,0.6449,1.3841,0.844,22.7871,1278.4123,0.2307,38.1507,5.0251,--,162.1185,49.7994,11.6388,--,56.3589,161.8343,156.0975,--,61.8493,10787541896.74,-0.2681,-0.063,-1.8492,-0.1019,-11.1136,--,--,--,96050391.38,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2007-12-31,1.7503,1.7536,1.7536,1.7297,4.932,4.772,0.6048,0.3215,2.9557,--,15.6008,28.3117,19.1526,18.0523,15.1335,71.374,14.8334,221.106,44.8312,19.7079,28.626,12.5325,1.3782,186.2141,0,5.4909,2540563442.42,36.75,45,1315407001.68,92.6662,175.1033,59.4325,58.9558,6.8699,52.4025,116.1703,3.0989,9.0207,1.2912,278.8104,1.7819,202.0315,2.9405,1.4245,0.8324,26.4676,2168.0676,0.1716,43.9602,3.7955,348.0537,127.4783,54.0067,7.9477,75.4616,58.6696,127.1352,170.6841,12.6303,56.0398,8532161738.17,0.0513,0.0539,0.3455,0.0962,10.3475,--,--,--,91788656.74,--,--,--,186354650.67,77888178.88,70581406.36,--,--,--,--,--,8137601.02,9793654.76,5552981.9
2007-09-30,1.1891,1.1918,1.1918,1.195,4.2572,4.207,0.1984,0.3164,2.5763,--,12.0113,27.3693,14.024,17.3008,14.8035,72.3194,14.6469,118.9062,27.9309,12.0113,27.6806,11.4372,-0.713,188.177,0,--,1689744730.76,28.33,0,0,80.1444,135.3684,51.9634,54.4915,4.9266,54.8045,117.1824,2.3041,--,0.9575,281.9843,1.2721,212.2475,2.2088,1.4949,0.9001,23.4247,2016.266,0.1519,43.0038,3.9848,--,132.5376,44.1688,8.4804,--,48.2615,132.5376,169.4752,--,56.9962,7528564299.48,0.0244,0.02,0.1669,0.0352,3.7813,--,--,--,71889437.05,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2007-06-30,0.6767,0.6782,0.6782,0.6825,3.7448,3.6934,0.1198,0.3164,2.0627,--,7.3604,27.2101,8.3275,16.7577,14.2325,72.4252,14.2771,109.376,29.2078,11.897,27.5748,11.6046,-1.4259,192.3991,0,-2.7491,980780615.55,18.36,20.1286,519033039.41,53.6709,99.1555,42.0948,42.0179,3.0531,58.9565,123.1106,1.4621,4.0048,0.5833,308.5891,0.7808,230.5328,1.3862,1.4291,0.8907,28.4831,1890.4787,0.1819,40.7323,4.2908,320.6489,145.5053,47.6403,9.5302,73.685,52.6588,145.4796,162.7341,12.7031,59.2677,6991713259.33,0.0253,0.013,0.177,0.022,2.3697,--,--,--,55768833.61,0,0,--,136899876.73,76092429.88,76953958.39,--,--,--,--,--,29975062.08,6715694.41,1351525.1
2007-03-31,0.4143,0.4172,0.4172,--,5.0212,4.9431,-0.4779,0.9747,2.4939,--,3.5409,30.0356,3.718,19.5098,16.4511,69.6233,16.1988,41.435,8.252,3.5409,30.3767,12.4298,-3.3205,186.8468,0.0965,-1.3968,389518168.04,8.44,--,--,45.7748,187.5628,38.3177,34.2662,1.2623,71.2984,168.0045,0.5357,--,0.2295,392.1569,0.3164,284.4501,0.5295,1.3204,0.7668,28.4722,1475.9903,0.008,42.9097,0.1455,--,133.0476,57.7677,0.3378,--,57.9636,132.9334,167.8992,--,57.0903,5932830982.06,-0.1868,-0.0408,-1.1533,-0.0715,-7.1776,--,--,--,55638358.37,0,--,--,--,--,--,--,--,--,--,--,--,--,--
2006-12-31,0.9543,--,--,0.9821,4.6402,4.5318,0.8611,0.9747,2.108,4.4748,9.0142,26.3251,10.1425,11.7464,10.8292,73.2639,10.3885,151.3236,32.6116,14.2933,26.8465,15.0418,-4.4146,252.6159,0,-1.5295,1226108857.05,20.9304,24.531,497926394.63,42.0473,56.356,32.9192,28.6159,5.0355,71.4924,130.9139,2.7499,5.0021,0.9763,368.7391,1.4284,252.0302,2.2596,1.2461,0.7457,32.9918,1061.6242,0.0117,43.8288,0.1608,257.9806,128.1605,68.9182,0.3655,76.2933,69.1711,127.9609,169.567,16.9892,56.1712,5367631880.89,0.0937,0.0813,0.9023,0.1448,14.5443,--,--,--,237159432.08,0,0,--,171904536.45,90879515.19,51257908.25,--,--,--,--,--,20672415.59,684571.16,715610.87
2006-09-30,0.7578,--,--,0,4.2022,4.124,0.2801,0.7677,1.9772,4.0773,7.884,25.71,8.4939,12.7462,11.4915,73.8406,11.2103,128.9375,30.6837,13.4147,26.2009,13.2541,-2.8985,230.4069,--,--,881128606.77,18.13,0,0,40.6434,59.4503,25.5119,21.49,3.2915,82.0295,119.3159,2.2629,3.5371,0.7577,356.3416,1.106,244.123,1.7573,1.2534,0.7923,24.0837,1208.821,0.0125,43.7192,0.1771,215.7477,128.7324,68.0847,0.4034,78.559,68.3605,128.3564,168.2831,20.264,56.2808,4873125619.61,0.0414,0.0291,0.3696,0.0518,5.2091,--,--,--,60708087.28,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2006-06-30,0.5097,--,--,0.5084,3.9531,3.8783,0.2305,0.7677,1.7314,3.8382,5.2487,24.7412,5.6813,12.3753,11.0036,74.67,11.0164,100.6334,25.4569,10.3636,25.3857,12.5446,-1.1211,227.6948,--,0.5301,580324155.28,12.94,13.7122,257735199.79,37.5794,57.336,23.6722,25.336,2.1782,82.637,103.5078,1.739,2.4056,0.5157,349.0401,0.7501,239.968,1.243,1.1974,0.8408,28.9356,1027.6899,0.0151,40.7103,0.1753,200.4673,145.6382,72.0265,0.4287,79.8805,72.3367,145.1647,159.7806,20.3077,59.2897,4923120196.93,0.0498,0.0237,0.4522,0.04,4.0281,--,--,--,60943182.56,0,--,--,221769179.04,80216642.14,34231701.61,--,--,--,--,--,24933649.59,997450.93,570347.74
2006-03-31,0.1441,--,--,0,3.6302,3.5576,-0.0862,0.7671,1.4113,3.5212,1.6533,23.9351,1.7005,8.8467,8.0391,75.3069,8.2117,60.7911,16.7459,6.9751,24.7266,14.055,-3.9541,300.2161,0,-2.8553,212933340.63,3.99,0,0,26.893,4.0915,20.5716,18.8253,0.9108,98.8142,135.8286,0.6626,0.9373,0.2071,434.5727,0.3072,292.9688,0.4928,1.1768,0.7693,23.5944,641.384,0.0191,41.6528,0.1953,194.1453,140.0798,76.1623,0.4667,80.1248,76.5195,139.461,161.334,21.4545,58.3472,4418706641.95,-0.0491,-0.0099,-0.598,-0.0169,-1.7076,--,--,--,76315460.52,0,0,--,--,--,--,--,--,--,--,--,--,--,--
2005-12-31,0.6104,--,--,0.6179,3.491,3.4157,0.9127,0.7671,1.2694,3.3851,7.415,25.8638,7.9813,10.6015,9.8923,73.3384,9.4378,103.9496,29.7767,12.6282,26.6616,16.0873,-3.1094,270.3986,0,-7.7359,848044245.38,17.9286,19.1229,313284669.99,-3.0046,-18.3418,6.6807,16.5396,3.7694,95.5059,143.3121,2.512,4.4979,0.8457,425.6829,1.2563,286.5558,1.9124,1.1675,0.7561,27.3325,953.2679,0.0216,42.4098,0.2068,186.242,135.7945,78.2938,0.4852,81.3709,78.6756,135.0627,162.8339,22.7713,57.5902,4173381910.84,0.1411,0.1109,1.4953,0.1925,19.4269,--,--,--,78719088.41,0,0,--,165318638.16,62763412.88,26640838.77,--,--,--,--,--,4796386.96,436484.99,448863
2005-09-30,0.4753,--,--,0,3.348,3.2735,0.4361,0.7604,1.2262,3.2538,6.0071,25.4258,6.3473,11.1614,10.2599,73.789,9.8881,88.1151,26.3186,11.1376,26.211,15.2035,-2.9153,253.7389,0,-1.9019,619572957.7,14.57,0,0,-6.6517,-29.4538,5.343,20.7082,2.5975,103.9461,139.9544,1.9292,4.7813,0.6419,420.6263,0.9412,286.8678,1.452,1.1919,0.7874,23.6808,1126.0043,0,42.3183,0,331.7412,136.3046,74.9599,0,71.3169,74.9599,135.3634,162.2951,12.7564,57.6817,4011132186.49,0.0907,0.0551,0.9176,0.0956,9.6229,--,--,--,93783277.53,0,0,--,--,--,--,--,--,--,--,--,--,--,--
2005-06-30,0.3239,--,--,0.3348,3.1964,3.1249,0.2716,0.7601,1.0779,3.1059,4.1812,24.2581,4.3743,10.8732,9.9747,74.836,9.6331,70.6538,22.104,9.1197,25.164,14.283,-2.3924,247.8212,0,-0.9968,413573912.87,10.51,10.3947,169734839.74,-6.0467,-35.1528,6.6132,27.584,1.8046,99.7451,129.599,1.3889,3.3323,0.4541,396.3885,0.6664,270.108,1.0397,1.1693,0.7752,20.5216,1235.1322,0,41.258,0,314.296,142.3773,77.1628,0,72.6635,77.1628,141.2876,159.1223,13.1271,58.742,3927936759.27,0.0808,0.0351,0.8384,0.0597,6.0135,--,--,--,81841281.16,0,0,--,121641742.54,41511886.34,15855985.75,--,--,--,--,--,1838101.7,432484.99,489186
2005-03-31,0.1384,--,--,0,3.0108,2.9356,-0.2616,0.7601,0.8887,2.9212,1.8873,26.1173,1.9229,11.1781,10.1801,72.9488,10.0105,50.0366,16.6189,6.822,27.0512,16.0899,-1.8246,259.6869,2.8896,-0.5157,183105138.25,4.7465,0,0,-13.7793,-33.8968,11.6463,30.8936,0.7697,116.9287,165.6848,0.5432,1.388,0.1921,468.506,0.2824,318.6969,0.4402,1.1617,0.7256,17.0203,896.1633,0,41.0495,0,303.7354,143.6082,78.1254,0,73.2532,78.1254,142.4485,158.1055,13.5149,58.9505,3718658951.53,-0.1892,-0.0357,-1.8896,-0.0605,-6.0989,--,--,--,82235980.54,0,0,--,--,--,--,--,--,--,--,--,--,--,--
2004-12-31,0.7475,--,--,0.7631,3.2724,3.1962,0.4597,0.76,1.1493,3.1815,10.5823,26.2122,12.2658,12.7788,11.5123,73.3005,11.2104,108.6493,33.2021,15.3823,26.6995,15.0398,-1.5787,230.9223,0,-0.8994,886091933.76,23.6257,26.9429,386912907.6,188.107,63.7523,31.56,37.836,5.1347,70.1112,117.0694,3.0751,7.3329,1.0941,329.0376,1.6244,221.6203,2.3152,1.2877,0.7943,26.7544,908.1164,0.0158,46.3291,0.241,326.8363,115.8469,68.4724,0.5175,74.7039,68.8286,114.6876,173.285,14.175,53.6709,3581083661.15,0.0689,0.0651,0.615,0.1213,12.3041,--,--,--,82661192.67,0,0,--,146230647.07,26389831.02,11086887.15,--,--,--,--,--,5356981.81,281962.01,357038.82
2004-09-30,0.6737,--,--,0,3.1782,3.1025,0.0905,0.7452,1.1869,3.0894,10.2784,26.6525,11.5368,15.2071,13.2862,72.7921,13.0842,99.1126,31.1851,15.1219,27.2079,13.6469,-0.4255,201.4658,0,0.0239,695743644.79,21.8,0,0,241.7911,113.6604,34.3608,91.2291,3.6153,74.6826,106.2198,2.5419,6.0986,0.8817,306.2266,1.3118,205.8241,1.8176,1.3433,0.8563,14.9411,1348.2983,0.015,48.4908,0.2597,364.8189,106.2248,65.8035,0.5327,73.2924,66.1559,104.8074,183.8765,13.2917,51.5092,3322999843.71,0.0176,0.0138,0.1343,0.0268,2.7304,--,--,--,79148896.03,0,0,--,--,--,--,--,--,--,--,--,--,--,--
