,摊薄每股收益(元),加权每股收益(元),每股收益_调整后(元),扣除非经常性损益后的每股收益(元),每股净资产_调整前(元),每股净资产_调整后(元),每股经营性现金流(元),每股资本公积金(元),每股未分配利润(元),调整后的每股净资产(元),总资产利润率(%),主营业务利润率(%),总资产净利润率(%),成本费用利润率(%),营业利润率(%),主营业务成本率(%),销售净利率(%),股本报酬率(%),净资产报酬率(%),资产报酬率(%),销售毛利率(%),三项费用比重,非主营比重,主营利润比重,股息发放率(%),投资收益率(%),主营业务利润(元),净资产收益率(%),加权净资产收益率(%),扣除非经常性损益后的净利润(元),主营业务收入增长率(%),净利润增长率(%),净资产增长率(%),总资产增长率(%),应收账款周转率(次),应收账款周转天数(天),存货周转天数(天),存货周转率(次),固定资产周转率(次),总资产周转率(次),总资产周转天数(天),流动资产周转率(次),流动资产周转天数(天),股东权益周转率(次),流动比率,速动比率,现金比率(%),利息支付倍数,长期债务与营运资金比率(%),股东权益比率(%),长期负债比率(%),股东权益与固定资产比率(%),负债与所有者权益比率(%),长期资产与长期资金比率(%),资本化比率(%),固定资产净值率(%),资本固定化比率(%),产权比率(%),清算价值比率(%),固定资产比重(%),资产负债率(%),总资产(元),经营现金净流量对销售收入比率(%),资产的经营现金流量回报率(%),经营现金净流量与净利润的比率(%),经营现金净流量对负债比率(%),现金流量比率(%),短期股票投资(元),短期债券投资(元),短期其它经营性投资(元),长期股票投资(元),长期债券投资(元),长期其它经营性投资(元),1年以内应收帐款(元),1-2年以内应收帐款(元),2-3年以内应收帐款(元),3年以内应收帐款(元),1年以内预付货款(元),1-2年以内预付货款(元),2-3年以内预付货款(元),3年以内预付货款(元),1年以内其它应收款(元),1-2年以内其它应收款(元),2-3年以内其它应收款(元),3年以内其它应收款(元)
2018-03-31,0.2219,0.22,0.22,--,6.1304,5.85,0.1744,0.4263,3.1453,--,0.2984,--,0.3008,255.1804,--,--,--,22.1851,3.6189,0.2984,50.8555,--,3.9726,-1.9824,--,--,-2015000000,3.63,3.85,77795000000,--,4.0012,6.8428,6.3796,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,8.2469,--,--,1112.5827,--,--,--,1212.5827,0,--,--,91.7531,26493781000000,--,0.0023,0.7861,0.0026,--,--,--,--,31980000000,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2017-12-31,0.8065,0.79,0.79,0.78,6.0073,5.73,2.1629,0.4263,3.0795,--,1.1019,--,1.1447,196.9031,--,--,--,115.7025,19.2602,1.5808,49.8061,--,4.0385,-2.0472,--,--,-7465000000,13.45,14.35,283963000000,--,2.9899,8.0707,8.0779,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,8.2074,--,983.0557,1118.4195,--,--,63.55,1218.4195,0,--,0.8349,91.7926,26087043000000,--,0.0295,2.6817,0.0322,--,--,--,--,32441000000,3542184000000,--,--,--,--,--,--,--,--,--,--,--,--,--
2017-09-30,0.6428,0.64,0.64,--,5.8954,5.62,2.0112,0.4265,3.0425,--,0.8891,--,0.9181,233.3615,--,--,--,64.2766,10.9029,0.8891,54.2747,--,2.7429,-1.9204,--,--,-5622000000,10.91,11.65,226538000000,--,2.514,7.5306,8.9583,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,8.1551,--,--,1126.2283,--,--,--,1226.2283,0,--,--,91.8449,25764798000000,--,0.0278,3.1289,0.0303,--,--,--,--,31006000000,3319221000000,--,--,--,--,--,--,--,--,--,--,--,--,--
2017-06-30,0.4312,0.43,0.43,0.43,5.6975,5.42,0.9723,0.4265,2.8323,--,0.6024,--,0.6191,245.6256,--,--,--,77.2537,13.5592,1.0792,53.9449,--,2.5054,-1.9888,--,--,-3908000000,7.58,7.845,152153000000,--,2.0119,8.7193,8.4581,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,7.9589,--,928.2941,1156.4571,--,--,64.2625,1256.4571,0,--,0.8574,92.0411,25514046000000,--,0.0136,2.2549,0.0148,--,--,--,--,32220000000,3090298000000,--,--,--,--,--,--,--,--,--,--,--,--,--
2017-03-31,0.2133,0.21,0.21,--,5.7378,5.46,0.3067,0.4265,2.8513,--,0.3053,--,0.31,256.9667,--,--,--,21.3316,3.7178,0.3053,51.9209,--,2.3199,-1.8614,--,--,-1839000000,3.73,3.95,75497000000,--,1.4993,9.1187,8.8344,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,8.2111,--,--,1117.8626,--,--,--,1217.8626,0,--,--,91.7889,24904936000000,--,0.0044,1.4377,0.0048,--,--,--,--,30830000000,2985395000000,--,--,--,--,--,--,--,--,--,--,--,--,--
2016-12-31,0.7831,--,--,--,5.5587,5.29,0.6712,0.4265,2.6393,--,1.1563,--,1.2044,188.7409,--,--,--,78.3112,14.088,1.1563,53.3096,--,3.5741,-4.7674,--,--,-17319000000,14.1261,--,--,--,0.4991,10.0329,8.6785,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,8.2079,--,--,1118.3382,--,--,--,1218.3382,0,--,--,91.7921,24137265000000,--,0.0099,0.8571,0.0108,--,--,--,--,30077000000,2973042000000,--,--,--,--,--,--,--,--,--,--,--,--,--
2016-09-30,0.627,0.63,0.63,--,5.4825,5.21,0.7963,0.4264,2.5843,--,0.945,--,0.9746,219.8936,--,--,--,62.7004,11.4365,0.945,55.7251,--,2.7257,-5.0361,--,--,-14598000000,11.47,12.3975,221802000000,--,0.5295,15.5764,6.9738,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,8.2634,--,--,1110.1603,--,--,--,1210.1603,0,--,--,91.7366,23646472000000,--,0.012,1.27,0.0131,--,--,--,--,28101000000,2937066000000,--,--,--,--,--,--,--,--,--,--,--,--,--
2016-06-30,0.4227,0.42,0.42,0.42,5.2406,4.99,0.8351,0.4264,2.3808,--,0.6404,--,0.6588,215.779,--,--,--,72.9558,13.9213,1.1053,54.2699,--,2.6052,-6.9035,--,--,-13467000000,8.09,8.415,149495000000,--,0.8231,15.7495,4.9383,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,7.9398,--,928.1295,1159.4826,--,--,64.7902,1259.4826,0,--,0.8555,92.0602,23524327000000,--,0.0127,1.9756,0.0137,--,--,--,--,26096000000,3133551000000,--,--,--,--,--,--,--,--,--,--,--,--,--
2016-03-31,0.2102,0.21,0.21,--,5.2583,5,0.5601,0.4264,2.4035,--,0.3273,--,0.3322,204.7635,--,--,--,21.0165,3.9968,0.3273,50.2979,--,2.4489,-10.3919,--,--,-10176000000,4.01,4.28,74466000000,--,0.6003,15.594,6.9483,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,8.1897,--,--,1121.0438,--,--,--,1221.0438,0,--,--,91.8103,22883325000000,--,0.0087,2.6649,0.0095,--,--,--,--,25213000000,2945719000000,--,--,--,--,--,--,--,--,--,--,--,--,--
2015-12-31,0.7792,0.77,0.77,0.76,5.0519,4.8,3.1755,0.4264,2.1941,--,1.2504,--,1.2972,164.9996,--,--,--,106.5147,21.0842,1.7093,51.5354,--,3.8843,-11.6509,--,--,-42320000000,15.49,17.1,274467000000,--,0.519,17.1219,7.7624,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,8.1069,--,917.2843,1133.521,--,--,65.8258,1233.521,0,--,0.8838,91.8931,22209780000000,--,0.051,4.0752,0.0555,--,--,--,--,24185000000,2870353000000,--,--,--,--,--,--,--,--,--,--,--,--,--
2015-09-30,0.6237,0.62,0.62,--,4.7436,4.62,2.1117,0.4266,2.1868,--,1.0056,--,1.0408,189.7825,--,--,--,62.3701,13.1482,1.0056,55.0626,--,3.1726,-11.1063,--,--,-32266000000,13.2,13.95,220692000000,--,0.6502,18.0314,9.6966,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,7.6483,--,--,1207.4788,--,--,--,1307.4788,0,--,--,92.3517,22104917000000,--,0.034,3.3858,0.0369,--,--,--,--,25590000000,2815399000000,--,--,--,--,--,--,--,--,--,--,--,--,--
2015-06-30,0.4193,0.42,0.42,0.42,4.5275,4.4,3.041,0.427,1.9829,--,0.6666,--,0.6946,192.3373,--,--,--,68.6475,15.1623,1.0914,54.2746,--,3.8058,-11.1297,--,--,-21667000000,9.3,9.43,148176000000,--,0.7043,18.6932,10.41,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,7.1982,--,893.4719,1289.2403,--,--,65.4736,1389.2403,0,--,0.8056,92.8018,22417295000000,--,0.0483,7.2534,0.0521,--,--,--,--,27577000000,2646489000000,--,--,--,--,--,--,--,--,--,--,--,--,--
2015-03-31,0.2089,0.21,0.21,--,4.5489,4.52,1.4542,0.427,2.031,--,0.348,--,0.3545,199.0011,--,--,--,20.891,4.5925,0.348,53.2054,--,4.428,-11.1112,--,--,-10780000000,4.61,4.8375,73858000000,--,1.3558,18.9549,8.4215,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,7.5772,--,--,1219.7533,--,--,--,1319.7533,0,--,--,92.4228,21396633000000,--,0.0242,6.961,0.0262,--,--,--,--,27408000000,2544829000000,--,--,--,--,--,--,--,--,--,--,--,--,--
2014-12-31,0.7816,0.78,0.78,0.78,4.3489,4.33,0.5699,0.4098,1.8395,--,1.3405,--,1.3979,166.1728,--,--,--,102.9796,23.6796,1.7663,54.5783,--,1.9137,-11.4352,--,--,-41351000000,18.02,19.96,274375000000,--,5.0657,20.2463,8.945,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,7.459,--,893.423,1240.6557,--,--,66.2288,1340.6557,0,--,0.8349,92.541,20609953000000,--,0.0098,0.7292,0.0106,--,--,--,--,28919000000,2566390000000,--,--,--,--,--,--,--,--,--,--,--,--,--
2014-09-30,0.6283,0.62,0.63,--,4.0749,4.06,0.2182,0.3823,1.8194,--,1.096,--,1.1306,192.6382,--,--,--,62.83,15.4188,1.096,58.8439,--,1.316,-10.6685,--,--,-30750000000,15.44,16.14,219956000000,--,7.3305,15.9453,7.5145,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,7.1082,--,--,1306.8213,--,--,--,1406.8213,0,--,--,92.8918,20150956000000,--,0.0038,0.3472,0.0041,--,--,--,--,28860000000,2593886000000,--,--,--,--,--,--,--,--,--,--,--,--,--
2014-06-30,0.4223,0.42,0.42,0.42,3.8688,3.86,1.1898,0.3717,1.6144,--,0.7308,--,0.7566,195.7204,--,--,--,65.5358,16.9397,1.1343,58.9194,--,1.2422,-10.5585,--,--,-20493000000,10.93,10.885,147676000000,--,7.1521,15.6932,8.4404,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,6.6958,--,907.3758,1393.4632,--,--,64.6527,1493.4632,0,--,0.7379,93.3042,20303677000000,--,0.0206,2.8177,0.0221,--,--,--,--,30291000000,2621864000000,--,--,--,--,--,--,--,--,--,--,--,--,--
2014-03-31,0.2091,0.21,0.21,--,3.8787,3.87,0.7057,0.3329,1.6641,--,0.3722,--,0.3801,200.4631,--,--,--,20.9058,5.39,0.3722,58.6351,--,0.7611,-10.6526,--,--,-10190000000,5.4,5.5675,73083000000,--,6.7545,13.7838,7.5033,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,6.9062,--,--,1347.9708,--,--,--,1447.9708,0,--,--,93.0938,19734683000000,--,0.0126,3.3758,0.0135,--,--,--,--,29899000000,2599485000000,--,--,--,--,--,--,--,--,--,--,--,--,--
2013-12-31,0.7484,0.74,0.75,0.75,3.6383,3.63,-0.0055,0.3074,1.4569,--,1.39,--,1.4425,166.9965,--,--,--,96.2128,26.4443,1.7871,57.1616,--,1.3496,-11.0596,--,--,-37441000000,20.61,21.92,261537000000,--,10.1696,13.2928,7.8413,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,6.758,--,937.4133,1379.7262,--,--,64.4838,1479.7262,0,--,0.7209,93.242,18917752000000,--,-0.0001,-0.0074,-0.0001,--,--,--,--,28515000000,2624400000000,--,--,--,--,--,--,--,--,--,--,--,--,--
2013-09-30,0.587,0.58,0.59,--,3.5239,3.51,0.1992,0.3459,1.4094,--,1.0979,--,1.1342,188.9743,--,--,--,58.6959,16.6564,1.0979,59.7481,--,1.6577,-10.5528,--,--,-27928000000,16.69,17.25,205078000000,--,10.8017,14.8906,7.8947,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,6.5914,--,--,1417.1374,--,--,--,1517.1374,0,--,--,93.4086,18742548000000,--,0.0037,0.3394,0.004,--,--,--,--,28534000000,2658787000000,--,--,--,--,--,--,--,--,--,--,--,--,--
2013-06-30,0.396,0.39,0.4,0.39,3.3608,3.35,0.4082,0.3663,1.2211,--,0.7396,--,0.7637,195.8592,--,--,--,59.4614,17.6927,1.1104,59.7417,--,1.8251,-10.4076,--,--,-18613000000,11.81,11.625,138003000000,--,12.3628,15.4942,9.6661,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,6.2761,--,1015.3307,1493.3507,--,--,62.5041,1593.3507,0,--,0.6181,93.7239,18723353000000,--,0.0076,1.0307,0.0081,--,--,--,--,28983000000,2674164000000,--,--,--,--,--,--,--,--,--,--,--,--,--
2013-03-31,0.1968,0.19,0.2,0.2,3.4258,3.42,0.9239,0.3772,1.2615,--,0.3749,--,0.3834,197.9164,--,--,--,19.681,5.7449,0.3749,59.7151,--,1.4875,-10.4508,--,--,-9232000000,5.76,5.9275,--,--,12.1244,17.095,11.7221,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,6.525,--,--,1432.5637,--,--,--,1532.5637,0,--,--,93.475,18357278000000,--,0.0176,4.6942,0.0188,--,--,--,--,31074000000,2638793000000,--,--,--,--,--,--,--,--,--,--,--,--,--
2012-12-31,0.6827,0.67,0.68,0.68,3.2277,3.22,1.526,0.3676,1.0656,--,1.3607,--,1.4458,163.8449,--,--,--,86.4221,26.7753,1.7224,57.2606,--,1.923,-11.3597,--,--,-35066000000,21.2,23.02,237582000000,--,14.5103,17.815,13.3447,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,6.4328,--,1019.0074,1454.5285,--,--,63.5719,1554.5285,0,--,0.6313,93.5672,17542217000000,--,0.0304,2.2351,0.0325,--,--,--,--,33284000000,2576562000000,--,--,--,--,--,--,--,--,--,--,--,--,--
2012-09-30,0.5316,0.52,0.53,0.53,3.0782,3.07,2.5298,0.3688,1.2244,--,1.0691,--,1.1307,184.9661,--,--,--,53.1634,17.271,1.0691,59.5432,--,1.9313,-10.8789,--,--,-26092000000,17.29,18.18,--,--,13.2536,19.2277,14.8354,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,6.19,--,--,1515.5092,--,--,--,1615.5092,0,--,--,93.81,17371150000000,--,0.0509,4.7585,0.0542,--,--,--,--,33246000000,2560186000000,--,--,--,--,--,--,--,--,--,--,--,--,--
2012-06-30,0.3528,0.35,0.35,0.35,2.9126,2.91,2.3503,0.3841,1.0457,--,0.7218,--,0.7572,190.2394,--,--,--,52.0541,17.8718,1.065,60.138,--,2.0929,-10.815,--,--,-17327000000,12.12,12.155,122720000000,--,12.4718,18.3609,14.6146,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,5.9594,--,1003.8063,1578.0268,--,--,63.3676,1678.0268,0,--,0.5937,94.0406,17073050000000,--,0.0481,6.6619,0.0511,--,--,--,--,32313000000,2525686000000,--,--,--,--,--,--,--,--,--,--,--,--,--
2012-03-31,0.1757,0.17,0.18,0.18,2.9284,2.93,1.1443,0.3657,1.0722,--,0.3735,--,0.3847,196.5674,--,--,--,17.5693,5.9996,0.3735,60.7562,--,2.449,-10.8959,--,--,-8698000000,6,6.2,--,--,13.9981,17.2797,14.1849,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,6.2256,--,--,1506.267,--,--,--,1606.267,0,--,--,93.7744,16431196000000,--,0.0243,6.5133,0.0259,--,--,--,--,34409000000,2500723000000,--,--,--,--,--,--,--,--,--,--,--,--,--
2011-12-31,0.5971,--,--,--,2.7438,--,0.9972,0.3621,0.8976,--,1.3468,--,1.4408,161.6348,--,--,--,75.0374,27.3477,1.6925,57.0269,--,3.543,-10.6037,--,--,-28875000000,21.7681,--,--,--,25.5504,16.5721,14.9959,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,6.1887,--,950.6456,1515.838,--,--,65.318,1615.838,0,--,0.651,93.8113,15476868000000,--,0.0225,1.6701,0.024,--,--,--,--,32750000000,2424785000000,--,--,--,--,--,--,--,--,--,--,--,--,--
2011-09-30,0.4698,0.46,0.47,0.47,2.584,2.58,0.489,0.325,0.8609,--,1.084,--,1.1473,187.6974,--,--,--,46.9825,18.1821,1.084,60.0587,--,3.2422,-9.8715,--,--,-20963000000,18.19,18.8025,--,--,28.3133,18.7439,12.7376,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,5.962,--,--,1577.3004,--,--,--,1677.3004,0,--,--,94.038,15127002000000,--,0.0113,1.0409,0.012,--,--,--,--,33180000000,2399262000000,--,--,--,--,--,--,--,--,--,--,--,--,--
2011-06-30,0.314,--,--,--,2.4629,--,0.6805,0.339,0.7053,--,0.7356,--,0.7729,195.1081,--,--,--,45.4164,18.4399,1.0641,60.8123,--,2.9555,-9.536,--,--,-13574000000,12.7542,--,--,--,28.9649,21.1408,14.9353,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,5.7708,--,937.6357,1632.8744,--,--,65.1981,1732.8744,0,--,0.6155,94.2292,14896048000000,--,0.0159,2.1674,0.0169,--,--,--,--,38530000000,2274928000000,--,--,--,--,--,--,--,--,--,--,--,--,--
2011-03-31,0.1542,0.15,0.15,0.15,2.4991,2.5,0.9499,0.3483,0.7303,0,0.3741,--,0.3866,198.8467,--,--,--,15.4249,6.1723,0.3741,61.135,--,2.3344,-9.276,--,--,-6493000000,6.18,6.36,0,--,29.0258,20.4396,14.6304,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,6.0613,--,--,1549.8032,--,--,--,1649.8032,0,--,--,93.9387,14389996000000,--,0.023,6.1582,0.0245,--,--,--,--,38643000000,2286856000000,--,--,--,--,--,--,--,--,--,--,--,--,--
2010-12-31,0.4757,0.48,0.48,0.48,2.3542,2.35,0.797,0.3519,0.5764,--,1.2336,--,1.3154,156.0357,--,--,--,60.179,25.5625,1.5606,56.3223,--,1.9561,-9.9728,--,--,-21484000000,20.13,22.79,164369000000,--,28.3533,21.0216,14.2008,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,6.1051,--,902.2753,1537.9854,--,--,67.4176,1637.9854,0,--,0.6766,93.8949,13458622000000,--,0.0207,1.6755,0.022,--,--,--,--,40325000000,2312781000000,--,--,--,--,--,--,--,--,--,--,--,--,--
2010-09-30,0.3826,0.38,0.38,0.38,2.2738,2.26,1.8797,0.33,0.5636,--,0.9524,--,1.0141,175.2938,--,--,--,38.2598,16.8261,0.9524,59.4829,--,1.6811,-9.4707,0,--,-15752000000,16.88,17.77,--,--,27.244,16.6841,14.9763,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,5.6604,0,--,1666.6621,1766.6621,0,--,1766.6621,0,--,0,94.3396,13417887000000,--,0.0468,4.913,0.0496,--,--,--,--,38880000000,2279470000000,0,--,--,--,--,--,--,--,--,--,--,--,--
2010-06-30,0.2544,0.25,0.25,0.25,2.1244,2.11,1.4475,0.3188,0.4361,--,0.6556,--,0.6867,179.6764,--,--,--,37.4299,17.6188,0.9647,60.693,--,1.639,-9.3567,0,--,-10350000000,12.01,11.95,84344000000,--,27.5502,14.282,13.3387,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,5.4751,0,849.261,1726.4348,1826.4348,0,67.594,1826.4348,0,--,0.6447,94.5249,12960381000000,--,0.0373,5.6903,0.0395,--,--,--,--,36220000000,2075392000000,--,--,--,--,--,--,--,--,--,--,--,--,--
2010-03-31,0.1249,0.12,0.12,0.12,2.1681,2.15,0.852,0.3164,0.4774,--,0.3324,--,0.3429,183.9583,--,--,--,12.4918,5.7615,0.3324,61.7337,--,1.652,-9.4595,0,--,-5119000000,5.78,5.97,--,--,18.238,13.0531,14.3403,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,5.769,0,--,1633.4117,1733.4117,0,--,1733.4117,0,--,0,94.231,12553385000000,--,0.0227,6.8203,0.0241,--,--,--,--,35900000000,1460853000000,--,--,--,--,--,--,--,--,--,--,--,--,--
