,trade_date,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_mv
22,2021-01-27,5.7874,6.2485,0.7003,2.113,2.0677,5.1834,5.1834,180697972.3441
23,2021-01-26,5.7418,6.1992,0.6947,2.0964,2.0514,5.2247,5.2247,179272347.3158
24,2021-01-25,5.7646,6.2238,0.6975,2.1047,2.0595,5.204,5.204,179985159.8299
25,2021-01-22,5.7532,6.2115,0.6961,2.1005,2.0554,5.2143,5.2143,179628753.5729
26,2021-01-21,5.8559,6.3224,0.7085,2.138,2.0922,5.1228,5.1228,182836409.8867
27,2021-01-20,5.8788,6.3471,0.7113,2.1464,2.1003,5.1029,5.1029,183549222.4008
28,2021-01-19,5.9358,6.4087,0.7182,2.1672,2.1207,5.0538,5.0538,185331253.6863
29,2021-01-18,5.8674,6.3348,0.7099,2.1422,2.0962,5.1128,5.1128,183192816.1437
30,2021-01-15,5.8788,6.3471,0.7113,2.1464,2.1003,5.1029,5.1029,183549222.4008
31,2021-01-14,5.7989,6.2608,0.7016,2.1172,2.0718,5.1732,5.1732,181054378.6012
32,2021-01-13,5.776,6.2362,0.6989,2.1089,2.0636,5.1937,5.1937,180341566.087
33,2021-01-12,5.7304,6.1869,0.6933,2.0922,2.0473,5.2351,5.2351,178915941.0587
34,2021-01-11,5.6961,6.1499,0.6892,2.0797,2.0351,5.2665,5.2665,177846722.2874
35,2021-01-08,5.7075,6.1622,0.6906,2.0838,2.0391,5.256,5.256,178203128.5445
36,2021-01-07,5.7075,6.1622,0.6906,2.0838,2.0391,5.256,5.256,178203128.5445
37,2021-01-06,5.6733,6.1252,0.6864,2.0713,2.0269,5.2877,5.2877,177133909.7732
38,2021-01-05,5.6733,6.1252,0.6864,2.0713,2.0269,5.2877,5.2877,177133909.7732
39,2021-01-04,5.719,6.1745,0.692,2.088,2.0432,5.2455,5.2455,178559534.8016
40,2020-12-31,5.6961,6.1499,0.6892,2.0797,2.0351,5.022,5.2665,177846722.2874
41,2020-12-30,5.6619,6.1129,0.6851,2.0672,2.0228,5.0524,5.2984,176777503.5161
42,2020-12-29,5.6847,6.1376,0.6878,2.0755,2.031,5.0321,5.2771,177490316.0303
43,2020-12-28,5.6733,6.1252,0.6864,2.0713,2.0269,5.0423,5.2877,177133909.7732
44,2020-12-25,5.6733,6.1252,0.6864,2.0713,2.0269,5.0423,5.2877,177133909.7732
45,2020-12-24,5.6619,6.1129,0.6851,2.0672,2.0228,5.0524,5.2984,176777503.5161
46,2020-12-23,5.6619,6.1129,0.6851,2.0672,2.0228,5.0524,5.2984,176777503.5161
47,2020-12-22,5.6391,6.0883,0.6823,2.0588,2.0147,5.0729,5.3198,176064691.002
48,2020-12-21,5.7075,6.1622,0.6906,2.0838,2.0391,5.012,5.256,178203128.5445
49,2020-12-18,5.7075,6.1622,0.6906,2.0838,2.0391,5.012,5.256,178203128.5445
50,2020-12-17,5.7418,6.1992,0.6947,2.0964,2.0514,4.9821,5.2247,179272347.3158
51,2020-12-16,5.7075,6.1622,0.6906,2.0838,2.0391,5.012,5.256,178203128.5445
52,2020-12-15,5.719,6.1745,0.692,2.088,2.0432,5.002,5.2455,178559534.8016
53,2020-12-14,5.7646,6.2238,0.6975,2.1047,2.0595,4.9624,5.204,179985159.8299
54,2020-12-11,5.7989,6.2608,0.7016,2.1172,2.0718,4.9331,5.1732,181054378.6012
55,2020-12-10,5.776,6.2362,0.6989,2.1089,2.0636,4.9526,5.1937,180341566.087
56,2020-12-09,5.8217,6.2855,0.7044,2.1255,2.0799,4.9137,5.1529,181767191.1154
57,2020-12-08,5.8445,6.3101,0.7072,2.1339,2.0881,4.8945,5.1328,182480003.6296
58,2020-12-07,5.9244,6.3964,0.7168,2.163,2.1166,4.8285,5.0636,184974847.4292
59,2020-12-04,6.0614,6.5443,0.7334,2.213,2.1656,4.7194,4.9492,189251722.5143
60,2020-12-03,6.1413,6.6305,0.7431,2.2422,2.1941,4.658,4.8848,191746566.3139
61,2020-12-02,6.2212,6.7168,0.7527,2.2714,2.2227,4.5982,4.822,194241410.1135
62,2020-12-01,6.244,6.7415,0.7555,2.2797,2.2308,4.5814,4.8044,194954222.6277
63,2020-11-30,6.0728,6.5566,0.7348,2.2172,2.1696,4.7105,4.9398,189608128.7713
64,2020-11-27,6.1527,6.6429,0.7445,2.2464,2.1982,4.6494,4.8757,192102972.571
65,2020-11-26,5.8103,6.2731,0.703,2.1214,2.0758,4.9234,5.1631,181410784.8583
66,2020-11-25,5.7532,6.2115,0.6961,2.1005,2.0554,4.9722,5.2143,179628753.5729
67,2020-11-24,5.7646,6.2238,0.6975,2.1047,2.0595,4.9624,5.204,179985159.8299
68,2020-11-23,5.7874,6.2485,0.7003,2.113,2.0677,4.9428,5.1834,180697972.3441
69,2020-11-20,5.7418,6.1992,0.6947,2.0964,2.0514,4.9821,5.2247,179272347.3158
70,2020-11-19,5.7532,6.2115,0.6961,2.1005,2.0554,4.9722,5.2143,179628753.5729
71,2020-11-18,5.7418,6.1992,0.6947,2.0964,2.0514,4.9821,5.2247,179272347.3158
72,2020-11-17,5.7075,6.1622,0.6906,2.0838,2.0391,5.012,5.256,178203128.5445
73,2020-11-16,5.6847,6.1376,0.6878,2.0755,2.031,5.0321,5.2771,177490316.0303
74,2020-11-13,5.6619,6.1129,0.6851,2.0672,2.0228,5.0524,5.2984,176777503.5161
75,2020-11-12,5.719,6.1745,0.692,2.088,2.0432,5.002,5.2455,178559534.8016
76,2020-11-11,5.7874,6.2485,0.7003,2.113,2.0677,4.9428,5.1834,180697972.3441
77,2020-11-10,5.7304,6.1869,0.6933,2.0922,2.0473,4.992,5.2351,178915941.0587
78,2020-11-09,5.6847,6.1376,0.6878,2.0755,2.031,5.0321,5.2771,177490316.0303
79,2020-11-06,5.6619,6.1129,0.6851,2.0672,2.0228,5.0524,5.2984,176777503.5161
80,2020-11-05,5.6505,6.1006,0.6837,2.063,2.0187,5.0626,5.3091,176421097.2591
81,2020-11-04,5.6505,6.1006,0.6837,2.063,2.0187,5.0626,5.3091,176421097.2591
82,2020-11-03,5.6505,6.1006,0.6837,2.063,2.0187,5.0626,5.3091,176421097.2591
83,2020-11-02,5.6391,6.0883,0.6823,2.0588,2.0147,5.0729,5.3198,176064691.002
84,2020-10-30,5.6162,5.983,0.6945,2.0505,2.0373,5.0935,5.3415,175351878.4878
85,2020-10-29,5.6619,6.0317,0.7002,2.0672,2.0539,5.0524,5.2984,176777503.5161
86,2020-10-28,5.7075,6.0803,0.7058,2.0838,2.0704,5.012,5.256,178203128.5445
87,2020-10-27,5.7418,6.1168,0.7101,2.0964,2.0829,4.9821,5.2247,179272347.3158
88,2020-10-26,5.7304,6.1046,0.7087,2.0922,2.0787,4.992,5.2351,178915941.0587
89,2020-10-23,5.776,6.1533,0.7143,2.1089,2.0953,4.9526,5.1937,180341566.087
90,2020-10-22,5.776,6.1533,0.7143,2.1089,2.0953,4.9526,5.1937,180341566.087
91,2020-10-21,5.7646,6.1411,0.7129,2.1047,2.0911,4.9624,5.204,179985159.8299
92,2020-10-20,5.6847,6.056,0.703,2.0755,2.0622,5.0321,5.2771,177490316.0303
93,2020-10-19,5.7304,6.1046,0.7087,2.0922,2.0787,4.992,5.2351,178915941.0587
94,2020-10-16,5.6961,6.0681,0.7044,2.0797,2.0663,5.022,5.2665,177846722.2874
95,2020-10-15,5.6276,5.9952,0.6959,2.0547,2.0414,5.0832,5.3306,175708284.7449
96,2020-10-14,5.6162,5.983,0.6945,2.0505,2.0373,5.0935,5.3415,175351878.4878
97,2020-10-13,5.6162,5.983,0.6945,2.0505,2.0373,5.0935,5.3415,175351878.4878
98,2020-10-12,5.6619,6.0317,0.7002,2.0672,2.0539,5.0524,5.2984,176777503.5161
99,2020-10-09,5.6048,5.9709,0.6931,2.0463,2.0332,5.1039,5.3523,174995472.2307
100,2020-09-30,5.6162,5.983,0.6945,2.0505,2.0373,5.0935,5.3415,175351878.4878
101,2020-09-29,5.6048,5.9709,0.6931,2.0463,2.0332,5.1039,5.3523,174995472.2307
102,2020-09-28,5.6391,6.0073,0.6974,2.0588,2.0456,5.0729,5.3198,176064691.002
103,2020-09-25,5.582,5.9465,0.6903,2.038,2.0249,5.1247,5.3742,174282659.7165
104,2020-09-24,5.5934,5.9587,0.6917,2.0422,2.029,5.1143,5.3633,174639065.9736
105,2020-09-23,5.6162,5.983,0.6945,2.0505,2.0373,5.0935,5.3415,175351878.4878
106,2020-09-22,5.6276,5.9952,0.6959,2.0547,2.0414,5.0832,5.3306,175708284.7449
107,2020-09-21,5.6619,6.0317,0.7002,2.0672,2.0539,5.0524,5.2984,176777503.5161
108,2020-09-18,5.6847,6.056,0.703,2.0755,2.0622,5.0321,5.2771,177490316.0303
109,2020-09-17,5.6391,6.0073,0.6974,2.0588,2.0456,5.0729,5.3198,176064691.002
110,2020-09-16,5.6391,6.0073,0.6974,2.0588,2.0456,5.0729,5.3198,176064691.002
111,2020-09-15,5.6162,5.983,0.6945,2.0505,2.0373,5.0935,5.3415,175351878.4878
112,2020-09-14,5.6276,5.9952,0.6959,2.0547,2.0414,5.0832,5.3306,175708284.7449
113,2020-09-11,5.6276,5.9952,0.6959,2.0547,2.0414,5.0832,5.3306,175708284.7449
114,2020-09-10,5.6048,5.9709,0.6931,2.0463,2.0332,5.1039,5.3523,174995472.2307
115,2020-09-09,5.6391,6.0073,0.6974,2.0588,2.0456,5.0729,5.3198,176064691.002
116,2020-09-08,5.6505,6.0195,0.6988,2.063,2.0497,5.0626,5.3091,176421097.2591
117,2020-09-07,5.5934,5.9587,0.6917,2.0422,2.029,5.1143,5.3633,174639065.9736
118,2020-09-04,5.5934,5.9587,0.6917,2.0422,2.029,5.1143,5.3633,174639065.9736
119,2020-09-03,5.6048,5.9709,0.6931,2.0463,2.0332,5.1039,5.3523,174995472.2307
120,2020-09-02,5.6162,5.983,0.6945,2.0505,2.0373,5.0935,5.3415,175351878.4878
121,2020-09-01,5.6619,6.0317,0.7002,2.0672,2.0539,5.0524,5.2984,176777503.5161
122,2020-08-31,5.6619,6.0317,0.7002,2.0672,2.0539,5.0524,5.2984,176777503.5161
123,2020-08-28,5.7075,5.6624,0.7232,2.0838,2.1048,5.012,5.256,178203128.5445
124,2020-08-27,5.6733,5.6284,0.7189,2.0713,2.0922,5.0423,5.2877,177133909.7732
125,2020-08-26,5.6847,5.6398,0.7203,2.0755,2.0964,5.0321,5.2771,177490316.0303
126,2020-08-25,5.7075,5.6624,0.7232,2.0838,2.1048,5.012,5.256,178203128.5445
127,2020-08-24,5.6961,5.6511,0.7218,2.0797,2.1006,5.022,5.2665,177846722.2874
128,2020-08-21,5.719,5.6737,0.7247,2.088,2.109,5.002,5.2455,178559534.8016
129,2020-08-20,5.7075,5.6624,0.7232,2.0838,2.1048,5.012,5.256,178203128.5445
130,2020-08-19,5.7418,5.6964,0.7275,2.0964,2.1175,4.9821,5.2247,179272347.3158
131,2020-08-18,5.7646,5.719,0.7304,2.1047,2.1259,4.9624,5.204,179985159.8299
132,2020-08-17,5.8103,5.7643,0.7362,2.1214,2.1427,4.9234,5.1631,181410784.8583
133,2020-08-14,5.7304,5.6851,0.7261,2.0922,2.1132,4.992,5.2351,178915941.0587
134,2020-08-13,5.6847,5.6398,0.7203,2.0755,2.0964,5.0321,5.2771,177490316.0303
135,2020-08-12,5.6961,5.6511,0.7218,2.0797,2.1006,5.022,5.2665,177846722.2874
136,2020-08-11,5.6847,5.6398,0.7203,2.0755,2.0964,5.0321,5.2771,177490316.0303
137,2020-08-10,5.6961,5.6511,0.7218,2.0797,2.1006,5.022,5.2665,177846722.2874
138,2020-08-07,5.6847,5.6398,0.7203,2.0755,2.0964,5.0321,5.2771,177490316.0303
139,2020-08-06,5.7304,5.6851,0.7261,2.0922,2.1132,4.992,5.2351,178915941.0587
140,2020-08-05,5.7075,5.6624,0.7232,2.0838,2.1048,5.012,5.256,178203128.5445
141,2020-08-04,5.7646,5.719,0.7304,2.1047,2.1259,4.9624,5.204,179985159.8299
142,2020-08-03,5.6847,5.6398,0.7203,2.0755,2.0964,5.0321,5.2771,177490316.0303
143,2020-07-31,5.6619,5.6171,0.7174,2.0672,2.088,5.0524,5.2984,176777503.5161
144,2020-07-30,5.6847,5.6398,0.7203,2.0755,2.0964,5.0321,5.2771,177490316.0303
145,2020-07-29,5.7304,5.6851,0.7261,2.0922,2.1132,4.992,5.2351,178915941.0587
146,2020-07-28,5.6847,5.6398,0.7203,2.0755,2.0964,5.0321,5.2771,177490316.0303
147,2020-07-27,5.6733,5.6284,0.7189,2.0713,2.0922,5.0423,5.2877,177133909.7732
148,2020-07-24,5.6847,5.6398,0.6958,2.0755,2.0964,5.0321,5.2771,177490316.0303
149,2020-07-23,5.7418,5.6964,0.7028,2.0964,2.1175,4.9821,5.2247,179272347.3158
150,2020-07-22,5.8103,5.7643,0.7112,2.1214,2.1427,4.9234,5.1631,181410784.8583
151,2020-07-21,5.8217,5.7756,0.7126,2.1255,2.1469,4.9137,5.1529,181767191.1154
152,2020-07-20,5.8559,5.8096,0.7168,2.138,2.1595,4.885,5.1228,182836409.8867
153,2020-07-17,5.776,5.7304,0.707,2.1089,2.1301,4.9526,5.1937,180341566.087
154,2020-07-16,5.776,5.7304,0.707,2.1089,2.1301,4.9526,5.1937,180341566.087
155,2020-07-15,5.7989,5.753,0.7098,2.1172,2.1385,4.9331,5.1732,181054378.6012
156,2020-07-14,5.8674,5.8209,0.7182,2.1422,2.1638,4.8755,5.1128,183192816.1437
157,2020-07-13,5.9473,5.9002,0.728,2.1714,2.1932,4.81,5.0441,185687659.9434
158,2020-07-10,5.9587,5.9115,0.7294,2.1755,2.1974,4.8008,5.0345,186044066.2005
159,2020-07-09,6.1413,6.0927,0.7517,2.2422,2.2648,4.658,4.8848,191746566.3139
160,2020-07-08,6.244,6.1947,0.7643,2.2797,2.3027,4.5814,4.8044,194954222.6277
161,2020-07-07,6.3468,6.2966,0.7769,2.3172,2.3406,4.5072,4.7266,198161878.9415
162,2020-07-06,6.3924,6.3419,0.7825,2.3339,2.3574,4.475,4.6929,199587503.9698
163,2020-07-03,5.8902,5.8436,0.721,2.1505,2.1722,4.8566,5.093,183905628.6579
164,2020-07-02,5.776,5.7304,0.707,2.1089,2.1301,4.9526,10.1462,180341566.087
165,2020-07-01,5.6961,5.6511,0.6972,2.0797,2.1006,5.022,10.2886,177846722.2874
166,2020-06-30,5.6847,5.6398,0.6958,2.0755,2.0964,5.0321,10.3092,177490316.0303
167,2020-06-29,5.9929,5.9455,0.7316,2.188,2.2101,4.7733,4.7733,187113284.9717
168,2020-06-24,5.9587,5.9115,0.7274,2.1755,2.1974,4.8008,4.8008,186044066.2005
169,2020-06-23,5.8674,5.8209,0.7162,2.1422,2.1638,4.8755,4.8755,183192816.1437
170,2020-06-22,5.8902,5.8436,0.719,2.1505,2.1722,4.8566,4.8566,183905628.6579
171,2020-06-19,5.9358,5.8889,0.7246,2.1672,2.189,4.8192,4.8192,185331253.6863
172,2020-06-18,5.9244,5.8776,0.7232,2.163,2.1848,4.8285,4.8285,184974847.4292
173,2020-06-17,6.0043,5.9568,0.733,2.1922,2.2143,4.7643,4.7643,187469691.2288
174,2020-06-16,6.05,6.0021,0.7385,2.2089,2.2311,4.7283,4.7283,188895316.2572
175,2020-06-15,5.9815,5.9342,0.7302,2.1839,2.2059,4.7824,4.7824,186756878.7146
176,2020-06-12,5.9587,5.9115,0.7274,2.1755,2.1974,4.8008,4.8008,186044066.2005
177,2020-06-11,6.0157,5.9682,0.7343,2.1964,2.2185,4.7552,4.7552,187826097.4859
178,2020-06-10,6.0157,5.9682,0.7343,2.1964,2.2185,4.7552,4.7552,187826097.4859
179,2020-06-09,6.0043,5.9568,0.733,2.1922,2.2143,4.7643,4.7643,187469691.2288
180,2020-06-08,5.9815,5.9342,0.7302,2.1839,2.2059,4.7824,4.7824,186756878.7146
181,2020-06-05,5.9473,5.9002,0.726,2.1714,2.1932,4.81,4.81,185687659.9434
182,2020-06-04,5.913,5.8662,0.7218,2.1589,2.1806,4.8378,4.8378,184618441.1721
183,2020-06-03,5.9244,5.8776,0.7232,2.163,2.1848,4.8285,4.8285,184974847.4292
184,2020-06-02,5.9244,5.8776,0.7232,2.163,2.1848,4.8285,4.8285,184974847.4292
185,2020-06-01,5.8902,5.8436,0.719,2.1505,2.1722,4.8566,4.8566,183905628.6579
186,2020-05-29,5.8445,5.7983,0.7134,2.1339,2.1553,4.8945,4.8945,182480003.6296
187,2020-05-28,5.9016,5.8549,0.7204,2.1547,2.1764,4.8472,4.8472,184262034.915
188,2020-05-27,5.8445,5.7983,0.7134,2.1339,2.1553,4.8945,4.8945,182480003.6296
189,2020-05-26,5.7989,5.753,0.7079,2.1172,2.1385,4.9331,4.9331,181054378.6012
190,2020-05-25,5.8103,5.7643,0.7093,2.1214,2.1427,4.9234,4.9234,181410784.8583
191,2020-05-22,5.7646,5.719,0.7037,2.1047,2.1259,4.9624,4.9624,179985159.8299
192,2020-05-21,5.8217,5.7756,0.7107,2.1255,2.1469,4.9137,4.9137,181767191.1154
193,2020-05-20,5.8445,5.7983,0.7134,2.1339,2.1553,4.8945,4.8945,182480003.6296
194,2020-05-19,5.8445,5.7983,0.7134,2.1339,2.1553,4.8945,4.8945,182480003.6296
195,2020-05-18,5.8217,5.7756,0.7107,2.1255,2.1469,4.9137,4.9137,181767191.1154
196,2020-05-15,5.8103,5.7643,0.7093,2.1214,2.1427,4.9234,4.9234,181410784.8583
197,2020-05-14,5.8217,5.7756,0.7107,2.1255,2.1469,4.9137,4.9137,181767191.1154
198,2020-05-13,5.8559,5.8096,0.7148,2.138,2.1595,4.885,4.885,182836409.8867
199,2020-05-12,5.8559,5.8096,0.7148,2.138,2.1595,4.885,4.885,182836409.8867
200,2020-05-11,5.8674,5.8209,0.7162,2.1422,2.1638,4.8755,4.8755,183192816.1437
201,2020-05-08,5.8217,5.7756,0.7107,2.1255,2.1469,4.9137,4.9137,181767191.1154
202,2020-05-07,5.8217,5.7756,0.7107,2.1255,2.1469,4.9137,4.9137,181767191.1154
203,2020-05-06,5.8331,5.787,0.7121,2.1297,2.1511,4.9041,4.9041,182123597.3725
204,2020-04-30,5.9016,5.8549,0.7204,2.1547,2.1764,4.8472,4.8472,184262034.915
205,2020-04-29,5.8788,5.8323,0.7176,2.1464,2.168,4.866,4.866,183549222.4008
206,2020-04-28,5.8331,5.8331,0.7373,2.1297,2.1297,4.9041,4.9041,182123597.3725
207,2020-04-27,5.8103,5.8103,0.7344,2.1214,2.1214,4.9234,4.9234,181410784.8583
208,2020-04-24,5.7646,5.7646,0.7287,2.1047,2.1047,4.9624,4.9624,179985159.8299
209,2020-04-23,5.7874,5.7874,0.7316,2.113,2.113,4.9428,4.9428,180697972.3441
210,2020-04-22,5.8103,5.8103,0.7344,2.1214,2.1214,4.9234,4.9234,181410784.8583
211,2020-04-21,5.7989,5.7989,0.733,2.1172,2.1172,4.9331,4.9331,181054378.6012
212,2020-04-20,5.8445,5.8445,0.7388,2.1339,2.1339,4.8945,4.8945,182480003.6296
213,2020-04-17,5.8788,5.8788,0.7431,2.1464,2.1464,4.866,4.866,183549222.4008
214,2020-04-16,5.8445,5.8445,0.7388,2.1339,2.1339,4.8945,4.8945,182480003.6296
215,2020-04-15,5.8559,5.8559,0.7402,2.138,2.138,4.885,4.885,182836409.8867
216,2020-04-14,5.8445,5.8445,0.7388,2.1339,2.1339,4.8945,4.8945,182480003.6296
217,2020-04-13,5.8217,5.8217,0.7359,2.1255,2.1255,4.9137,4.9137,181767191.1154
218,2020-04-10,5.8331,5.8331,0.7373,2.1297,2.1297,4.9041,4.9041,182123597.3725
219,2020-04-09,5.8559,5.8559,0.7402,2.138,2.138,4.885,4.885,182836409.8867
220,2020-04-08,5.8674,5.8674,0.7417,2.1422,2.1422,4.8755,4.8755,183192816.1437
221,2020-04-07,5.8902,5.8902,0.7445,2.1505,2.1505,4.8566,4.8566,183905628.6579
222,2020-04-03,5.8674,5.8674,0.7417,2.1422,2.1422,4.8755,4.8755,183192816.1437
223,2020-04-02,5.9244,5.9244,0.7489,2.163,2.163,4.8285,4.8285,184974847.4292
224,2020-04-01,5.8902,5.8902,0.7445,2.1505,2.1505,4.8566,4.8566,183905628.6579
225,2020-03-31,5.8788,5.8788,0.7431,2.1464,2.1464,4.866,4.866,183549222.4008
226,2020-03-30,5.9587,5.9587,0.7532,2.1755,2.1755,4.8008,4.8008,186044066.2005
227,2020-03-27,6.2379,5.9945,0.7677,2.3997,2.2009,4.81,4.81,185687659.9434
228,2020-03-26,6.202,5.96,0.7632,2.3859,2.1883,4.8378,4.8378,184618441.1721
229,2020-03-25,6.202,5.96,0.7632,2.3859,2.1883,4.8378,4.8378,184618441.1721
230,2020-03-24,6.1302,5.891,0.7544,2.3583,2.1629,4.8945,4.8945,182480003.6296
231,2020-03-23,5.9745,5.7414,0.7352,2.2984,2.108,5.022,5.022,177846722.2874
232,2020-03-20,6.0823,5.845,0.7485,2.3398,2.146,4.9331,4.9331,181054378.6012
233,2020-03-19,5.9745,5.7414,0.7352,2.2984,2.108,5.022,5.022,177846722.2874
234,2020-03-18,6.1182,5.8795,0.7529,2.3537,2.1587,4.9041,4.9041,182123597.3725
235,2020-03-17,6.19,5.9485,0.7618,2.3813,2.184,4.8472,4.8472,184262034.915
236,2020-03-16,6.19,5.9485,0.7618,2.3813,2.184,4.8472,4.8472,184262034.915
237,2020-03-13,6.2499,6.0061,0.7691,2.4043,2.2052,4.8008,4.8008,186044066.2005
238,2020-03-12,6.3337,6.0866,0.7794,2.4366,2.2347,4.7372,4.7372,188538910.0001
239,2020-03-11,6.3696,6.1211,0.7839,2.4504,2.2474,4.7105,4.7105,189608128.7713
240,2020-03-10,6.4175,6.1671,0.7898,2.4688,2.2643,4.6754,4.6754,191033753.7997
241,2020-03-09,6.3576,6.1096,0.7824,2.4458,2.2432,4.7194,4.7194,189251722.5143
242,2020-03-06,6.4774,6.2247,0.7971,2.4918,2.2854,4.6322,4.6322,192815785.0851
243,2020-03-05,6.5372,6.2822,0.8045,2.5149,2.3065,4.5897,4.5897,194597816.3706
244,2020-03-04,6.4534,6.2017,0.7942,2.4826,2.277,4.6494,4.6494,192102972.571
245,2020-03-03,6.4415,6.1901,0.7927,2.478,2.2728,4.658,4.658,191746566.3139
246,2020-03-02,6.4175,6.1671,0.7898,2.4688,2.2643,4.6754,4.6754,191033753.7997
247,2020-02-28,6.3457,6.0981,0.7809,2.4412,2.239,4.7283,4.7283,188895316.2572
248,2020-02-27,6.4654,6.2132,0.7957,2.4872,2.2812,4.6407,4.6407,192459378.8281
249,2020-02-26,6.4774,6.2247,0.7971,2.4918,2.2854,4.6322,4.6322,192815785.0851
250,2020-02-25,6.4774,6.2247,0.7971,2.4918,2.2854,4.6322,4.6322,192815785.0851
251,2020-02-24,6.5133,6.2592,0.8015,2.5057,2.2981,4.6066,4.6066,193885003.8564
252,2020-02-21,6.5732,6.3167,0.8089,2.5287,2.3192,4.5647,4.5647,195667035.1419
253,2020-02-20,6.5971,6.3397,0.8119,2.5379,2.3277,4.5481,4.5481,196379847.656
254,2020-02-19,6.5612,6.3052,0.8074,2.5241,2.315,4.573,4.573,195310628.8848
255,2020-02-18,6.5372,6.2822,0.8045,2.5149,2.3065,4.5897,4.5897,194597816.3706
256,2020-02-17,6.5732,6.3167,0.8089,2.5287,2.3192,4.5647,4.5647,195667035.1419
257,2020-02-14,6.5013,6.2477,0.8001,2.5011,2.2939,4.6151,4.6151,193528597.5993
258,2020-02-13,6.4774,6.2247,0.7971,2.4918,2.2854,4.6322,4.6322,192815785.0851
259,2020-02-12,6.5372,6.2822,0.8045,2.5149,2.3065,4.5897,4.5897,194597816.3706
260,2020-02-11,6.5372,6.2822,0.8045,2.5149,2.3065,4.5897,4.5897,194597816.3706
261,2020-02-10,6.4893,6.2362,0.7986,2.4964,2.2896,4.6236,4.6236,193172191.3422
262,2020-02-07,6.5133,6.2592,0.8015,2.5057,2.2981,4.6066,4.6066,193885003.8564
263,2020-02-06,6.5851,6.3282,0.8104,2.5333,2.3234,4.5564,4.5564,196023441.399
264,2020-02-05,6.5732,6.3167,0.8089,2.5287,2.3192,4.5647,4.5647,195667035.1419
265,2020-02-04,6.5851,6.3282,0.8104,2.5333,2.3234,4.5564,4.5564,196023441.399
266,2020-02-03,6.4893,6.2362,0.7986,2.4964,2.2896,4.6236,4.6236,193172191.3422
267,2020-01-23,6.8485,6.5813,0.8428,2.6346,2.4164,4.3811,4.3811,203864379.0549
268,2020-01-22,6.9323,6.6619,0.8531,2.6669,2.446,4.3282,4.3282,206359222.8545
269,2020-01-21,6.9084,6.6389,0.8502,2.6577,2.4375,4.3432,4.3432,205646410.3404
270,2020-01-20,6.9922,6.7194,0.8605,2.6899,2.4671,4.2911,4.2911,208141254.14
271,2020-01-17,6.9683,6.6964,0.8575,2.6807,2.4586,4.3058,4.3058,207428441.6258
272,2020-01-16,6.9443,6.6734,0.8546,2.6715,2.4502,4.3207,4.3207,206715629.1116
273,2020-01-15,7.0401,6.7654,0.8664,2.7083,2.484,4.2619,4.2619,209566879.1683
274,2020-01-14,7.1119,6.8345,0.8752,2.736,2.5093,4.2189,4.2189,211705316.7109
275,2020-01-13,7.1,6.823,0.8737,2.7314,2.5051,4.226,4.226,211348910.4538
276,2020-01-10,7.076,6.8,0.8708,2.7221,2.4966,4.2403,4.2403,210636097.9396
