,ts_code,trade_date,avg_price
0,000776.SZ,20201231,16.2
1,000776.SZ,20201230,15.72
2,000776.SZ,20201229,15.74
3,000776.SZ,20201228,15.66
4,000776.SZ,20201225,15.66
5,000776.SZ,20201224,15.53
6,000776.SZ,20201223,15.57
7,000776.SZ,20201222,15.79
8,000776.SZ,20201221,16.06
9,000776.SZ,20201218,16.08
10,000776.SZ,20201217,16.01
11,000776.SZ,20201216,15.93
12,000776.SZ,20201215,15.89
13,000776.SZ,20201214,15.88
14,000776.SZ,20201211,15.9
15,000776.SZ,20201210,16.15
16,000776.SZ,20201209,16.47
17,000776.SZ,20201208,16.7
18,000776.SZ,20201207,16.83
19,000776.SZ,20201204,17.07
20,000776.SZ,20201203,17.38
21,000776.SZ,20201202,17.38
22,000776.SZ,20201201,17.19
23,000776.SZ,20201130,17.3
24,000776.SZ,20201127,16.74
25,000776.SZ,20201126,16.59
26,000776.SZ,20201125,16.89
27,000776.SZ,20201124,16.91
28,000776.SZ,20201123,17.05
29,000776.SZ,20201119,16.66
30,000776.SZ,20201118,16.88
31,000776.SZ,20201117,16.72
32,000776.SZ,20201116,16.96
33,000776.SZ,20201113,16.85
34,000776.SZ,20201112,17.14
35,000776.SZ,20201111,17.59
36,000776.SZ,20201110,18.18
37,000776.SZ,20201109,17.16
38,000776.SZ,20201106,16.08
39,000776.SZ,20201105,16.05
40,000776.SZ,20201104,15.8
41,000776.SZ,20201103,15.71
42,000776.SZ,20201102,15.45
43,000776.SZ,20201030,15.66
44,000776.SZ,20201029,15.8
45,000776.SZ,20201028,15.7
46,000776.SZ,20201027,15.59
47,000776.SZ,20201026,15.8
48,000776.SZ,20201023,16.2
49,000776.SZ,20201022,16.11
50,000776.SZ,20201021,16.05
51,000776.SZ,20201020,16.02
52,000776.SZ,20201019,16.34
53,000776.SZ,20201016,16.33
54,000776.SZ,20201015,16.34
55,000776.SZ,20201014,16.25
56,000776.SZ,20201013,16.28
57,000776.SZ,20201012,16.42
58,000776.SZ,20201009,15.99
59,000776.SZ,20200930,15.84
60,000776.SZ,20200929,15.99
61,000776.SZ,20200928,15.89
62,000776.SZ,20200925,15.91
63,000776.SZ,20200924,15.92
64,000776.SZ,20200923,16.22
65,000776.SZ,20200922,16.51
66,000776.SZ,20200921,16.65
67,000776.SZ,20200918,16.31
68,000776.SZ,20200917,15.79
69,000776.SZ,20200916,15.98
70,000776.SZ,20200915,15.95
71,000776.SZ,20200914,15.94
72,000776.SZ,20200911,15.85
73,000776.SZ,20200910,16.09
74,000776.SZ,20200909,16.24
75,000776.SZ,20200908,16.25
76,000776.SZ,20200907,16.11
77,000776.SZ,20200904,16.32
78,000776.SZ,20200903,16.58
79,000776.SZ,20200902,16.52
80,000776.SZ,20200901,16.47
81,000776.SZ,20200831,16.51
82,000776.SZ,20200828,15.75
83,000776.SZ,20200827,15.53
84,000776.SZ,20200826,15.54
85,000776.SZ,20200825,15.89
86,000776.SZ,20200821,15.75
87,000776.SZ,20200820,15.67
88,000776.SZ,20200819,16.0
89,000776.SZ,20200818,16.13
90,000776.SZ,20200817,16.2
91,000776.SZ,20200814,15.52
92,000776.SZ,20200813,15.49
93,000776.SZ,20200812,15.36
94,000776.SZ,20200811,15.68
95,000776.SZ,20200810,15.69
96,000776.SZ,20200807,15.61
97,000776.SZ,20200806,15.82
98,000776.SZ,20200805,15.71
99,000776.SZ,20200804,16.21
100,000776.SZ,20200803,15.85
101,000776.SZ,20200731,15.63
102,000776.SZ,20200730,15.56
103,000776.SZ,20200729,15.51
104,000776.SZ,20200728,15.22
105,000776.SZ,20200727,15.11
106,000776.SZ,20200724,15.47
107,000776.SZ,20200723,15.78
108,000776.SZ,20200722,16.18
109,000776.SZ,20200721,15.87
110,000776.SZ,20200717,15.52
111,000776.SZ,20200716,16.46
112,000776.SZ,20200715,16.9
113,000776.SZ,20200714,16.87
114,000776.SZ,20200713,17.02
115,000776.SZ,20200710,17.94
116,000776.SZ,20200709,18.43
117,000776.SZ,20200707,17.64
118,000776.SZ,20200706,17.66
119,000776.SZ,20200703,16.02
120,000776.SZ,20200702,15.15
121,000776.SZ,20200701,14.33
122,000776.SZ,20200630,14.05
123,000776.SZ,20200629,13.95
124,000776.SZ,20200624,14.4
125,000776.SZ,20200623,14.26
126,000776.SZ,20200622,14.35
127,000776.SZ,20200619,13.82
128,000776.SZ,20200617,13.5
129,000776.SZ,20200616,13.51
130,000776.SZ,20200615,13.54
131,000776.SZ,20200612,13.35
132,000776.SZ,20200611,13.56
133,000776.SZ,20200610,13.59
134,000776.SZ,20200609,13.75
135,000776.SZ,20200608,13.73
136,000776.SZ,20200605,13.65
137,000776.SZ,20200604,13.45
138,000776.SZ,20200603,13.57
139,000776.SZ,20200602,13.58
140,000776.SZ,20200601,13.57
141,000776.SZ,20200529,13.2
142,000776.SZ,20200528,13.26
143,000776.SZ,20200527,13.16
144,000776.SZ,20200526,13.19
145,000776.SZ,20200525,13.09
146,000776.SZ,20200522,13.25
147,000776.SZ,20200521,13.53
148,000776.SZ,20200520,13.62
149,000776.SZ,20200519,13.62
150,000776.SZ,20200518,13.53
151,000776.SZ,20200515,13.69
152,000776.SZ,20200514,13.55
153,000776.SZ,20200513,13.62
154,000776.SZ,20200512,13.71
155,000776.SZ,20200511,13.79
156,000776.SZ,20200508,13.82
157,000776.SZ,20200507,13.68
158,000776.SZ,20200506,13.56
159,000776.SZ,20200430,13.68
160,000776.SZ,20200429,13.44
161,000776.SZ,20200428,13.44
162,000776.SZ,20200427,13.43
163,000776.SZ,20200424,13.5
164,000776.SZ,20200422,13.66
165,000776.SZ,20200421,13.72
166,000776.SZ,20200420,13.94
167,000776.SZ,20200417,13.95
168,000776.SZ,20200416,13.92
169,000776.SZ,20200415,13.95
170,000776.SZ,20200414,13.94
171,000776.SZ,20200413,13.7
172,000776.SZ,20200410,13.86
173,000776.SZ,20200409,14.05
174,000776.SZ,20200408,13.89
175,000776.SZ,20200407,13.93
176,000776.SZ,20200403,13.74
177,000776.SZ,20200402,13.73
178,000776.SZ,20200401,13.75
179,000776.SZ,20200331,13.75
180,000776.SZ,20200330,13.64
181,000776.SZ,20200327,13.9
182,000776.SZ,20200326,13.87
183,000776.SZ,20200325,13.97
184,000776.SZ,20200324,13.62
185,000776.SZ,20200323,13.47
186,000776.SZ,20200320,13.72
187,000776.SZ,20200319,13.53
188,000776.SZ,20200318,13.85
189,000776.SZ,20200317,13.89
190,000776.SZ,20200313,14.24
191,000776.SZ,20200312,14.72
192,000776.SZ,20200311,15.13
193,000776.SZ,20200310,15.09
194,000776.SZ,20200309,15.06
195,000776.SZ,20200306,15.55
196,000776.SZ,20200305,15.89
197,000776.SZ,20200304,15.45
198,000776.SZ,20200303,15.43
199,000776.SZ,20200302,15.03
200,000776.SZ,20200228,14.78
201,000776.SZ,20200227,15.43
202,000776.SZ,20200226,15.43
203,000776.SZ,20200224,15.5
204,000776.SZ,20200221,15.74
205,000776.SZ,20200219,15.2
206,000776.SZ,20200218,15.08
207,000776.SZ,20200217,14.96
208,000776.SZ,20200214,14.47
209,000776.SZ,20200213,14.32
210,000776.SZ,20200212,14.39
211,000776.SZ,20200211,14.38
212,000776.SZ,20200210,14.12
213,000776.SZ,20200207,13.97
214,000776.SZ,20200206,13.88
215,000776.SZ,20200205,13.77
216,000776.SZ,20200204,13.4
217,000776.SZ,20200203,13.33
218,000776.SZ,20200123,15.01
219,000776.SZ,20200122,15.29
220,000776.SZ,20200121,15.48
221,000776.SZ,20200120,15.38
222,000776.SZ,20200117,15.26
223,000776.SZ,20200116,15.21
224,000776.SZ,20200115,15.32
225,000776.SZ,20200114,15.57
226,000776.SZ,20200113,15.4
227,000776.SZ,20200110,15.59
228,000776.SZ,20200109,15.37
229,000776.SZ,20200108,15.27
230,000776.SZ,20200107,15.59
231,000776.SZ,20200106,15.6
232,000776.SZ,20200103,15.53
233,000776.SZ,20200102,15.47
234,000776.SZ,20191231,15.17
235,000776.SZ,20191230,15.04
236,000776.SZ,20191227,14.8
237,000776.SZ,20191226,14.6
238,000776.SZ,20191225,14.42
239,000776.SZ,20191224,14.35
240,000776.SZ,20191223,14.51
241,000776.SZ,20191220,14.9
242,000776.SZ,20191219,14.75
243,000776.SZ,20191218,14.9
244,000776.SZ,20191217,14.64
245,000776.SZ,20191216,14.13
246,000776.SZ,20191213,13.93
247,000776.SZ,20191212,13.82
248,000776.SZ,20191211,13.97
249,000776.SZ,20191210,13.94
250,000776.SZ,20191209,13.98
251,000776.SZ,20191206,13.83
252,000776.SZ,20191205,13.61
253,000776.SZ,20191204,13.47
254,000776.SZ,20191203,13.44
255,000776.SZ,20191202,13.48
256,000776.SZ,20191129,13.33
257,000776.SZ,20191127,13.3
258,000776.SZ,20191126,13.37
259,000776.SZ,20191125,13.32
260,000776.SZ,20191122,13.28
261,000776.SZ,20191121,13.24
262,000776.SZ,20191120,13.32
263,000776.SZ,20191119,13.39
264,000776.SZ,20191118,13.27
265,000776.SZ,20191115,13.26
266,000776.SZ,20191114,13.34
267,000776.SZ,20191113,13.33
268,000776.SZ,20191112,13.39
269,000776.SZ,20191111,13.55
270,000776.SZ,20191108,13.97
271,000776.SZ,20191107,14.0
272,000776.SZ,20191106,14.05
273,000776.SZ,20191105,14.18
274,000776.SZ,20191101,13.85
275,000776.SZ,20191031,13.77
276,000776.SZ,20191030,13.74
277,000776.SZ,20191029,13.91
278,000776.SZ,20191028,13.97
279,000776.SZ,20191025,13.75
280,000776.SZ,20191023,13.7
281,000776.SZ,20191022,13.72
282,000776.SZ,20191021,13.56
283,000776.SZ,20191018,13.8
284,000776.SZ,20191017,14.03
285,000776.SZ,20191016,14.17
286,000776.SZ,20191015,14.09
287,000776.SZ,20191014,14.29
288,000776.SZ,20191011,13.82
289,000776.SZ,20191010,13.62
290,000776.SZ,20191009,13.48
291,000776.SZ,20191008,13.51
292,000776.SZ,20190930,13.72
293,000776.SZ,20190927,13.79
294,000776.SZ,20190926,13.87
295,000776.SZ,20190925,13.99
296,000776.SZ,20190924,14.21
297,000776.SZ,20190923,14.12
298,000776.SZ,20190920,14.41
299,000776.SZ,20190919,14.45
300,000776.SZ,20190918,14.34
301,000776.SZ,20190917,14.39
302,000776.SZ,20190916,14.79
303,000776.SZ,20190912,14.7
304,000776.SZ,20190911,14.73
305,000776.SZ,20190910,14.5
306,000776.SZ,20190909,14.69
307,000776.SZ,20190906,14.42
308,000776.SZ,20190905,14.44
309,000776.SZ,20190904,13.82
310,000776.SZ,20190903,13.62
311,000776.SZ,20190902,13.57
312,000776.SZ,20190830,13.41
313,000776.SZ,20190829,13.33
314,000776.SZ,20190828,13.31
315,000776.SZ,20190827,13.26
316,000776.SZ,20190826,12.83
317,000776.SZ,20190823,13.04
318,000776.SZ,20190822,13.02
319,000776.SZ,20190821,13.09
