,ts_code,trade_date,avg_price
0,002007.SZ,20201231,41.97
1,002007.SZ,20201230,41.06
2,002007.SZ,20201229,41.07
3,002007.SZ,20201228,42.3
4,002007.SZ,20201225,42.06
5,002007.SZ,20201224,42.92
6,002007.SZ,20201223,43.98
7,002007.SZ,20201222,45.35
8,002007.SZ,20201221,43.89
9,002007.SZ,20201218,44.42
10,002007.SZ,20201217,44.74
11,002007.SZ,20201216,44.37
12,002007.SZ,20201215,44.73
13,002007.SZ,20201214,42.65
14,002007.SZ,20201211,41.87
15,002007.SZ,20201210,42.49
16,002007.SZ,20201209,43.46
17,002007.SZ,20201208,44.1
18,002007.SZ,20201207,45.18
19,002007.SZ,20201204,46.08
20,002007.SZ,20201203,45.67
21,002007.SZ,20201202,43.68
22,002007.SZ,20201201,44.05
23,002007.SZ,20201130,42.85
24,002007.SZ,20201127,41.48
25,002007.SZ,20201126,40.8
26,002007.SZ,20201125,41.66
27,002007.SZ,20201124,42.25
28,002007.SZ,20201123,42.42
29,002007.SZ,20201119,43.47
30,002007.SZ,20201118,43.56
31,002007.SZ,20201117,43.38
32,002007.SZ,20201116,44.45
33,002007.SZ,20201113,44.32
34,002007.SZ,20201112,44.05
35,002007.SZ,20201111,43.41
36,002007.SZ,20201110,46.28
37,002007.SZ,20201109,45.89
38,002007.SZ,20201106,44.99
39,002007.SZ,20201105,46.24
40,002007.SZ,20201104,46.1
41,002007.SZ,20201103,46.09
42,002007.SZ,20201102,46.77
43,002007.SZ,20201030,51.78
44,002007.SZ,20201029,53.28
45,002007.SZ,20201028,52.11
46,002007.SZ,20201027,52.44
47,002007.SZ,20201026,51.81
48,002007.SZ,20201023,52.08
49,002007.SZ,20201022,54.37
50,002007.SZ,20201021,57.65
51,002007.SZ,20201020,56.73
52,002007.SZ,20201019,58.14
53,002007.SZ,20201016,60.07
54,002007.SZ,20201015,59.99
55,002007.SZ,20201014,61.27
56,002007.SZ,20201013,63.18
57,002007.SZ,20201012,61.36
58,002007.SZ,20201009,60.3
59,002007.SZ,20200930,56.3
60,002007.SZ,20200929,54.43
61,002007.SZ,20200928,54.62
62,002007.SZ,20200925,55.58
63,002007.SZ,20200924,53.76
64,002007.SZ,20200923,51.83
65,002007.SZ,20200922,49.96
66,002007.SZ,20200921,49.02
67,002007.SZ,20200918,48.23
68,002007.SZ,20200917,47.39
69,002007.SZ,20200916,49.37
70,002007.SZ,20200915,49.4
71,002007.SZ,20200914,49.34
72,002007.SZ,20200911,48.6
73,002007.SZ,20200910,49.2
74,002007.SZ,20200909,50.11
75,002007.SZ,20200908,54.4
76,002007.SZ,20200907,55.86
77,002007.SZ,20200904,54.7
78,002007.SZ,20200903,55.87
79,002007.SZ,20200902,55.9
80,002007.SZ,20200901,56.21
81,002007.SZ,20200831,58.19
82,002007.SZ,20200828,58.0
83,002007.SZ,20200827,56.2
84,002007.SZ,20200826,56.78
85,002007.SZ,20200825,56.17
86,002007.SZ,20200821,56.13
87,002007.SZ,20200820,56.0
88,002007.SZ,20200819,58.58
89,002007.SZ,20200818,59.21
90,002007.SZ,20200817,56.85
91,002007.SZ,20200814,54.23
92,002007.SZ,20200813,54.34
93,002007.SZ,20200812,56.52
94,002007.SZ,20200811,60.48
95,002007.SZ,20200810,60.21
96,002007.SZ,20200807,61.99
97,002007.SZ,20200806,66.66
98,002007.SZ,20200805,68.17
99,002007.SZ,20200804,70.82
100,002007.SZ,20200803,67.58
101,002007.SZ,20200731,62.35
102,002007.SZ,20200730,62.31
103,002007.SZ,20200729,59.17
104,002007.SZ,20200728,55.63
105,002007.SZ,20200727,56.13
106,002007.SZ,20200724,55.23
107,002007.SZ,20200723,56.5
108,002007.SZ,20200722,55.09
109,002007.SZ,20200721,53.07
110,002007.SZ,20200717,50.85
111,002007.SZ,20200716,52.23
112,002007.SZ,20200715,55.75
113,002007.SZ,20200714,54.4
114,002007.SZ,20200713,51.96
115,002007.SZ,20200710,48.49
116,002007.SZ,20200709,47.56
117,002007.SZ,20200707,46.65
118,002007.SZ,20200706,46.39
119,002007.SZ,20200703,47.1
120,002007.SZ,20200702,47.37
121,002007.SZ,20200701,48.25
122,002007.SZ,20200630,50.0
123,002007.SZ,20200629,49.41
124,002007.SZ,20200624,48.06
125,002007.SZ,20200623,48.64
126,002007.SZ,20200622,48.57
127,002007.SZ,20200619,47.91
128,002007.SZ,20200617,46.75
129,002007.SZ,20200616,43.19
130,002007.SZ,20200615,42.54
131,002007.SZ,20200612,40.94
132,002007.SZ,20200611,41.0
133,002007.SZ,20200610,41.29
134,002007.SZ,20200609,40.47
135,002007.SZ,20200608,40.67
136,002007.SZ,20200605,41.24
137,002007.SZ,20200604,40.82
138,002007.SZ,20200603,40.31
139,002007.SZ,20200602,40.17
140,002007.SZ,20200601,41.18
141,002007.SZ,20200529,40.86
142,002007.SZ,20200528,40.1
143,002007.SZ,20200527,42.19
144,002007.SZ,20200526,41.75
145,002007.SZ,20200525,41.26
146,002007.SZ,20200522,41.47
147,002007.SZ,20200521,41.1
148,002007.SZ,20200520,40.32
149,002007.SZ,20200519,39.63
150,002007.SZ,20200518,37.66
151,002007.SZ,20200515,36.95
152,002007.SZ,20200514,37.78
153,002007.SZ,20200513,38.17
154,002007.SZ,20200512,37.86
155,002007.SZ,20200511,37.59
156,002007.SZ,20200508,38.14
157,002007.SZ,20200507,38.28
158,002007.SZ,20200506,38.37
159,002007.SZ,20200430,38.72
160,002007.SZ,20200429,39.99
161,002007.SZ,20200428,39.92
162,002007.SZ,20200427,39.27
163,002007.SZ,20200424,50.42
164,002007.SZ,20200422,48.17
165,002007.SZ,20200421,49.23
166,002007.SZ,20200420,48.85
167,002007.SZ,20200417,49.21
168,002007.SZ,20200416,50.75
169,002007.SZ,20200415,49.43
170,002007.SZ,20200414,48.23
171,002007.SZ,20200413,47.96
172,002007.SZ,20200410,49.19
173,002007.SZ,20200409,48.38
174,002007.SZ,20200408,49.01
175,002007.SZ,20200407,50.6
176,002007.SZ,20200403,49.99
177,002007.SZ,20200402,48.24
178,002007.SZ,20200401,48.9
179,002007.SZ,20200331,46.8
180,002007.SZ,20200330,46.15
181,002007.SZ,20200327,47.27
182,002007.SZ,20200326,47.31
183,002007.SZ,20200325,45.26
184,002007.SZ,20200324,43.54
185,002007.SZ,20200323,43.38
186,002007.SZ,20200320,42.13
187,002007.SZ,20200319,41.1
188,002007.SZ,20200318,43.28
189,002007.SZ,20200317,41.38
190,002007.SZ,20200313,39.09
191,002007.SZ,20200312,41.17
192,002007.SZ,20200311,42.83
193,002007.SZ,20200310,42.42
194,002007.SZ,20200309,44.32
195,002007.SZ,20200306,44.67
