,ts_code,trade_date,avg_price
0,300413.SZ,20201231,71.8
1,300413.SZ,20201230,70.23
2,300413.SZ,20201229,68.92
3,300413.SZ,20201228,67.09
4,300413.SZ,20201225,65.21
5,300413.SZ,20201224,68.46
6,300413.SZ,20201223,68.49
7,300413.SZ,20201222,69.13
8,300413.SZ,20201221,69.05
9,300413.SZ,20201218,65.91
10,300413.SZ,20201217,65.23
11,300413.SZ,20201216,64.13
12,300413.SZ,20201215,65.93
13,300413.SZ,20201214,66.49
14,300413.SZ,20201211,67.48
15,300413.SZ,20201210,66.79
16,300413.SZ,20201209,66.15
17,300413.SZ,20201208,66.63
18,300413.SZ,20201207,66.71
19,300413.SZ,20201204,67.24
20,300413.SZ,20201203,66.06
21,300413.SZ,20201202,66.58
22,300413.SZ,20201201,67.98
23,300413.SZ,20201130,66.8
24,300413.SZ,20201127,64.18
25,300413.SZ,20201126,63.29
26,300413.SZ,20201125,63.81
27,300413.SZ,20201124,67.43
28,300413.SZ,20201123,70.6
29,300413.SZ,20201119,69.66
30,300413.SZ,20201118,69.93
31,300413.SZ,20201117,68.63
32,300413.SZ,20201116,70.09
33,300413.SZ,20201113,70.11
34,300413.SZ,20201112,71.2
35,300413.SZ,20201111,71.69
36,300413.SZ,20201110,74.26
37,300413.SZ,20201109,78.99
38,300413.SZ,20201106,79.0
39,300413.SZ,20201105,79.93
40,300413.SZ,20201104,78.22
41,300413.SZ,20201103,78.2
42,300413.SZ,20201102,78.14
43,300413.SZ,20201030,74.23
44,300413.SZ,20201029,74.75
45,300413.SZ,20201028,73.57
46,300413.SZ,20201027,72.95
47,300413.SZ,20201026,71.26
48,300413.SZ,20201023,73.12
49,300413.SZ,20201022,75.28
50,300413.SZ,20201021,77.84
51,300413.SZ,20201020,77.61
52,300413.SZ,20201019,76.39
53,300413.SZ,20201016,76.57
54,300413.SZ,20201015,79.53
55,300413.SZ,20201014,77.03
56,300413.SZ,20201013,74.73
57,300413.SZ,20201012,71.89
58,300413.SZ,20201009,68.24
59,300413.SZ,20200930,67.81
60,300413.SZ,20200929,68.88
61,300413.SZ,20200928,66.49
62,300413.SZ,20200925,64.48
63,300413.SZ,20200924,63.54
64,300413.SZ,20200923,64.64
65,300413.SZ,20200922,64.24
66,300413.SZ,20200921,65.11
67,300413.SZ,20200918,65.96
68,300413.SZ,20200917,66.11
69,300413.SZ,20200916,66.66
70,300413.SZ,20200915,67.0
71,300413.SZ,20200914,66.46
72,300413.SZ,20200911,66.13
73,300413.SZ,20200910,64.88
74,300413.SZ,20200909,64.72
75,300413.SZ,20200908,68.15
76,300413.SZ,20200907,69.24
77,300413.SZ,20200904,72.44
78,300413.SZ,20200903,73.45
79,300413.SZ,20200902,72.9
80,300413.SZ,20200901,72.31
81,300413.SZ,20200831,70.93
82,300413.SZ,20200828,68.49
83,300413.SZ,20200827,66.09
84,300413.SZ,20200826,65.47
