,ts_code,trade_date,avg_price
0,002050.SZ,20201231,24.65
1,002050.SZ,20201230,24.47
2,002050.SZ,20201229,24.06
3,002050.SZ,20201228,24.76
4,002050.SZ,20201225,24.96
5,002050.SZ,20201224,24.44
6,002050.SZ,20201223,24.36
7,002050.SZ,20201222,24.38
8,002050.SZ,20201221,23.46
9,002050.SZ,20201218,21.74
10,002050.SZ,20201217,21.57
11,002050.SZ,20201216,21.64
12,002050.SZ,20201215,21.98
13,002050.SZ,20201214,21.86
14,002050.SZ,20201211,22.14
15,002050.SZ,20201210,22.23
16,002050.SZ,20201209,23.64
17,002050.SZ,20201208,24.36
18,002050.SZ,20201207,23.59
19,002050.SZ,20201204,23.53
20,002050.SZ,20201203,23.24
21,002050.SZ,20201202,23.2
22,002050.SZ,20201201,23.44
23,002050.SZ,20201130,23.21
24,002050.SZ,20201127,23.49
25,002050.SZ,20201126,23.09
26,002050.SZ,20201125,23.31
27,002050.SZ,20201124,24.05
28,002050.SZ,20201123,25.13
29,002050.SZ,20201119,24.69
30,002050.SZ,20201118,24.45
31,002050.SZ,20201117,25.04
32,002050.SZ,20201116,25.15
33,002050.SZ,20201113,25.55
34,002050.SZ,20201112,25.43
35,002050.SZ,20201111,25.94
36,002050.SZ,20201110,26.47
37,002050.SZ,20201109,26.44
38,002050.SZ,20201106,26.03
39,002050.SZ,20201105,26.79
40,002050.SZ,20201104,25.63
41,002050.SZ,20201103,24.25
42,002050.SZ,20201102,24.52
43,002050.SZ,20201030,24.73
44,002050.SZ,20201029,23.71
45,002050.SZ,20201028,23.31
46,002050.SZ,20201027,22.68
47,002050.SZ,20201026,22.23
48,002050.SZ,20201023,22.64
49,002050.SZ,20201022,22.58
50,002050.SZ,20201021,22.44
51,002050.SZ,20201020,22.61
52,002050.SZ,20201019,22.4
53,002050.SZ,20201016,22.95
54,002050.SZ,20201015,23.56
55,002050.SZ,20201014,23.7
56,002050.SZ,20201013,23.46
57,002050.SZ,20201012,24.0
58,002050.SZ,20201009,23.91
59,002050.SZ,20200930,22.27
60,002050.SZ,20200929,21.98
61,002050.SZ,20200928,21.83
62,002050.SZ,20200925,21.7
63,002050.SZ,20200924,21.58
64,002050.SZ,20200923,21.92
65,002050.SZ,20200922,22.18
66,002050.SZ,20200921,22.46
67,002050.SZ,20200918,21.91
68,002050.SZ,20200917,20.9
69,002050.SZ,20200916,21.0
70,002050.SZ,20200915,21.63
71,002050.SZ,20200914,21.48
72,002050.SZ,20200911,20.84
73,002050.SZ,20200910,20.95
74,002050.SZ,20200909,20.47
75,002050.SZ,20200908,20.96
76,002050.SZ,20200907,21.18
77,002050.SZ,20200904,21.35
78,002050.SZ,20200903,22.36
79,002050.SZ,20200902,23.5
80,002050.SZ,20200901,23.75
81,002050.SZ,20200831,22.72
82,002050.SZ,20200828,22.19
83,002050.SZ,20200827,22.22
84,002050.SZ,20200826,21.98
85,002050.SZ,20200825,22.36
86,002050.SZ,20200821,21.83
87,002050.SZ,20200820,20.89
88,002050.SZ,20200819,21.95
89,002050.SZ,20200818,21.99
90,002050.SZ,20200817,22.28
91,002050.SZ,20200814,22.13
92,002050.SZ,20200813,22.64
93,002050.SZ,20200812,21.55
94,002050.SZ,20200811,22.42
95,002050.SZ,20200810,22.24
96,002050.SZ,20200807,22.61
97,002050.SZ,20200806,22.82
98,002050.SZ,20200805,23.74
99,002050.SZ,20200804,24.1
100,002050.SZ,20200803,23.77
101,002050.SZ,20200731,23.7
102,002050.SZ,20200730,23.48
103,002050.SZ,20200729,22.8
104,002050.SZ,20200728,22.12
105,002050.SZ,20200727,21.39
106,002050.SZ,20200724,22.31
107,002050.SZ,20200723,22.89
108,002050.SZ,20200722,23.19
109,002050.SZ,20200721,23.43
110,002050.SZ,20200717,23.03
111,002050.SZ,20200716,23.98
112,002050.SZ,20200715,24.57
113,002050.SZ,20200714,24.48
114,002050.SZ,20200713,25.31
115,002050.SZ,20200710,24.41
116,002050.SZ,20200709,24.61
117,002050.SZ,20200707,24.54
118,002050.SZ,20200706,22.31
119,002050.SZ,20200703,21.77
120,002050.SZ,20200702,21.65
121,002050.SZ,20200701,22.37
122,002050.SZ,20200630,21.99
123,002050.SZ,20200629,21.59
124,002050.SZ,20200624,21.96
125,002050.SZ,20200623,22.01
126,002050.SZ,20200622,21.84
127,002050.SZ,20200619,20.74
128,002050.SZ,20200617,19.18
129,002050.SZ,20200616,19.43
130,002050.SZ,20200615,19.08
131,002050.SZ,20200612,19.34
132,002050.SZ,20200611,19.79
133,002050.SZ,20200610,19.16
134,002050.SZ,20200609,19.28
135,002050.SZ,20200608,19.27
136,002050.SZ,20200605,18.48
137,002050.SZ,20200604,18.18
138,002050.SZ,20200603,17.68
139,002050.SZ,20200602,22.89
140,002050.SZ,20200601,22.9
141,002050.SZ,20200529,22.39
142,002050.SZ,20200528,21.8
143,002050.SZ,20200527,22.81
144,002050.SZ,20200526,22.16
145,002050.SZ,20200525,21.68
146,002050.SZ,20200522,22.29
147,002050.SZ,20200521,23.09
148,002050.SZ,20200520,23.84
149,002050.SZ,20200519,22.52
150,002050.SZ,20200518,22.49
151,002050.SZ,20200515,22.88
152,002050.SZ,20200514,22.65
153,002050.SZ,20200513,22.76
154,002050.SZ,20200512,23.02
155,002050.SZ,20200511,22.22
156,002050.SZ,20200508,21.9
157,002050.SZ,20200507,21.65
158,002050.SZ,20200506,21.82
159,002050.SZ,20200430,22.43
160,002050.SZ,20200429,20.89
161,002050.SZ,20200428,19.78
162,002050.SZ,20200427,19.78
163,002050.SZ,20200424,19.44
164,002050.SZ,20200422,19.1
165,002050.SZ,20200421,19.24
166,002050.SZ,20200420,19.38
167,002050.SZ,20200417,19.37
168,002050.SZ,20200416,19.07
169,002050.SZ,20200415,19.26
170,002050.SZ,20200414,17.9
171,002050.SZ,20200413,16.65
172,002050.SZ,20200410,17.39
173,002050.SZ,20200409,17.61
174,002050.SZ,20200408,17.71
175,002050.SZ,20200407,17.79
176,002050.SZ,20200403,17.32
177,002050.SZ,20200402,16.58
178,002050.SZ,20200401,16.68
179,002050.SZ,20200331,16.21
180,002050.SZ,20200330,15.87
181,002050.SZ,20200327,16.37
182,002050.SZ,20200326,16.45
183,002050.SZ,20200325,16.84
184,002050.SZ,20200324,15.81
185,002050.SZ,20200323,16.08
186,002050.SZ,20200320,17.65
187,002050.SZ,20200319,17.78
188,002050.SZ,20200318,18.77
189,002050.SZ,20200317,18.73
190,002050.SZ,20200313,20.25
191,002050.SZ,20200312,20.8
192,002050.SZ,20200311,22.02
193,002050.SZ,20200310,21.55
194,002050.SZ,20200309,21.34
195,002050.SZ,20200306,22.4
196,002050.SZ,20200305,22.27
197,002050.SZ,20200304,22.42
198,002050.SZ,20200303,22.86
199,002050.SZ,20200302,21.12
200,002050.SZ,20200228,20.0
201,002050.SZ,20200227,20.71
202,002050.SZ,20200226,21.61
203,002050.SZ,20200224,21.31
204,002050.SZ,20200221,21.86
205,002050.SZ,20200219,21.91
206,002050.SZ,20200218,22.24
207,002050.SZ,20200217,21.89
208,002050.SZ,20200214,22.17
209,002050.SZ,20200213,22.46
210,002050.SZ,20200212,22.64
211,002050.SZ,20200211,22.47
212,002050.SZ,20200210,22.11
213,002050.SZ,20200207,21.12
214,002050.SZ,20200206,21.42
215,002050.SZ,20200205,21.99
216,002050.SZ,20200204,20.91
217,002050.SZ,20200203,19.52
218,002050.SZ,20200123,20.49
219,002050.SZ,20200122,20.28
220,002050.SZ,20200121,19.68
221,002050.SZ,20200120,19.55
222,002050.SZ,20200117,19.49
223,002050.SZ,20200116,19.33
224,002050.SZ,20200115,19.55
225,002050.SZ,20200114,20.36
226,002050.SZ,20200113,19.84
227,002050.SZ,20200110,19.33
228,002050.SZ,20200109,19.75
229,002050.SZ,20200108,19.66
230,002050.SZ,20200107,19.11
231,002050.SZ,20200106,19.51
232,002050.SZ,20200103,17.9
233,002050.SZ,20200102,17.54
234,002050.SZ,20191231,17.3
235,002050.SZ,20191230,17.28
236,002050.SZ,20191227,17.0
237,002050.SZ,20191226,17.19
238,002050.SZ,20191225,17.02
239,002050.SZ,20191224,16.87
240,002050.SZ,20191223,16.66
241,002050.SZ,20191220,16.46
242,002050.SZ,20191219,16.15
243,002050.SZ,20191218,16.46
244,002050.SZ,20191217,16.73
245,002050.SZ,20191216,15.99
246,002050.SZ,20191213,15.75
247,002050.SZ,20191212,14.75
248,002050.SZ,20191211,14.62
249,002050.SZ,20191210,14.87
250,002050.SZ,20191209,14.95
251,002050.SZ,20191206,14.96
252,002050.SZ,20191205,14.86
253,002050.SZ,20191204,14.8
254,002050.SZ,20191203,14.93
255,002050.SZ,20191202,14.94
256,002050.SZ,20191129,14.74
257,002050.SZ,20191127,15.18
258,002050.SZ,20191126,15.01
259,002050.SZ,20191125,14.93
260,002050.SZ,20191122,15.52
261,002050.SZ,20191121,15.28
262,002050.SZ,20191120,15.07
263,002050.SZ,20191119,14.87
264,002050.SZ,20191118,14.49
265,002050.SZ,20191115,14.72
266,002050.SZ,20191114,14.75
267,002050.SZ,20191113,14.25
268,002050.SZ,20191112,14.09
269,002050.SZ,20191111,14.0
270,002050.SZ,20191108,14.32
271,002050.SZ,20191107,14.4
272,002050.SZ,20191106,14.58
273,002050.SZ,20191105,14.35
274,002050.SZ,20191101,14.38
275,002050.SZ,20191031,14.1
276,002050.SZ,20191030,14.26
277,002050.SZ,20191029,14.24
278,002050.SZ,20191028,14.43
279,002050.SZ,20191025,14.35
280,002050.SZ,20191023,14.05
281,002050.SZ,20191022,14.2
282,002050.SZ,20191021,13.48
283,002050.SZ,20191018,13.43
284,002050.SZ,20191017,13.23
285,002050.SZ,20191016,13.2
286,002050.SZ,20191015,13.36
287,002050.SZ,20191014,13.62
288,002050.SZ,20191011,13.19
289,002050.SZ,20191010,13.25
290,002050.SZ,20191009,12.85
291,002050.SZ,20191008,13.18
292,002050.SZ,20190930,13.28
293,002050.SZ,20190927,13.03
294,002050.SZ,20190926,12.91
295,002050.SZ,20190925,13.14
296,002050.SZ,20190924,13.31
297,002050.SZ,20190923,13.13
298,002050.SZ,20190920,13.26
299,002050.SZ,20190919,13.23
300,002050.SZ,20190918,13.35
301,002050.SZ,20190917,13.17
302,002050.SZ,20190916,13.24
303,002050.SZ,20190912,13.07
304,002050.SZ,20190911,13.09
305,002050.SZ,20190910,12.91
306,002050.SZ,20190909,12.46
307,002050.SZ,20190906,12.25
308,002050.SZ,20190905,12.12
309,002050.SZ,20190904,11.94
310,002050.SZ,20190903,12.01
311,002050.SZ,20190902,11.9
312,002050.SZ,20190830,11.59
313,002050.SZ,20190829,10.73
314,002050.SZ,20190828,10.73
315,002050.SZ,20190827,10.53
316,002050.SZ,20190826,10.28
317,002050.SZ,20190823,10.25
318,002050.SZ,20190822,10.34
319,002050.SZ,20190821,10.34
320,002050.SZ,20190820,10.35
321,002050.SZ,20190819,10.29
322,002050.SZ,20190816,10.1
323,002050.SZ,20190815,10.03
324,002050.SZ,20190814,10.33
325,002050.SZ,20190813,10.32
326,002050.SZ,20190812,10.35
327,002050.SZ,20190809,10.49
328,002050.SZ,20190808,10.58
329,002050.SZ,20190807,10.62
330,002050.SZ,20190806,10.4
331,002050.SZ,20190805,10.67
332,002050.SZ,20190802,10.56
333,002050.SZ,20190801,10.79
334,002050.SZ,20190731,10.85
335,002050.SZ,20190730,10.88
336,002050.SZ,20190729,10.88
337,002050.SZ,20190726,10.93
338,002050.SZ,20190725,11.08
339,002050.SZ,20190724,11.3
340,002050.SZ,20190723,11.11
341,002050.SZ,20190722,11.08
342,002050.SZ,20190719,11.18
343,002050.SZ,20190718,11.02
344,002050.SZ,20190717,11.27
345,002050.SZ,20190716,11.24
346,002050.SZ,20190715,10.7
347,002050.SZ,20190712,10.75
348,002050.SZ,20190711,10.85
349,002050.SZ,20190710,10.74
350,002050.SZ,20190709,10.71
351,002050.SZ,20190708,10.82
352,002050.SZ,20190705,11.07
353,002050.SZ,20190704,11.28
354,002050.SZ,20190703,11.36
355,002050.SZ,20190702,11.24
356,002050.SZ,20190701,10.98
357,002050.SZ,20190628,10.61
358,002050.SZ,20190627,10.83
359,002050.SZ,20190626,10.77
360,002050.SZ,20190625,10.8
361,002050.SZ,20190624,10.92
362,002050.SZ,20190621,10.84
363,002050.SZ,20190620,10.74
364,002050.SZ,20190619,10.49
365,002050.SZ,20190618,10.11
366,002050.SZ,20190617,10.16
367,002050.SZ,20190614,10.16
368,002050.SZ,20190613,10.15
