,ts_code,trade_date,avg_price
0,002841.SZ,20201231,112.97
1,002841.SZ,20201230,109.87
2,002841.SZ,20201229,108.51
3,002841.SZ,20201228,108.17
4,002841.SZ,20201225,108.27
5,002841.SZ,20201224,107.34
6,002841.SZ,20201223,106.45
7,002841.SZ,20201222,107.92
8,002841.SZ,20201221,106.72
9,002841.SZ,20201218,106.41
10,002841.SZ,20201217,107.64
11,002841.SZ,20201216,107.2
12,002841.SZ,20201215,107.17
13,002841.SZ,20201214,108.61
14,002841.SZ,20201211,108.5
15,002841.SZ,20201210,108.81
16,002841.SZ,20201209,110.3
17,002841.SZ,20201208,110.34
18,002841.SZ,20201207,109.13
19,002841.SZ,20201204,106.57
20,002841.SZ,20201203,106.75
21,002841.SZ,20201202,106.6
22,002841.SZ,20201201,105.59
23,002841.SZ,20201130,105.3
24,002841.SZ,20201127,104.68
25,002841.SZ,20201126,104.8
26,002841.SZ,20201125,104.5
27,002841.SZ,20201124,106.9
28,002841.SZ,20201123,108.2
29,002841.SZ,20201119,109.24
30,002841.SZ,20201118,102.37
31,002841.SZ,20201117,100.48
32,002841.SZ,20201116,100.06
33,002841.SZ,20201113,101.08
34,002841.SZ,20201112,102.28
35,002841.SZ,20201111,101.78
36,002841.SZ,20201110,102.48
37,002841.SZ,20201109,104.19
38,002841.SZ,20201106,102.71
39,002841.SZ,20201105,104.09
40,002841.SZ,20201104,102.65
41,002841.SZ,20201103,103.57
42,002841.SZ,20201102,104.73
43,002841.SZ,20201030,103.25
44,002841.SZ,20201029,102.84
45,002841.SZ,20201028,101.27
46,002841.SZ,20201027,102.57
47,002841.SZ,20201026,100.93
48,002841.SZ,20201023,100.46
49,002841.SZ,20201022,98.56
50,002841.SZ,20201021,98.84
51,002841.SZ,20201020,97.96
52,002841.SZ,20201019,95.52
53,002841.SZ,20201016,95.99
54,002841.SZ,20201015,96.7
55,002841.SZ,20201014,96.35
56,002841.SZ,20201013,96.94
57,002841.SZ,20201012,97.41
58,002841.SZ,20201009,97.99
59,002841.SZ,20200930,98.15
60,002841.SZ,20200929,96.92
61,002841.SZ,20200928,95.97
62,002841.SZ,20200925,94.77
63,002841.SZ,20200924,93.31
64,002841.SZ,20200923,95.21
65,002841.SZ,20200922,96.38
66,002841.SZ,20200921,97.7
67,002841.SZ,20200918,97.41
68,002841.SZ,20200917,97.39
69,002841.SZ,20200916,97.47
70,002841.SZ,20200915,98.04
71,002841.SZ,20200914,97.25
72,002841.SZ,20200911,98.39
73,002841.SZ,20200910,99.13
74,002841.SZ,20200909,98.17
75,002841.SZ,20200908,99.55
76,002841.SZ,20200907,100.3
77,002841.SZ,20200904,99.78
78,002841.SZ,20200903,99.1
79,002841.SZ,20200902,98.63
80,002841.SZ,20200901,96.58
81,002841.SZ,20200831,100.54
82,002841.SZ,20200828,100.39
83,002841.SZ,20200827,99.19
84,002841.SZ,20200826,98.63
85,002841.SZ,20200825,99.91
86,002841.SZ,20200821,99.02
87,002841.SZ,20200820,97.15
88,002841.SZ,20200819,98.67
89,002841.SZ,20200818,99.24
90,002841.SZ,20200817,101.02
91,002841.SZ,20200814,97.94
92,002841.SZ,20200813,96.12
93,002841.SZ,20200812,96.48
94,002841.SZ,20200811,101.26
95,002841.SZ,20200810,100.27
96,002841.SZ,20200807,103.18
97,002841.SZ,20200806,102.68
98,002841.SZ,20200805,104.24
99,002841.SZ,20200804,105.31
100,002841.SZ,20200803,105.96
101,002841.SZ,20200731,103.94
102,002841.SZ,20200730,103.65
103,002841.SZ,20200729,104.89
104,002841.SZ,20200728,104.36
105,002841.SZ,20200727,102.94
106,002841.SZ,20200724,103.55
107,002841.SZ,20200723,104.6
108,002841.SZ,20200722,106.94
109,002841.SZ,20200721,104.25
110,002841.SZ,20200717,103.79
111,002841.SZ,20200716,108.37
112,002841.SZ,20200715,106.91
113,002841.SZ,20200714,103.46
114,002841.SZ,20200713,107.59
115,002841.SZ,20200710,105.5
116,002841.SZ,20200709,103.34
117,002841.SZ,20200707,101.51
118,002841.SZ,20200706,98.12
119,002841.SZ,20200703,97.67
120,002841.SZ,20200702,98.01
121,002841.SZ,20200701,99.06
122,002841.SZ,20200630,99.43
123,002841.SZ,20200629,95.46
124,002841.SZ,20200624,96.3
125,002841.SZ,20200623,95.28
126,002841.SZ,20200622,96.04
127,002841.SZ,20200619,96.3
128,002841.SZ,20200617,96.45
129,002841.SZ,20200616,96.75
130,002841.SZ,20200615,96.25
131,002841.SZ,20200612,94.74
132,002841.SZ,20200611,94.25
133,002841.SZ,20200610,92.77
134,002841.SZ,20200609,92.88
135,002841.SZ,20200608,92.9
136,002841.SZ,20200605,90.26
137,002841.SZ,20200604,90.48
138,002841.SZ,20200603,89.88
139,002841.SZ,20200602,89.72
140,002841.SZ,20200601,89.76
141,002841.SZ,20200529,88.36
142,002841.SZ,20200528,83.81
143,002841.SZ,20200527,84.33
144,002841.SZ,20200526,83.08
145,002841.SZ,20200525,79.93
146,002841.SZ,20200522,80.26
147,002841.SZ,20200521,80.23
148,002841.SZ,20200520,79.98
149,002841.SZ,20200519,80.25
150,002841.SZ,20200518,79.69
151,002841.SZ,20200515,79.35
152,002841.SZ,20200514,80.8
153,002841.SZ,20200513,76.27
154,002841.SZ,20200512,75.86
155,002841.SZ,20200511,76.55
156,002841.SZ,20200508,77.08
157,002841.SZ,20200507,76.59
158,002841.SZ,20200506,76.59
159,002841.SZ,20200430,75.81
160,002841.SZ,20200429,74.93
161,002841.SZ,20200428,74.02
162,002841.SZ,20200427,75.74
163,002841.SZ,20200424,78.92
164,002841.SZ,20200422,79.37
165,002841.SZ,20200421,78.6
166,002841.SZ,20200420,79.59
167,002841.SZ,20200417,79.25
168,002841.SZ,20200416,78.3
169,002841.SZ,20200415,78.74
170,002841.SZ,20200414,78.2
171,002841.SZ,20200413,78.04
172,002841.SZ,20200410,79.65
173,002841.SZ,20200409,80.03
174,002841.SZ,20200408,79.21
175,002841.SZ,20200407,80.59
176,002841.SZ,20200403,79.66
177,002841.SZ,20200402,77.2
178,002841.SZ,20200401,77.9
179,002841.SZ,20200331,78.87
180,002841.SZ,20200330,79.7
181,002841.SZ,20200327,82.45
182,002841.SZ,20200326,81.41
183,002841.SZ,20200325,81.22
184,002841.SZ,20200324,77.13
185,002841.SZ,20200323,76.89
186,002841.SZ,20200320,79.01
187,002841.SZ,20200319,78.26
188,002841.SZ,20200318,80.23
189,002841.SZ,20200317,80.4
190,002841.SZ,20200313,82.59
191,002841.SZ,20200312,85.27
192,002841.SZ,20200311,88.38
193,002841.SZ,20200310,87.43
194,002841.SZ,20200309,87.34
195,002841.SZ,20200306,90.39
196,002841.SZ,20200305,91.26
197,002841.SZ,20200304,91.19
198,002841.SZ,20200303,94.6
199,002841.SZ,20200302,91.26
200,002841.SZ,20200228,91.7
201,002841.SZ,20200227,96.74
202,002841.SZ,20200226,98.13
203,002841.SZ,20200224,101.59
204,002841.SZ,20200221,93.11
205,002841.SZ,20200219,88.51
206,002841.SZ,20200218,89.69
207,002841.SZ,20200217,90.38
208,002841.SZ,20200214,89.41
209,002841.SZ,20200213,89.79
210,002841.SZ,20200212,90.37
211,002841.SZ,20200211,90.48
