,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
0,002460.SZ,20201231,99.98,104.37,99.61,101.2,101.0,0.2,0.198,326831.05,3313952.73
1,002460.SZ,20201230,97.3,102.78,97.28,101.0,96.31,4.69,4.8697,409467.79,4107199.198
2,002460.SZ,20201229,105.99,106.78,96.31,96.31,107.01,-10.7,-9.9991,432933.16,4295166.173
3,002460.SZ,20201228,109.12,109.99,103.11,107.01,108.88,-1.87,-1.7175,368201.55,3918567.599
4,002460.SZ,20201225,98.98,108.88,97.9,108.88,98.98,9.9,10.002,354914.9,3685720.012
5,002460.SZ,20201224,98.46,100.82,94.66,98.98,96.53,2.45,2.5381,309192.39,3046840.426
6,002460.SZ,20201223,93.01,98.31,93.01,96.53,92.3,4.23,4.5829,347017.08,3328469.255
7,002460.SZ,20201222,93.51,98.35,91.49,92.3,93.5,-1.2,-1.2834,390767.67,3688323.162
8,002460.SZ,20201221,90.5,94.09,88.24,93.5,89.4,4.1,4.5861,400536.29,3660060.693
9,002460.SZ,20201218,83.57,90.11,82.95,89.4,83.3,6.1,7.3229,407664.38,3552414.242
10,002460.SZ,20201217,83.0,85.88,82.13,83.3,83.15,0.15,0.1804,260761.69,2189019.06
11,002460.SZ,20201216,83.21,84.22,82.49,83.15,83.5,-0.35,-0.4192,184620.47,1536330.815
12,002460.SZ,20201215,82.06,83.56,80.68,83.5,82.05,1.45,1.7672,213149.32,1754535.087
13,002460.SZ,20201214,79.0,82.33,76.75,82.05,78.7,3.35,4.2567,246305.7,1970513.482
14,002460.SZ,20201211,80.01,80.77,76.76,78.7,79.0,-0.3,-0.3797,213234.29,1675863.788
15,002460.SZ,20201210,79.14,80.55,77.49,79.0,80.0,-1.0,-1.25,203630.8,1610697.411
16,002460.SZ,20201209,83.13,85.65,79.2,80.0,82.24,-2.24,-2.7237,356190.41,2952037.56
17,002460.SZ,20201208,80.88,83.8,80.03,82.24,79.8,2.44,3.0576,251594.75,2066567.519
18,002460.SZ,20201207,78.02,81.4,77.8,79.8,78.02,1.78,2.2815,273904.3,2185746.685
19,002460.SZ,20201204,75.11,78.53,75.11,78.02,74.76,3.26,4.3606,268703.4,2072028.865
20,002460.SZ,20201203,75.18,76.02,73.0,74.76,75.45,-0.69,-0.9145,173492.61,1291479.467
21,002460.SZ,20201202,77.75,78.71,74.8,75.45,78.32,-2.87,-3.6645,254915.62,1931992.8
22,002460.SZ,20201201,77.0,78.87,76.15,78.32,78.2,0.12,0.1535,173715.78,1349418.083
23,002460.SZ,20201130,77.21,79.8,75.25,78.2,77.25,0.95,1.2298,282880.56,2207820.758
24,002460.SZ,20201127,79.12,80.49,75.11,77.25,79.75,-2.5,-3.1348,237433.45,1835126.532
25,002460.SZ,20201126,80.01,81.13,76.68,79.75,79.47,0.28,0.3523,234535.91,1844953.685
26,002460.SZ,20201125,82.7,82.8,78.9,79.47,83.22,-3.75,-4.5061,284016.12,2286142.101
27,002460.SZ,20201124,82.4,84.94,80.51,83.22,81.3,1.92,2.3616,347210.14,2872019.269
28,002460.SZ,20201123,75.84,81.31,75.4,81.3,75.49,5.81,7.6964,370353.74,2929003.934
29,002460.SZ,20201120,72.5,75.99,72.0,75.49,72.6,2.89,3.9807,308886.49,2292393.735
30,002460.SZ,20201119,71.6,72.8,69.14,72.6,70.8,1.8,2.5424,318825.09,2266250.471
31,002460.SZ,20201118,77.31,78.5,69.88,70.8,77.14,-6.34,-8.2188,454760.24,3312638.726
32,002460.SZ,20201117,79.15,82.2,75.3,77.14,78.42,-1.28,-1.6322,397028.77,3140159.887
33,002460.SZ,20201116,73.91,79.03,73.1,78.42,74.01,4.41,5.9587,334060.32,2558558.522
34,002460.SZ,20201113,75.0,75.8,72.5,74.01,72.98,1.03,1.4113,298089.02,2217301.442
35,002460.SZ,20201112,73.0,74.47,71.8,72.98,71.76,1.22,1.7001,222057.44,1625060.712
36,002460.SZ,20201111,71.3,74.79,71.0,71.76,72.63,-0.87,-1.1979,306010.27,2232863.143
37,002460.SZ,20201110,75.98,75.98,71.51,72.63,76.48,-3.85,-5.034,368858.84,2701231.503
38,002460.SZ,20201109,75.07,78.65,73.35,76.48,75.1,1.38,1.8375,389513.47,2938702.187
39,002460.SZ,20201106,72.0,76.97,70.5,75.1,72.2,2.9,4.0166,522904.99,3874736.871
40,002460.SZ,20201105,68.51,73.85,68.18,72.2,68.4,3.8,5.5556,450346.2,3192827.529
41,002460.SZ,20201104,65.01,69.2,65.01,68.4,65.65,2.75,4.1889,385721.16,2611932.791
42,002460.SZ,20201103,65.06,66.4,62.66,65.65,64.24,1.41,2.1949,370604.34,2399645.794
43,002460.SZ,20201102,61.17,64.78,60.32,64.24,60.82,3.42,5.6232,299449.65,1886149.161
44,002460.SZ,20201030,63.0,63.0,59.93,60.82,63.5,-2.68,-4.2205,306130.03,1879392.797
45,002460.SZ,20201029,62.0,63.77,61.6,63.5,63.58,-0.08,-0.1258,230563.62,1446353.721
46,002460.SZ,20201028,62.8,64.55,62.28,63.58,62.21,1.37,2.2022,388701.65,2469582.683
47,002460.SZ,20201027,58.8,63.12,58.73,62.21,58.41,3.8,6.5057,393215.04,2424164.667
48,002460.SZ,20201026,56.49,59.12,55.6,58.41,58.24,0.17,0.2919,202544.95,1166349.833
49,002460.SZ,20201023,58.5,61.3,58.0,58.24,58.21,0.03,0.0515,303446.84,1817329.181
50,002460.SZ,20201022,58.13,58.85,56.5,58.21,58.48,-0.27,-0.4617,156062.94,901747.284
51,002460.SZ,20201021,58.6,59.05,57.77,58.48,58.9,-0.42,-0.7131,150351.36,877628.001
52,002460.SZ,20201020,57.6,59.05,56.12,58.9,57.4,1.5,2.6132,198930.54,1152100.596
53,002460.SZ,20201019,57.31,58.3,56.85,57.4,57.13,0.27,0.4726,157351.28,908466.981
54,002460.SZ,20201016,58.82,59.3,57.04,57.13,58.7,-1.57,-2.6746,173421.95,1001038.567
55,002460.SZ,20201015,59.3,60.66,58.61,58.7,58.45,0.25,0.4277,305705.65,1825427.456
56,002460.SZ,20201014,59.0,59.37,57.91,58.45,59.45,-1.0,-1.6821,184072.09,1077523.906
57,002460.SZ,20201013,57.02,59.45,56.11,59.45,57.47,1.98,3.4453,299942.2,1745596.06
58,002460.SZ,20201012,58.06,59.12,56.67,57.47,56.66,0.81,1.4296,278801.98,1609712.161
59,002460.SZ,20201009,57.8,58.38,56.32,56.66,54.19,2.47,4.558,303776.29,1744508.815
60,002460.SZ,20200930,54.73,55.4,53.7,54.19,54.73,-0.54,-0.9867,154815.9,844264.065
61,002460.SZ,20200929,53.0,55.3,52.81,54.73,51.5,3.23,6.2718,242829.37,1320110.917
62,002460.SZ,20200928,52.44,52.8,51.48,51.5,51.9,-0.4,-0.7707,98425.21,513009.113
63,002460.SZ,20200925,51.58,52.56,50.89,51.9,50.53,1.37,2.7113,168757.63,874222.169
64,002460.SZ,20200924,52.3,53.07,50.49,50.53,53.54,-3.01,-5.622,250139.47,1285712.491
65,002460.SZ,20200923,54.21,54.8,52.2,53.54,53.91,-0.37,-0.6863,198832.46,1063285.756
66,002460.SZ,20200922,54.61,55.15,53.51,53.91,55.23,-1.32,-2.39,199698.57,1083640.579
67,002460.SZ,20200921,56.19,57.4,54.6,55.23,55.8,-0.57,-1.0215,280651.75,1566833.333
68,002460.SZ,20200918,53.68,56.08,53.43,55.8,53.65,2.15,4.0075,298750.71,1644577.017
69,002460.SZ,20200917,52.7,54.72,52.39,53.65,53.21,0.44,0.8269,266433.21,1433655.006
70,002460.SZ,20200916,51.5,54.68,51.1,53.21,52.3,0.91,1.74,323361.33,1709184.166
71,002460.SZ,20200915,50.0,52.3,49.29,52.3,49.16,3.14,6.3873,346546.07,1789815.471
72,002460.SZ,20200914,47.81,50.85,47.81,49.16,47.17,1.99,4.2188,284269.54,1409291.473
73,002460.SZ,20200911,46.86,47.39,46.36,47.17,46.85,0.32,0.683,128037.7,601143.295
74,002460.SZ,20200910,48.56,49.15,46.71,46.85,48.05,-1.2,-2.4974,150324.94,721473.951
75,002460.SZ,20200909,49.0,49.28,47.56,48.05,50.08,-2.03,-4.0535,160519.28,776565.265
76,002460.SZ,20200908,49.06,50.6,47.75,50.08,49.06,1.02,2.0791,149859.79,740236.566
77,002460.SZ,20200907,50.8,51.59,48.5,49.06,50.6,-1.54,-3.0435,166045.56,830828.928
78,002460.SZ,20200904,50.01,50.9,49.59,50.6,51.51,-0.91,-1.7666,127767.73,640785.094
79,002460.SZ,20200903,52.48,52.59,51.04,51.51,52.78,-1.27,-2.4062,142104.69,733935.915
80,002460.SZ,20200902,53.03,53.19,51.8,52.78,52.47,0.31,0.5908,178904.61,939617.306
81,002460.SZ,20200901,50.96,53.8,49.5,52.47,50.51,1.96,3.8804,322522.96,1679168.0
82,002460.SZ,20200831,51.74,52.08,50.49,50.51,51.4,-0.89,-1.7315,148790.11,761054.506
83,002460.SZ,20200828,50.98,51.58,50.4,51.4,51.08,0.32,0.6265,131118.01,669026.378
84,002460.SZ,20200827,49.88,51.2,49.47,51.08,49.23,1.85,3.7579,171826.96,868559.594
85,002460.SZ,20200826,52.55,52.57,48.9,49.23,52.55,-3.32,-6.3178,281690.71,1418351.956
