,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
0,002008.SZ,20201231,42.82,43.15,42.12,42.75,42.66,0.09,0.211,380196.51,1622188.436
1,002008.SZ,20201230,38.0,42.66,37.75,42.66,38.78,3.88,10.0052,579932.37,2407883.731
2,002008.SZ,20201229,38.46,39.4,38.4,38.78,38.29,0.49,1.2797,144810.75,563326.056
3,002008.SZ,20201228,38.94,39.35,37.89,38.29,39.17,-0.88,-2.2466,164017.45,632172.461
4,002008.SZ,20201225,39.3,39.55,38.41,39.17,39.72,-0.55,-1.3847,151882.74,591437.776
5,002008.SZ,20201224,40.9,41.88,39.05,39.72,41.1,-1.38,-3.3577,216300.94,868426.61
6,002008.SZ,20201223,39.7,41.3,39.67,41.1,39.62,1.48,3.7355,199680.17,811305.13
7,002008.SZ,20201222,40.5,40.82,39.4,39.62,40.89,-1.27,-3.1059,160833.26,646377.769
8,002008.SZ,20201221,39.99,41.12,39.5,40.89,39.91,0.98,2.4555,229489.17,926952.888
9,002008.SZ,20201218,40.2,40.29,39.33,39.91,39.8,0.11,0.2764,123058.08,488667.038
10,002008.SZ,20201217,37.8,39.95,37.75,39.8,38.03,1.77,4.6542,219088.26,858643.241
11,002008.SZ,20201216,38.3,38.35,37.54,38.03,38.3,-0.27,-0.705,107770.97,408790.417
12,002008.SZ,20201215,37.19,38.45,37.04,38.3,37.31,0.99,2.6534,139327.47,529136.404
13,002008.SZ,20201214,37.08,37.42,36.4,37.31,36.99,0.32,0.8651,113898.13,421180.861
14,002008.SZ,20201211,38.1,38.2,36.44,36.99,38.01,-1.02,-2.6835,188917.91,701343.289
15,002008.SZ,20201210,37.41,38.52,37.01,38.01,37.59,0.42,1.1173,178580.28,674535.03
16,002008.SZ,20201209,40.31,40.35,36.8,37.59,40.38,-2.79,-6.9094,448516.97,1709137.433
17,002008.SZ,20201208,39.9,40.55,39.49,40.38,40.03,0.35,0.8743,151951.61,610574.823
18,002008.SZ,20201207,39.8,40.62,39.48,40.03,39.48,0.55,1.3931,176114.29,707463.828
19,002008.SZ,20201204,39.7,40.19,38.96,39.48,39.7,-0.22,-0.5542,160249.03,632338.566
20,002008.SZ,20201203,39.9,40.11,39.3,39.7,40.12,-0.42,-1.0469,128719.87,511361.398
21,002008.SZ,20201202,40.32,40.85,39.53,40.12,40.27,-0.15,-0.3725,190861.63,766653.415
22,002008.SZ,20201201,39.3,40.42,39.25,40.27,39.54,0.73,1.8462,155941.96,623661.078
23,002008.SZ,20201130,39.9,40.78,39.19,39.54,39.73,-0.19,-0.4782,228562.1,913412.475
24,002008.SZ,20201127,40.04,40.57,39.25,39.73,39.99,-0.26,-0.6502,169565.76,675157.885
25,002008.SZ,20201126,39.61,40.5,39.41,39.99,39.65,0.34,0.8575,159396.62,636311.071
26,002008.SZ,20201125,40.56,41.0,39.59,39.65,40.46,-0.81,-2.002,207466.36,833708.642
27,002008.SZ,20201124,40.88,41.47,40.18,40.46,40.75,-0.29,-0.7117,218365.42,887814.426
28,002008.SZ,20201123,41.5,41.5,40.3,40.75,41.9,-1.15,-2.7446,253107.18,1034889.526
29,002008.SZ,20201120,41.8,42.4,41.4,41.9,41.8,0.1,0.2392,149074.74,623908.6
30,002008.SZ,20201119,41.58,42.48,41.38,41.8,41.82,-0.02,-0.0478,130635.29,547587.635
31,002008.SZ,20201118,42.93,42.93,41.58,41.82,43.23,-1.41,-3.2616,178755.35,750631.124
32,002008.SZ,20201117,43.4,43.4,42.32,43.23,43.54,-0.31,-0.712,207242.8,887811.896
33,002008.SZ,20201116,43.28,43.88,42.68,43.54,43.13,0.41,0.9506,275128.92,1193120.41
34,002008.SZ,20201113,41.79,44.37,41.79,43.13,41.85,1.28,3.0585,289206.11,1248435.587
35,002008.SZ,20201112,41.47,42.87,41.26,41.85,40.82,1.03,2.5233,266004.85,1117426.735
36,002008.SZ,20201111,42.38,42.38,40.65,40.82,42.63,-1.81,-4.2458,384874.39,1592938.863
37,002008.SZ,20201110,44.3,44.5,41.93,42.63,45.09,-2.46,-5.4558,409919.92,1759850.377
38,002008.SZ,20201109,43.1,45.1,42.56,45.09,42.99,2.1,4.8849,378479.69,1663636.606
39,002008.SZ,20201106,42.1,43.38,41.89,42.99,41.86,1.13,2.6995,292086.48,1246853.305
40,002008.SZ,20201105,42.25,42.44,41.38,41.86,41.88,-0.02,-0.0478,226433.15,946352.165
41,002008.SZ,20201104,40.6,42.25,40.51,41.88,40.98,0.9,2.1962,297414.62,1238573.581
42,002008.SZ,20201103,41.13,41.3,39.88,40.98,41.46,-0.48,-1.1577,286468.66,1160507.816
43,002008.SZ,20201102,40.4,41.5,40.15,41.46,40.2,1.26,3.1343,308008.63,1261853.067
44,002008.SZ,20201030,40.94,41.38,40.02,40.2,41.16,-0.96,-2.3324,369057.8,1501362.256
45,002008.SZ,20201029,39.8,41.5,39.65,41.16,40.37,0.79,1.9569,450766.44,1834907.892
46,002008.SZ,20201028,38.26,41.07,38.11,40.37,38.49,1.88,4.8844,617756.4,2456856.125
47,002008.SZ,20201027,37.28,38.62,37.17,38.49,37.58,0.91,2.4215,439107.6,1664667.118
48,002008.SZ,20201026,35.2,37.75,34.98,37.58,35.2,2.38,6.7614,530403.07,1957491.438
49,002008.SZ,20201023,35.59,35.83,34.95,35.2,35.59,-0.39,-1.0958,162239.13,574152.774
50,002008.SZ,20201022,34.65,35.88,34.19,35.59,34.57,1.02,2.9505,197510.53,696745.3
51,002008.SZ,20201021,35.09,35.1,34.24,34.57,35.08,-0.51,-1.4538,96795.3,334736.319
52,002008.SZ,20201020,34.3,35.08,34.2,35.08,34.47,0.61,1.7697,107885.94,375110.598
53,002008.SZ,20201019,35.0,35.09,34.4,34.47,34.83,-0.36,-1.0336,106341.58,369176.789
54,002008.SZ,20201016,35.4,35.58,34.66,34.83,35.61,-0.78,-2.1904,183809.07,642780.698
55,002008.SZ,20201015,35.4,36.19,34.9,35.61,34.72,0.89,2.5634,353340.82,1259009.047
56,002008.SZ,20201014,35.26,35.38,34.56,34.72,35.45,-0.73,-2.0592,152025.49,528296.963
57,002008.SZ,20201013,35.1,35.46,34.7,35.45,35.21,0.24,0.6816,139874.32,489972.278
58,002008.SZ,20201012,34.9,35.34,34.67,35.21,34.41,0.8,2.3249,216641.24,759169.086
59,002008.SZ,20201009,33.52,34.68,33.52,34.41,32.9,1.51,4.5897,196501.45,673492.519
60,002008.SZ,20200930,33.2,33.4,32.76,32.9,33.14,-0.24,-0.7242,97399.35,322465.906
61,002008.SZ,20200929,33.2,33.58,33.1,33.14,33.0,0.14,0.4242,96404.82,320978.363
62,002008.SZ,20200928,33.22,33.34,32.85,33.0,32.99,0.01,0.0303,88143.12,291829.384
63,002008.SZ,20200925,32.81,33.08,32.64,32.99,32.64,0.35,1.0723,91269.74,299980.991
64,002008.SZ,20200924,33.3,33.45,32.47,32.64,33.67,-1.03,-3.0591,143152.6,470034.744
65,002008.SZ,20200923,33.58,33.91,33.38,33.67,33.39,0.28,0.8386,114032.49,383730.919
66,002008.SZ,20200922,34.09,34.19,33.33,33.39,34.44,-1.05,-3.0488,188622.57,636266.763
