,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
0,002252.SZ,20201231,7.28,7.44,7.28,7.4,7.24,0.16,2.2099,183790.9,135609.445
1,002252.SZ,20201230,7.28,7.34,7.22,7.24,7.29,-0.05,-0.6859,141243.9,102684.83
2,002252.SZ,20201229,7.24,7.37,7.2,7.29,7.2,0.09,1.25,184144.67,134448.009
3,002252.SZ,20201228,7.18,7.36,7.1,7.2,7.2,0.0,0.0,186266.19,134406.703
4,002252.SZ,20201225,7.11,7.22,7.1,7.2,7.15,0.05,0.6993,148477.44,106564.814
5,002252.SZ,20201224,7.42,7.45,7.15,7.15,7.45,-0.3,-4.0268,358873.14,259813.567
6,002252.SZ,20201223,7.65,7.66,7.42,7.45,7.64,-0.19,-2.4869,266166.76,199016.344
7,002252.SZ,20201222,7.5,7.79,7.47,7.64,7.54,0.1,1.3263,301143.42,231061.211
8,002252.SZ,20201221,7.51,7.66,7.38,7.54,7.59,-0.05,-0.6588,249263.32,187206.942
9,002252.SZ,20201218,7.75,7.77,7.59,7.59,7.79,-0.2,-2.5674,289548.64,221703.478
10,002252.SZ,20201217,7.73,7.83,7.72,7.79,7.76,0.03,0.3866,180427.15,140200.824
11,002252.SZ,20201216,7.94,7.97,7.75,7.76,7.93,-0.17,-2.1438,205556.78,160502.885
12,002252.SZ,20201215,7.94,8.07,7.85,7.93,7.96,-0.03,-0.3769,170770.8,136146.343
13,002252.SZ,20201214,8.04,8.04,7.91,7.96,8.11,-0.15,-1.8496,227812.05,181525.14
14,002252.SZ,20201211,7.88,8.23,7.59,8.11,7.87,0.24,3.0496,716137.03,569080.593
15,002252.SZ,20201210,8.07,8.11,7.78,7.87,8.07,-0.2,-2.4783,389044.24,308718.271
16,002252.SZ,20201209,8.2,8.25,8.06,8.07,8.21,-0.14,-1.7052,292188.3,237845.051
17,002252.SZ,20201208,8.18,8.23,8.13,8.21,8.28,-0.07,-0.8454,249767.68,204453.935
18,002252.SZ,20201207,8.37,8.38,8.24,8.28,8.41,-0.13,-1.5458,242073.51,200525.122
19,002252.SZ,20201204,8.45,8.55,8.36,8.41,8.48,-0.07,-0.8255,290457.73,245350.091
20,002252.SZ,20201203,8.35,8.54,8.34,8.48,8.38,0.1,1.1933,321322.22,272201.47
21,002252.SZ,20201202,8.43,8.43,8.35,8.38,8.45,-0.07,-0.8284,202282.36,169477.619
22,002252.SZ,20201201,8.46,8.52,8.4,8.45,8.44,0.01,0.1185,255955.46,216353.654
23,002252.SZ,20201130,8.25,8.47,8.2,8.44,8.23,0.21,2.5516,391232.44,327734.374
