,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
0,000723.SZ,20201231,6.82,6.88,6.61,6.68,6.85,-0.17,-2.4818,1124889.2,753955.407
1,000723.SZ,20201230,6.25,6.98,6.25,6.85,6.4,0.45,7.0313,1571834.97,1055115.849
2,000723.SZ,20201229,6.93,6.95,6.39,6.4,6.97,-0.57,-8.1779,1385578.81,914849.541
3,000723.SZ,20201228,7.08,7.17,6.87,6.97,7.1,-0.13,-1.831,1299014.48,908938.928
4,000723.SZ,20201225,6.66,7.28,6.56,7.1,6.73,0.37,5.4978,1664363.54,1157808.503
5,000723.SZ,20201224,6.91,6.92,6.61,6.73,6.84,-0.11,-1.6082,852163.53,572923.691
6,000723.SZ,20201223,6.65,6.91,6.6,6.84,6.58,0.26,3.9514,1178038.54,800296.828
7,000723.SZ,20201222,6.88,6.95,6.58,6.58,6.75,-0.17,-2.5185,1344168.28,908870.677
8,000723.SZ,20201221,6.63,6.84,6.55,6.75,6.58,0.17,2.5836,1019105.25,685652.396
9,000723.SZ,20201218,6.49,6.72,6.47,6.58,6.45,0.13,2.0155,1019825.29,674250.519
10,000723.SZ,20201217,6.21,6.47,6.19,6.45,6.34,0.11,1.735,575707.04,364793.403
11,000723.SZ,20201216,6.41,6.46,6.26,6.34,6.41,-0.07,-1.092,536663.79,341181.079
12,000723.SZ,20201215,6.33,6.47,6.25,6.41,6.3,0.11,1.746,610646.84,389143.346
13,000723.SZ,20201214,6.38,6.38,5.85,6.3,6.5,-0.2,-3.0769,1117014.25,692354.455
14,000723.SZ,20201211,6.63,6.74,6.45,6.5,6.6,-0.1,-1.5152,948425.96,624523.977
15,000723.SZ,20201210,6.87,6.89,6.6,6.6,6.91,-0.31,-4.4863,1164011.99,780829.929
16,000723.SZ,20201209,6.78,7.09,6.77,6.91,6.78,0.13,1.9174,1888260.12,1307233.434
17,000723.SZ,20201208,6.68,6.81,6.62,6.78,6.68,0.1,1.497,899688.37,605953.878
18,000723.SZ,20201207,6.72,6.88,6.63,6.68,6.71,-0.03,-0.4471,1080050.3,727353.428
19,000723.SZ,20201204,6.76,6.82,6.66,6.71,6.77,-0.06,-0.8863,834445.16,560898.825
20,000723.SZ,20201203,7.0,7.01,6.76,6.77,7.03,-0.26,-3.6984,1305291.79,892114.846
21,000723.SZ,20201202,7.13,7.21,6.97,7.03,7.13,-0.1,-1.4025,1309115.68,926892.252
22,000723.SZ,20201201,7.17,7.19,6.9,7.13,7.13,0.0,0.0,1556029.66,1094806.063
23,000723.SZ,20201130,7.23,7.45,7.1,7.13,7.22,-0.09,-1.2465,1568808.72,1136998.479
24,000723.SZ,20201127,7.38,7.4,7.06,7.22,7.19,0.03,0.4172,1718507.18,1242348.642
25,000723.SZ,20201126,7.45,7.49,7.1,7.19,7.5,-0.31,-4.1333,2117981.01,1544460.883
26,000723.SZ,20201125,7.48,7.98,7.39,7.5,7.34,0.16,2.1798,3099299.97,2364828.464
27,000723.SZ,20201124,7.4,7.55,7.2,7.34,7.2,0.14,1.9444,2742827.14,2020595.63
28,000723.SZ,20201123,6.84,7.35,6.81,7.2,6.78,0.42,6.1947,3058369.23,2164940.135
29,000723.SZ,20201120,6.34,6.97,6.29,6.78,6.34,0.44,6.9401,2570055.0,1736972.374
30,000723.SZ,20201119,6.35,6.44,6.3,6.34,6.4,-0.06,-0.9375,540972.33,343170.63
31,000723.SZ,20201118,6.53,6.6,6.35,6.4,6.61,-0.21,-3.177,888191.17,572377.606
32,000723.SZ,20201117,6.68,6.76,6.53,6.61,6.69,-0.08,-1.1958,970184.49,644538.196
33,000723.SZ,20201116,6.53,6.72,6.46,6.69,6.44,0.25,3.882,1075639.03,714245.038
34,000723.SZ,20201113,6.41,6.53,6.36,6.44,6.32,0.12,1.8987,765669.45,494200.202
35,000723.SZ,20201112,6.38,6.39,6.29,6.32,6.4,-0.08,-1.25,468390.53,296282.793
36,000723.SZ,20201111,6.25,6.54,6.25,6.4,6.25,0.15,2.4,1016458.09,655028.0
37,000723.SZ,20201110,6.4,6.44,6.21,6.25,6.38,-0.13,-2.0376,493905.24,312004.196
38,000723.SZ,20201109,6.26,6.45,6.26,6.38,6.24,0.14,2.2436,702975.57,447653.359
39,000723.SZ,20201106,6.23,6.35,6.21,6.24,6.23,0.01,0.1605,474704.63,297423.794
40,000723.SZ,20201105,6.3,6.3,6.19,6.23,6.27,-0.04,-0.638,546726.28,341087.041
41,000723.SZ,20201104,6.18,6.34,6.09,6.27,6.18,0.09,1.4563,690892.77,429072.577
42,000723.SZ,20201103,6.09,6.19,6.05,6.18,6.07,0.11,1.8122,583450.37,357930.167
43,000723.SZ,20201102,6.01,6.07,5.88,6.07,5.96,0.11,1.8456,368223.6,220131.6
44,000723.SZ,20201030,5.96,6.14,5.92,5.96,5.92,0.04,0.6757,445905.93,269123.402
45,000723.SZ,20201029,5.89,5.97,5.85,5.92,6.03,-0.11,-1.8242,313527.11,185468.634
46,000723.SZ,20201028,6.11,6.12,5.97,6.03,6.11,-0.08,-1.3093,315474.42,189892.518
47,000723.SZ,20201027,6.06,6.13,6.06,6.11,6.14,-0.03,-0.4886,191514.66,116639.787
48,000723.SZ,20201026,6.11,6.17,6.07,6.14,6.11,0.03,0.491,236380.65,144625.152
49,000723.SZ,20201023,6.18,6.22,6.1,6.11,6.19,-0.08,-1.2924,286407.91,176134.235
50,000723.SZ,20201022,6.23,6.26,6.18,6.19,6.26,-0.07,-1.1182,252162.22,156511.591
51,000723.SZ,20201021,6.35,6.36,6.24,6.26,6.37,-0.11,-1.7268,249232.26,156661.531
52,000723.SZ,20201020,6.29,6.37,6.25,6.37,6.33,0.04,0.6319,247140.96,156041.747
53,000723.SZ,20201019,6.44,6.47,6.31,6.33,6.44,-0.11,-1.7081,381166.13,243170.928
54,000723.SZ,20201016,6.4,6.54,6.36,6.44,6.46,-0.02,-0.3096,591647.4,383006.0
55,000723.SZ,20201015,6.33,6.49,6.32,6.46,6.31,0.15,2.3772,604783.93,388584.857
56,000723.SZ,20201014,6.4,6.41,6.3,6.31,6.45,-0.14,-2.1705,364631.26,230973.734
57,000723.SZ,20201013,6.41,6.56,6.34,6.45,6.4,0.05,0.7813,493225.52,318755.734
58,000723.SZ,20201012,6.32,6.44,6.28,6.4,6.2,0.2,3.2258,504105.56,321423.193
59,000723.SZ,20201009,6.17,6.22,6.11,6.2,6.04,0.16,2.649,366702.99,226558.235
60,000723.SZ,20200930,6.28,6.31,6.02,6.04,6.28,-0.24,-3.8217,574350.89,354087.056
61,000723.SZ,20200929,6.4,6.41,6.24,6.28,6.37,-0.09,-1.4129,400171.27,252158.063
62,000723.SZ,20200928,6.36,6.46,6.35,6.37,6.36,0.01,0.1572,322057.97,205922.428
63,000723.SZ,20200925,6.38,6.44,6.32,6.36,6.37,-0.01,-0.157,355587.84,226923.716
64,000723.SZ,20200924,6.51,6.53,6.35,6.37,6.57,-0.2,-3.0441,708690.77,454342.115
65,000723.SZ,20200923,6.82,6.85,6.5,6.57,6.74,-0.17,-2.5223,992346.05,655567.344
66,000723.SZ,20200922,6.83,6.9,6.71,6.74,6.89,-0.15,-2.1771,729321.1,496799.369
67,000723.SZ,20200921,7.0,7.1,6.86,6.89,6.95,-0.06,-0.8633,936081.67,651221.977
68,000723.SZ,20200918,6.68,7.15,6.61,6.95,6.69,0.26,3.8864,1568325.47,1094291.532
69,000723.SZ,20200917,6.75,6.87,6.65,6.69,6.63,0.06,0.905,647048.45,436440.295
70,000723.SZ,20200916,6.61,6.78,6.57,6.63,6.66,-0.03,-0.4505,387785.39,258064.112
71,000723.SZ,20200915,6.75,6.75,6.62,6.66,6.75,-0.09,-1.3333,321081.35,214285.324
72,000723.SZ,20200914,6.6,6.84,6.53,6.75,6.58,0.17,2.5836,582181.54,388938.902
73,000723.SZ,20200911,6.5,6.6,6.45,6.58,6.55,0.03,0.458,406656.69,264779.569
74,000723.SZ,20200910,6.86,6.87,6.53,6.55,6.88,-0.33,-4.7965,737548.67,494833.746
75,000723.SZ,20200909,6.95,7.25,6.85,6.88,6.85,0.03,0.438,1199062.3,843487.954
76,000723.SZ,20200908,6.75,6.93,6.71,6.85,6.65,0.2,3.0075,752544.28,513419.848
77,000723.SZ,20200907,6.73,6.82,6.63,6.65,6.72,-0.07,-1.0417,449222.89,302384.519
78,000723.SZ,20200904,6.72,6.77,6.65,6.72,6.83,-0.11,-1.6105,526250.98,352416.386
79,000723.SZ,20200903,6.53,6.91,6.5,6.83,6.51,0.32,4.9155,1108976.03,748803.593
80,000723.SZ,20200902,6.57,6.59,6.46,6.51,6.56,-0.05,-0.7622,381883.93,248515.55
81,000723.SZ,20200901,6.58,6.59,6.5,6.56,6.6,-0.04,-0.6061,437961.48,285938.667
82,000723.SZ,20200831,6.7,6.79,6.6,6.6,6.67,-0.07,-1.0495,485208.57,326046.369
83,000723.SZ,20200828,6.65,6.69,6.58,6.67,6.71,-0.04,-0.5961,382080.7,253729.446
84,000723.SZ,20200827,6.62,6.75,6.54,6.71,6.59,0.12,1.8209,490018.95,325699.338
85,000723.SZ,20200826,6.64,6.79,6.52,6.59,6.67,-0.08,-1.1994,670467.05,444199.734
