ts_code,pe_ttm
603501,1306.5047064136136
600760,685.3259322314049
688012,361.37919314720875
601989,289.23158048433015
601808,268.72549644859805
300142,258.6758256756761
603392,225.37196116504876
002352,209.6240105835806
300122,196.05633629191334
601360,181.64620190582968
002371,160.51543303747553
600111,159.20632544378714
601698,142.49721780487806
600150,138.12913311827958
600570,136.42833001083423
002460,135.37952112537013
600489,133.6079200398803
300601,132.68344768611664
002230,132.5601232741616
002414,131.0808532544379
601162,123.6995694055945
002410,122.23877702169602
600584,117.82106685962373
600588,113.65849387351768
601600,111.80028022099445
300413,109.52798996458071
600050,106.8039536452667
600745,105.94137163323784
300433,105.15501400394487
603986,100.49436469248292
002607,99.0439454148473
300676,98.96758493150679
002153,97.91921723107572
688008,97.13754441624361
603799,96.98753669833738
000768,96.920514102564
300015,94.0005221778219
002945,87.85845116279074
002044,85.588522698613
002049,84.66148942093541
600763,83.39214635108497
000625,83.04602298701289
603019,82.85427181008895
600118,82.49970236686396
601696,81.0660876
601236,78.40910740740745
603259,77.88054760522495
300059,77.32509950690336
000066,76.39139329388564
002600,75.21594810951757
002812,74.91817459807078
002252,74.74825438247012
300347,74.11656283448956
002384,72.21108368644074
601990,71.18091251885375
600276,70.52259763313617
002594,70.01899408284021
002157,66.54169062500003
000977,66.19613103792406
600547,64.97319654471542
002673,64.78750595238098
600010,63.92849026063104
603087,63.41059702380951
600009,63.407745787908944
601788,63.331271400394535
600893,63.164312263210434
300529,63.12007721893492
600436,62.1560651873767
601100,61.71704358974357
603658,61.51342919132148
002821,61.05388934911228
601888,56.3327359960552
603288,55.828816863905345
000723,55.339483025404135
601901,55.2108282868526
002714,54.77697830802598
601857,54.53618112820511
603160,53.080584319526714
600848,52.970398505869795
000725,52.7869539432176
603993,52.0846917159764
000661,52.04184915422892
300033,51.834847633136114
002558,51.78480694586317
000786,51.653599505928916
002773,51.551585404339235
002120,51.18176183431953
300014,49.873997041420104
600161,49.82305136017426
300124,49.622437188434695
600369,49.4143258382643
603195,49.35170568181818
002129,49.25649768339771
300144,48.875296942800794
600845,48.446570681145204
600809,47.73691286141578
600004,47.35884911242608
600872,47.295386094674576
600703,47.28142948717955
002916,46.73062279129319
002456,46.69008723667909
002939,46.589774345549685
002475,46.44994452122411
601933,46.346350992063584
002422,45.33122869822492
002602,45.12229142857139
000938,44.42037487231866
002007,43.91787238658768
600918,43.71580489130434
601816,43.22850146520147
603899,43.19352948717943
601555,42.94861398809524
002841,42.94817924151701
300136,42.60485315581854
300003,42.32436656804737
600600,42.247310749506916
002024,41.85839299568965
000860,41.83139625246554
600085,41.119311834319575
600011,41.000285897435845
600498,40.36903155818541
601878,40.0096094444444
600362,39.96578343195269
002241,39.73879368836301
601066,39.36727587253413
002179,38.74178500986194
002463,38.57210463510851
000783,38.137531262327435
300628,38.08881055900619
600031,38.01440710059171
002008,37.88996272189345
600482,37.46500488534399
601377,37.07747076313193
300408,37.055011952191236
002739,36.83896879271068
688036,35.92708028985509
603833,35.285529275970646
600519,35.25435197238656
000063,34.931936288659784
601872,34.76409190371993
002050,34.71945522540984
000596,34.358281262327445
002311,33.48797968441822
600271,32.80619405351837
600958,32.73649821428574
000568,32.60721765285996
600795,32.53199781105991
000961,32.323724110671925
601108,31.65414676434677
000425,31.552917357002002
002493,31.44922100591715
000858,31.31867909270215
002938,31.24585630252104
000728,31.05409017857147
601727,30.954028199320472
002032,30.47938825271466
002027,30.33604408284028
002415,30.28122025691698
600183,30.00743145956612
601198,29.871742603550267
601899,29.217502277227737
000538,29.054355775234082
002555,29.047050448654044
600196,28.902294477317575
601919,28.67168255528258
002624,28.497032470119468
600233,28.14973027613413
600887,27.61626257425742
601021,27.580226881720403
601628,27.575790631163702
600299,27.49777426035509
603369,27.259673865877662
601231,27.116846918489074
300498,25.75668599605516
002271,25.35419240631164
600438,25.1767945759369
601881,25.06636580000001
601012,25.000280456349206
600406,24.946117530319732
600109,24.56133974103584
002601,24.116060985626312
600115,24.049921137206407
002304,23.95845197238662
000100,23.490934434968008
000963,23.32090325443787
600998,22.75457741617356
600030,22.642817846460673
600027,22.553956345733027
000627,22.499323007968137
600029,22.42722220843672
002236,22.421854150197635
600025,22.2809385403329
601633,22.226451737835138
002736,22.21386923076926
000166,22.165999498495484
002508,22.132520118343226
601766,21.627624260355034
600487,21.484242555331967
601336,21.45008530571992
600660,21.418979881656824
600061,21.090163905325443
000876,20.801603648915187
600346,20.6814621451104
600332,20.65777619047618
600999,20.188082142857144
688009,20.15050837563455
000895,20.133536536536536
002001,20.129653057199196
601985,20.060460848126258
601688,20.05190118343193
600989,19.898028636363627
600176,19.37224161676648
600837,19.203229092702152
601111,18.738037948084056
000157,18.729172065727695
600028,18.471549309664645
601319,18.303356810035847
600637,18.224505759682224
000333,18.170455544147835
000703,18.067019348054664
601211,17.853496548323466
601601,17.700116272189344
003816,17.552313279132782
600309,17.33934038245219
601238,17.29557366863906
600655,17.208497007481295
601138,17.144740840840875
002202,17.10884702380952
601877,17.001727317554217
600522,16.846258579881667
600690,16.759843280632435
600900,16.73388116370809
600066,16.71982524654832
601216,16.69736441586279
600705,16.188178007889558
000776,16.167031360946734
000708,15.874450000000005
601607,15.858289842209077
601117,15.314136291913204
600177,14.735427532467497
600018,14.678810781404547
600297,14.674847830374754
000651,13.875804170804372
603156,13.696964642375164
600390,13.60012561629152
600886,12.802735404339254
000338,12.688255621301792
601318,12.333441913215003
601618,12.328736390532574
000656,12.192144078269811
001979,12.18248234126984
002958,12.18057526427061
600352,12.110826331360933
601669,11.904402662721893
600741,11.884449013806696
000671,11.64471684945165
600019,11.235445628140686
600208,11.057563168316836
002142,10.589369230769252
600104,10.227196351084814
601800,10.1028006903353
000002,10.078317542120907
600036,9.973012919132152
601006,9.970631656804716
601088,9.755639473684214
601390,9.698882021276592
600926,9.638219921104538
600585,9.56525641025641
601155,9.310784486166018
000001,9.190114102564104
600340,8.518641158841154
600068,8.462324302788847
600048,8.444868047337275
601186,8.30989043392504
601225,8.23675874200426
600606,8.155787413280464
601229,7.402453747534523
601658,7.3953806020066954
601916,7.123177022653719
600383,7.109333727810653
601668,6.990619033530565
601939,6.8381607495069145
601838,6.821915220293724
000069,6.689686291913226
601398,6.659866370808668
600919,6.643397817460318
601009,6.625166007905145
601998,6.549331262327417
601577,6.505674915254237
